Case #,Incident Code,Report Time,Case Status,Start Occurred,End Occurred,Building,Location 1,Location 2,Stolen,Damaged,Summary
12000053,LARCENY - STOLEN BIKE,2012-01-06T14:08:00Z,Inactive,2011-11-15T08:00:00Z,2012-01-06T13:00:00Z,Selleck Quad,600 N. 15th St.,SIDEWALK,378,0,Belated report of a yellow Trek and lock near the 4000 building.
12000056,OUTSIDE CRIME - REPORTS OUTSIDE JURISDICTION,2012-01-06T15:56:00Z,Cleared By Exception,2012-01-06T15:56:00Z,,"Utility Plant, East",1935 N. 37th St.,SIDEWALK,0,0,"UNLPD assisted with a stolen vehicle investigation initiating from Riverside, CA."
12000060,ALCOHOL - DWI,2012-01-06T23:49:00Z,Cleared By Arrest,2012-01-06T23:49:00Z,,N/A,Vine Street and N. Antelope Valley Parkway,STREET,0,0,UNL student stopped for improper driving. Taken to detox and cited for DWI & MIP (.207 BAC).
12000062,ALCOHOL - DWI,2012-01-07T02:25:00Z,Cleared By Arrest,2012-01-07T02:25:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,Non-student stopped for no headlights at night. He was cited for DWI (.106 BAC) and taken to detox.
12000063,ALCOHOL - MINOR IN POSSESSION,2012-01-07T02:47:00Z,Cleared By Arrest,2012-01-07T02:47:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,Two students contacted on a traffic stop. Cited released for Open Container and MIP-C (.061 & .062 BAC).
12000067,TRAFFIC - SUSPENDED DRIVER,2012-01-07T17:18:00Z,Cleared By Arrest,2012-01-07T17:18:00Z,,N/A,N. 17th Street and Antelope Valley Parkway,STREET,0,0,Non-student cited and released for Driving Under Suspension following a traffic infraction.
12000071,LITTERING,2012-01-08T02:10:00Z,Cleared By Arrest,2012-01-08T02:10:00Z,,Andersen Hall,200 Centennial Mall N.,GOVT. PARKING LOT (UNL),0,0,Non-student cited and released for Littering (Urinating in Public). .197 BAC
12000072,ALCOHOL - DWI,2012-01-08T02:55:00Z,Cleared By Arrest,2012-01-08T02:55:00Z,,N/A,"""T"" Street and N. 10th Street",STREET,0,0,UNL student stopped for speeding. Cited for DWI (.140 ABC) and taken to detox.
12000073,TRAFFIC - OTHER,2012-01-08T06:03:00Z,Cleared By Arrest,2012-01-08T06:03:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,"Non-student stopped for speeding, found to be unlicensed, and two open containers of alcohol were observed in the vehicle. Cited and released to a third party."
12000074,LARCENY - STOLEN BIKE,2012-01-08T14:06:00Z,Cleared By Exception,2011-12-16T17:00:00Z,2012-01-08T14:00:00Z,Pound Hall,513 N. 17th St.,UNL RESIDENCE HALL,270,0,"Bike taken from racks on the south side of Pound Hall, $250 loss."
12000075,LARCENY - FROM BUILDING,2012-01-08T15:51:00Z,Cleared By Arrest,2011-12-14T07:00:00Z,2012-01-06T15:00:00Z,Harper Hall,1150 N. 14th St.,UNL RESIDENCE HALL,175,0,"Items taken from room in Harper Hall, $175 loss."
12000076,LOST OR STOLEN ITEM,2012-01-08T18:13:00Z,Inactive,2012-01-08T03:00:00Z,2012-01-08T13:00:00Z,N/A,"2221 ""S"" St.",MULTI-DWELLING (7 + UNITS) off campus,400,0,iPhone taken from 2221 S Street $400 loss.
12000079,SS - CHECK WELFARE OF PERSON,2012-01-08T23:16:00Z,Cleared By Exception,2012-01-08T23:00:00Z,2012-01-08T23:16:00Z,Smith Hall,1120 N. 14th St.,UNL RESIDENCE HALL,0,0,UNL student's welfare checked after she left a note for her roommate. Student located and no action taken.
12000080,MEDICAL EMERGENCY,2012-01-09T07:49:00Z,Cleared By Exception,2012-01-09T07:49:00Z,,Union-City,"1400 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,0,Ofc. dispatched to the City Union regarding a UNL female student that passed out inside the women's restroom.  Female was transported to the hospital for further treatment.
12000083,DISTURBANCE - OTHER,2012-01-09T11:29:00Z,Cleared By Exception,2011-10-01T12:00:00Z,2011-12-31T16:00:00Z,N/A,,INTERNET/CYBERSPACE,0,0,Person receiving unwanted facebook and tweet massages.
12000105,DISTURBANCE - OTHER,2012-01-09T12:58:00Z,Cleared By Exception,2012-01-07T15:00:00Z,,N/A,,STREET,0,0,"Person making possible threats against the University, found to be false."
12000084,LITTERING,2012-01-09T14:26:00Z,Cleared By Arrest,2012-01-09T14:26:00Z,,N/A,"N. 17th Street and ""R"" Street",STREET,0,0,"Person cited for Littering for throwing a cigarette but out a moving car window, 17th Q-R Street."
12000085,MEDICAL EMERGENCY,2012-01-09T14:39:00Z,Cleared By Exception,2012-01-09T14:39:00Z,,Barkley Center,4075 East Campus Loop,UNL ACADEMIC BUILDING,0,0,"Person at Barkley Memorial Center having a possible seizure, taken to St. Elizabeth by LFR."
12000086,LARCENY - SHOPLIFTING,2012-01-09T15:35:00Z,Inactive,2012-01-09T15:05:00Z,2012-01-09T15:30:00Z,Union-City,"1400 ""R"" St.","UNL SUPPORT FACILITY (office, service)",90,0,3 pairs of earbuds stolen from University Bookstore. Investigation continues.
12000087,ACCIDENTS - P.D. H&R NOT REPORTABLE,2012-01-09T17:16:00Z,Inactive,2012-01-04T17:00:00Z,2012-01-04T19:00:00Z,Campus Recreation Center,841 N. 14th St.,GOVT. PARKING LOT (UNL),0,0,"Hit and Run accident in the area 10 Loop, $516 damage."
12000091,BURGLARY,2012-01-10T07:56:00Z,Cleared By Exception,2012-01-09T19:20:00Z,2012-01-10T07:30:00Z,N/A,8301 Havelock Ave.,"UNL SUPPORT FACILITY (office, service)",4106,360,Ofc was dispatched to the Agronomy complex located at 8301 Havelock Avenue on a report of a burglary. Investigation continues.
12000092,MEDICAL EMERGENCY,2012-01-10T11:54:00Z,Cleared By Exception,2012-01-10T11:54:00Z,,College of Business Admin.,512 N. 12th St.,UNL ACADEMIC BUILDING,0,0,UNL student suffered a seizure during class and struck her head on the floor. Transported to the hospital by LFR.
12000093,ACCIDENTS - P.D. NOT REPORTABLE,2012-01-10T12:57:00Z,Cleared By Exception,2012-01-10T12:57:00Z,,17th & R Parking Garage,300 N. 17th St.,GOVT. PARKING GARAGE (UNL),0,500,UNL student struck another vehicle while attempting to park in the garage.
12000101,ALCOHOL - MINOR IN POSSESSION,2012-01-11T01:10:00Z,Cleared By Arrest,2012-01-11T01:10:00Z,,Alpha Chi Omega,716 N. 16th St.,STREET,0,0,A UNL student was cited/released for MIPC. BrAC 0.208.
12000104,SS - CHECK WELFARE OF PERSON,2012-01-11T10:22:00Z,Cleared By Exception,,,N/A,,UNKNOWN,0,0,"Check welfare on person, found to be ok."
12000107,MEDICAL EMERGENCY,2012-01-11T12:44:00Z,Cleared By Exception,2012-01-11T12:44:00Z,,Andrews Hall,625 N. 14th St.,UNL ACADEMIC BUILDING,0,0,"Person fainted in Andrews Hall, LFD transported to Bryan East for further evaluation."
12000111,MEDICAL EMERGENCY,2012-01-11T14:57:00Z,Cleared By Exception,2012-01-11T14:57:00Z,,Phi Kappa Psi,"1548 ""S"" St.",OFF CAMPUS/GREEK HOUSING,0,0,UNL student with flu-like symptoms and hyperventilation. Transported to the hospital by LFR.
12000112,OUTSIDE - O.P.S. OTHER,2012-01-11T15:44:00Z,Inactive,2011-12-07T00:00:00Z,2012-01-04T00:00:00Z,N/A,1442 N. 14th St.,UNKNOWN,0,0,UNLPD officer met with a student to discuss safety concerns regarding incidents off-campus.
12000116,NARCOTICS - POSSESSION,2012-01-11T20:17:00Z,Cleared By Arrest,2012-01-11T20:17:00Z,,Abel Hall,880 N. 17th St.,UNL RESIDENCE HALL,0,0,UNL student cited/released for Possession of Marijuana < 1 oz (.8 grams) and Possession of Drug Paraphernalia.
12000119,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",2012-01-12T05:28:00Z,Inactive,2012-01-10T07:00:00Z,2012-01-10T10:30:00Z,College of Business Admin.,512 N. 12th St.,UNL ACADEMIC BUILDING,0,4,Custodian reported a shelf had been removed from a restroom wall and placed on the floor.  Facilities Management notified by custodial services.
12000121,ASSAULT - NON DOMESTIC,2012-01-12T10:03:00Z,Cleared By Arrest,2012-01-12T10:03:00Z,,Sandoz Hall,820 N. 17th St.,UNL RESIDENCE HALL,0,0,Physical altercation between a UNL student and a family member. Family member cited/released for 3rd Degree Assault.
12000122,LARCENY - FROM BUILDING,2012-01-12T11:15:00Z,Cleared By Arrest,2011-11-01T00:01:00Z,2012-01-11T13:00:00Z,Nebraska Hall,900 N. 16th St.,UNL ACADEMIC BUILDING,1122,0,Theft of 2 IPad2 and three IPad 2 cases.
12000123,UNL POLICY VIOLATION -OTHER,2012-01-12T13:28:00Z,Inactive,2011-12-28T14:46:00Z,2012-01-12T12:54:00Z,Love Library North,"1300 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,0,Possible non-student using a UNL student's information to log into computers. Investigation ongoing.
12000124,LARCENY - GAS FROM SELF SERVICE PUMP,2012-01-12T14:37:00Z,Inactive,2012-01-12T14:32:00Z,2012-01-12T14:37:00Z,Casey's,"1540 ""P"" St.",GAS/SERVICE STATION,36.38,0,Driver failed to pay for fuel after canceling the pay at the pump transaction.
12000126,ACCIDENTS - P.D. H&R NOT REPORTABLE,2012-01-12T15:05:00Z,Inactive,2012-01-12T11:30:00Z,2012-01-12T15:00:00Z,Memorial Stadium,740 Stadium Drive,GOVT. PARKING LOT (UNL),0,800,Red Honda Accord sustained damage while parked in the north lot by an unknown white vehicle.
12000130,DISTURBANCE - OTHER,2012-01-12T15:32:00Z,Cleared By Exception,2012-01-12T15:32:00Z,,Beta Theta Pi,"1515 ""R"" St.",OFF CAMPUS/GREEK HOUSING,0,0,Disagreement over a non-resident's presence within the house. Situation was mediated with no citations issued.
12000128,SS - CIVIL STANDBY,2012-01-12T15:33:00Z,Inactive,2012-01-10T15:33:00Z,2012-01-12T15:33:00Z,N/A,,UNL ACADEMIC BUILDING,0,0,Civil standby at Canfield Administration building.
12000131,LARCENY - FROM BUILDING,2012-01-12T15:43:00Z,Inactive,2011-11-22T17:00:00Z,2012-01-12T15:43:00Z,Military & Naval Science,1360 Vine St.,UNL ACADEMIC BUILDING,633.5,0,Padlock and the contents of a locker found missing. Occurred sometime after late November.
12000132,DISTURBANCE - OTHER,2012-01-12T16:09:00Z,Cleared By Exception,2012-01-12T09:40:00Z,2012-01-12T15:24:00Z,College of Dentistry,3975 Potter St.,GOVT. PARKING LOT (UNL),0,0,UNL student reported unwanted written communication from a non-student who lives in her hometown.
12000136,TRESPASSING,2012-01-12T18:16:00Z,Cleared By Arrest,2012-01-12T18:16:00Z,2012-01-12T18:16:00Z,Oldfather Hall,660 N. 12th St.,UNL ACADEMIC BUILDING,0,0,Officer recognized a person previously banned from campus inside the building using a computer. Cited for Trespassing and lodged at jail for an arrest warrant.
12000138,LOST OR STOLEN ITEM,2012-01-12T19:13:00Z,Inactive,2011-12-17T20:20:00Z,2012-01-12T19:00:00Z,Burnett Hall,"1220 ""T"" St.",UNL ACADEMIC BUILDING,10,0,Set of interior keys unaccounted for.
12000141,ALCOHOL - MINOR IN POSSESSION,2012-01-12T23:20:00Z,Cleared By Arrest,2012-01-12T23:20:00Z,,N/A,"N. 17th Street and ""Y"" Street",STREET,0,0,UNL Student cited/released for MIPC (.015 BrAC) and speeding on a traffic stop.
12000142,ALCOHOL - MINOR IN POSSESSION,2012-01-13T00:09:00Z,Cleared By Arrest,2012-01-13T00:09:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,UNL Student cited/released for MIPC (.096 BrAC) during a traffic stop.
12000143,ALCOHOL - MINOR IN POSSESSION,2012-01-13T01:39:00Z,Cleared By Arrest,2012-01-13T01:39:00Z,,Smith Hall,1120 N. 14th St.,UNL RESIDENCE HALL,0,0,"Four UNL Students cited/released for MIPC (.034, .126, .127 and .099 BrAC's)."
12000144,LITTERING,2012-01-13T02:19:00Z,Cleared By Exception,2012-01-13T02:19:00Z,,Alpha Chi Omega,716 N. 16th St.,OFF CAMPUS/GREEK HOUSING,0,0,UNL Student contacted after numerous parties were observed to toilet paper the trees of Alpha Chi Omega.  UNL Policy Violation referred to Judicial Affairs.
12000145,ALCOHOL - MINOR IN POSSESSION,2012-01-13T02:43:00Z,Cleared By Arrest,2012-01-13T02:43:00Z,,N/A,"""R"" Street and N. 14th Street",STREET,0,0,Two UNL students cited/released for MIPC on a traffic stop.  BrAC's of .146 and .174.
12000146,VANDALISM - OTHER,2012-01-13T04:23:00Z,Inactive,2012-01-12T07:00:00Z,2012-01-12T22:00:00Z,Richards Hall,560 Stadium Drive,UNL ACADEMIC BUILDING,0,20,Damage to the lock hinge on the west dock door.  No suspects.
12000147,ACCIDENTS - P.D. NOT REPORTABLE,2012-01-13T10:34:00Z,Cleared By Exception,2012-01-13T10:34:00Z,,N/A,1120 Avery Ave.,GOVT. PARKING LOT (UNL),0,500,Construction vehicle struck a State of NE vehicle. Minor damage.
12000148,MEDICAL EMERGENCY,2012-01-13T11:52:00Z,Cleared By Exception,2012-01-13T11:52:00Z,,Burnett Hall,"1220 ""T"" St.",UNL ACADEMIC BUILDING,0,0,UNL student was transported to St. Elizabeth hospital after having a seizure.
12000150,LOST OR STOLEN ITEM,2012-01-13T13:33:00Z,Cleared By Exception,2011-12-26T00:00:00Z,2011-12-27T23:59:00Z,N/A,,UNKNOWN,0,0,UNL student lost a passport while visiting Florida.
12000153,DISTURBANCE - OTHER,2012-01-13T17:46:00Z,Inactive,2012-01-07T21:15:00Z,,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,0,0,Verbal disturbance between an RA and a resident.
12000156,ALCOHOL - MINOR IN POSSESSION,2012-01-14T00:10:00Z,Cleared By Arrest,2012-01-14T00:10:00Z,,N/A,"N. 16th Street and ""U"" Street",SIDEWALK,0,0,UNL student taken to detox and cited for MIP-C. She tested a .249 BAC.
12000158,ALCOHOL - MINOR IN POSSESSION,2012-01-14T01:09:00Z,Cleared By Arrest,2012-01-14T01:09:00Z,,19th/Vine Parking Garage,1810 Vine St.,GOVT. PARKING GARAGE (UNL),0,0,Two UNL students cited and released for MIP-C after one of them was observed vomiting (.126 & .017 BAC).
12000159,ALCOHOL - DWI,2012-01-14T02:17:00Z,Cleared By Arrest,2012-01-14T02:17:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,UNL student stopped for speeding. Taken to detox and cited for DWI (.141 BAC).
12000160,FIRE - FALSE ALARM,2012-01-14T03:07:00Z,Cleared By Arrest,2012-01-14T03:07:00Z,,Delta Tau Delta,715 N. 16th St.,OFF CAMPUS/GREEK HOUSING,0,0,UNL student used a fire extinguisher (for no lawful reason) which set off the fire alarm. Cited for False Reporting and MIP-C (.161 BAC). Second student cited MIP-C (.255 BAC).
12000161,TRESPASSING,2012-01-14T05:57:00Z,Cleared By Arrest,2012-01-14T05:57:00Z,,Innovation Campus,2100 State Fair Park Drive,SPORT FACILITIES,0,0,Transient found passed out in the Ice Box after hours. Cited for trespassing and taken to detox (.171 BAC).
12000167,DISTURBANCE - OTHER,2012-01-14T20:05:00Z,Inactive,2012-01-05T00:00:00Z,2012-01-07T23:59:00Z,N/A,,INTERNET/CYBERSPACE,0,0,Victims reported receiving messages over Twitter (not threatening nor obscene).
12000168,LARCENY - FROM MOTOR VEHICLE,2012-01-14T20:29:00Z,Inactive,2012-01-13T13:20:00Z,2012-01-14T20:25:00Z,515 N 19th Parking Lot Vine to,515 N. 19th St.,GOVT. PARKING LOT (UNL),200,0,Catalytic converter stolen from a vehicle.
12000169,ALCOHOL - DRUNK,2012-01-14T22:14:00Z,Cleared By Exception,2012-01-14T22:14:00Z,,Innovation Campus,2100 State Fair Park Drive,SPORT FACILITIES,0,0,Transient contacted near the Ice Box. He was issued a trespass letter and taken to detox (.393 BAC).
12000170,NARCOTICS - OTHER,2012-01-14T22:19:00Z,Cleared By Exception,2012-01-14T22:19:00Z,,Fedde Hall,1601 N. 35th St.,UNL RESIDENCE HALL,0,0,Marijuana smelled coming from a room but the resident was not located.
12000171,DISTURBANCE - OTHER,2012-01-14T23:38:00Z,Cleared By Arrest,2012-01-14T22:38:00Z,,Lied Center,301 N. 12th St.,"UNL SUPPORT FACILITY (office, service)",0,0,UNL student cited/released for Disturbing the Peace after making an obscene gesture towards a high school student.
12000172,ALCOHOL - MINOR IN POSSESSION,2012-01-15T00:59:00Z,Cleared By Arrest,2012-01-15T00:59:00Z,,N/A,"N. 17th Street and ""R"" Street",STREET,0,0,UNL student and non-student were passengers in a vehicle. They were cited for MIP-C and released (.061 & .092 BAC).
12000175,ALCOHOL - DWI,2012-01-15T02:03:00Z,Cleared By Arrest,2012-01-15T02:03:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,Non-student stopped for speeding. Cited for .02 Violation (.075 BAC) and MIP. Passenger cited for MIP  (.110 BAC) and Open Container.
12000174,ASSAULT - NON DOMESTIC,2012-01-15T02:04:00Z,Cleared By Arrest,2012-01-15T02:04:00Z,,Andersen Hall,200 Centennial Mall N.,GOVT. PARKING LOT (UNL),0,0,UNL student cited for 3rd Degree Assault after he assaulted a non-student. Non-student transported to Bryan/LGH West.
12000176,DISTURBANCE - OTHER,2012-01-15T05:29:00Z,Inactive,2012-01-15T05:29:00Z,,Alpha Gamma Rho,1430 Idylwild Drive,OFF CAMPUS/GREEK HOUSING,0,0,Fraternity members contacted for hitting golf balls at surrounding houses. No damage found.
12000178,ACCIDENTS - P.D. H&R NOT REPORTABLE,2012-01-15T11:40:00Z,Cleared By Arrest,,,N/A,1830 Vine St.,GOVT. PARKING LOT (UNL),0,200,Ofc. dispatched to the parking lot east of Sandoz Hall on a hit and run accident.
12000180,ACCIDENTS - P.D. H&R NOT REPORTABLE,2012-01-15T15:44:00Z,Cleared By Arrest,2012-01-15T15:34:00Z,,Sandoz Hall,820 N. 17th St.,GOVT. PARKING LOT (UNL),0,900,"Hit and Run accident in the Sandoz Hall parking lot, $900 damage. Person responsible found and cited for Leaving the Scene of Accident."
12000183,DISTURBANCE - OTHER,2012-01-15T18:02:00Z,Cleared By Exception,2012-01-15T18:02:00Z,,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,0,0,"Assisted housing in removing person who's housing contract was canceled, this occured at Selleck Hall."
12000184,MEDICAL EMERGENCY,2012-01-15T18:35:00Z,Cleared By Exception,2012-01-15T18:35:00Z,,The Village,1055 N. 16th St.,UNL APARTMENT,0,0,"Person have rapid heartbeat after ingesting adderall, at The Village, taken to Bryan LGH West by LFR."
12000186,FRAUD - CREDIT CARDS/ATM/BANK CARD,2012-01-15T19:55:00Z,Cleared By Exception,2012-01-13T12:00:00Z,2012-01-13T20:00:00Z,N/A,"1300 ""Q"" St.",OTHER RETAIL BUS.,0,0,"Person report unknown person make four transaction at the Nebraska Bookstore on their bank card, loss $421."
12000188,NARCOTICS - POSSESSION,2012-01-15T23:34:00Z,Cleared By Arrest,2012-01-15T23:34:00Z,,N/A,N. 14th Street and Vine Street,STREET,0,0,UNO student stopped for expired plates. Odor of marijuana inside the car. Cited/released for possession less than an ounce and paraphernalia.
12000190,NARCOTICS - POSSESSION,2012-01-16T01:34:00Z,Cleared By Arrest,2012-01-16T01:34:00Z,,1220 N. 14th St.,,SIDEWALK,0,0,UNL student cited/released for drug paraphernalia after he was contacted under a bridge.
12000193,TRESPASSING,2012-01-16T04:18:00Z,Cleared By Exception,2012-01-16T04:18:00Z,,Nebraska Union,"1400 ""R"" St.",SIDEWALK,0,0,Four non-students contacted for riding bicycles and performing stunts. Each issued a trespass policy letter.
12000198,OUTSIDE - O.P.S. OTHER,2012-01-16T13:43:00Z,Inactive,,,N/A,,UNKNOWN,0,0,"Request from Waco PD Tx to help return stolen property that a UNL student had in their possession, item mailed to Waco PD."
12000199,ACCIDENTS - P.D. H&R NOT REPORTABLE,2012-01-16T13:57:00Z,Inactive,2012-01-09T08:45:00Z,2012-01-13T20:00:00Z,17th & R Parking Garage,300 N. 17th St.,GOVT. PARKING GARAGE (UNL),0,0,"Possible hit and run in the 17th and R parking garage, $700 damage."
12000200,LARCENY - FROM BUILDING,2012-01-16T14:04:00Z,Inactive,2012-01-14T22:00:00Z,2012-01-15T02:00:00Z,Phi Gamma Delta,"1425 ""R"" St.",OFF CAMPUS/GREEK HOUSING,1100,0,"Apple Mac Book Pro laptop computer taken from room in Phi Gamma Delta Fraternity, $1100 loss."
12000203,DISTURBANCE - OTHER,2012-01-16T16:24:00Z,Inactive,2012-01-16T16:10:00Z,2012-01-16T16:20:00Z,Andersen Hall,200 Centennial Mall N.,UNL ACADEMIC BUILDING,0,0,"Unknow person got into the KRNU broadcast room and got on the radio with out permission, in Andersen Hall."
12000207,MEDICAL EMERGENCY,2012-01-17T02:53:00Z,Cleared By Exception,2012-01-17T02:53:00Z,,Schramm Hall,1130 N. 14th St.,UNL RESIDENCE HALL,0,0,UNL student fainted causing a laceration to her nose.  Transported to Bryan LGH West for further evaluation and treatment.
12000209,LARCENY - FROM MOTOR VEHICLE,2012-01-17T09:10:00Z,Unfounded,2012-01-13T10:00:00Z,2012-01-13T18:00:00Z,Theta Xi,"1535 ""R"" St.",OFF CAMPUS/GREEK HOUSING,200,0,"A Amazon Kindle Fire Tablet P.C. was taken from a vehicle while parked in the Theta Xi Fraternity lot, $200 loss."
12000213,LARCENY - FROM BUILDING,2012-01-17T15:49:00Z,Inactive,2012-01-13T13:30:00Z,2012-01-13T13:40:00Z,Nebraska Union,"1400 ""R"" St.","UNL SUPPORT FACILITY (office, service)",350,0,"Person reported his Apple I phone stolen from the City Union, $350 loss."
12000218,BURGLARY,2012-01-17T17:42:00Z,Unfounded,2012-01-17T15:00:00Z,2012-01-17T16:30:00Z,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,910,0,UNL Student reports loss of wallet and contents from locked dorm room.
12000219,FRAUD - CREDIT CARDS/ATM/BANK CARD,2012-01-17T19:03:00Z,Cleared By Arrest,2012-01-17T11:00:00Z,2012-01-17T12:20:00Z,Barkley Center,4075 East Campus Loop,UNL ACADEMIC BUILDING,0,0,UNL graduate student reports numerous credit cards stolen and used at stores in Lincoln.
12000220,BURGLARY,2012-01-17T19:45:00Z,Inactive,2012-01-16T18:00:00Z,2012-01-17T19:00:00Z,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,235,0,UNL student reported numerous items stolen from her locked dorm room.
