Case #,Incident Code,Report Time,Case Status,Start Occurred,End Occurred,Building,Location 1,Location 2,Stolen,Damaged,Summary
9000036,MISC - OTHER,2009-01-07T11:36:00Z,Cleared By Exception,,2009-01-07T12:11:00Z,N/A,"Baltimore, Maryland",UNKNOWN,0,0,Belated report to document an NCard stolen outside of Nebraska.
9000039,LARCENY - FROM MOTOR VEHICLE,2009-01-07T15:00:00Z,Inactive,2009-01-07T13:20:00Z,2009-01-07T15:00:00Z,Bob Devaney Sports Center,1600 Court St.,GOVT. PARKING LOT (UNL),260,0,"Theft from vehicle South lot of Devaney purse taken, $200.00 loss."
9000042,TRAFFIC - SUSPENDED DRIVER,2009-01-07T22:36:00Z,Cleared By Arrest,2009-01-07T22:36:00Z,,N/A,N. 16th Street and Vine Street,STREET,0,0,"Non student cited/lodged for DUS (X2, FTA)/Improper Turn."
9000043,MISC - OTHER,2009-01-08T00:25:00Z,Cleared By Arrest,2009-01-08T00:25:00Z,,The Village,1055 N. 16th St.,UNL RESIDENCE HALL,0,0,Non student cited for Obstructing a Police Officer.  Lodged on an outstanding warrant.
9000044,ALCOHOL - DWI,2009-01-08T01:05:00Z,Cleared By Arrest,2009-01-08T01:05:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,UNL student cited/lodged(Warrant) for DWI(.193 BAC)/DUS/Speeding/Possession of Marijuana < 1 oz (2.1 grams).  Lodged on LPD Warrant.
9000051,RECEIVE STOLEN PROP,2009-01-09T01:05:00Z,Cleared By Arrest,2009-01-09T01:05:00Z,,N/A,1205 N. 21st St.,SINGLE FAMILY - off campus,0,0,Non student cited/released for Poss of Stolen Property < $200. (Stolen License Plates)
9002804,DISTURBANCE - OTHER,2009-01-09T12:00:00Z,Inactive,2008-12-22T12:00:00Z,2009-01-27T12:00:00Z,N/A,,"UNL SUPPORT FACILITY (office, service)",0,0,UNL employee reported unwanted contact from a person.
9000056,FIRE (WORKING) - ALARM,2009-01-09T14:30:00Z,Cleared By Exception,2009-01-09T14:30:00Z,,Walter Scott Engineering Center,844 N. 16th St.,UNL ACADEMIC BUILDING,0,0,"UNL-PD &LFR responded to a fire alarm, investigation revealed no fire just burnt pop corn."
9000061,TRESPASSING,2009-01-09T19:33:00Z,Cleared By Arrest,2009-01-09T19:33:00Z,,Union-City,"1400 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,0,Non student cited for trespassing at the city Union and transported to detox where he tested .292 BAC.
9000062,ALCOHOL - DWI,2009-01-10T00:29:00Z,Cleared By Arrest,2009-01-10T00:29:00Z,,N/A,"N. 16th Street and ""Q"" Street",STREET,0,0,Non student cited/Detox for DWI (.165 BAC) and Fail to Obey a Traffic Control Device.
9000063,ALCOHOL - MINOR IN POSSESSION,2009-01-10T01:22:00Z,Cleared By Arrest,2009-01-10T01:22:00Z,,Neihardt Residence Center,540 N. 16th St.,UNL RESIDENCE HALL,0,0,Three UNL students cited/released for MIP.
9000070,ALCOHOL - MINOR IN POSSESSION,2009-01-11T01:38:00Z,Cleared By Arrest,2009-01-11T01:38:00Z,,N/A,"N. 16th Street and ""X"" Street",SIDEWALK,0,0,UNL student cited for MIP-C and taken to Detox after being observed stumbling and unable to care for self.  .258 BAC
9000069,ALCOHOL - MINOR IN POSSESSION,2009-01-11T04:31:00Z,Cleared By Arrest,2009-01-11T04:31:00Z,,Cather Hall,609 N. 17th St.,UNL RESIDENCE HALL,0,0,"Four UNL students cited for MIP for having alcohol in a residence hall room.  .125, .067, .084, and .033 BAC's."
9000072,TRESPASSING,2009-01-11T05:27:00Z,Cleared By Exception,2009-01-11T05:27:00Z,,17th & R Parking Garage,300 N. 17th St.,GOVT. PARKING GARAGE (UNL),0,0,A transient was found sleeping in the 17th & R parking garage and was informed of the UNL Trespass policy.
9000075,LOST OR STOLEN ITEM,2009-01-11T13:14:00Z,Inactive,2009-01-10T11:00:00Z,2009-01-11T22:00:00Z,N/A,City of Lincoln,UNKNOWN,0,0,Person lost their passport in the City of Lincoln.
9000080,LARCENY - STOLEN BIKE,2009-01-11T20:15:00Z,Inactive,,2009-01-11T18:00:00Z,Sandoz Hall,820 N. 17th St.,UNL RESIDENCE HALL,420,0,"Bike taken from the Sandoz bike rack, $420.00 loss."
9000087,ACCIDENTS - P.D. H&R NOT REPORTABLE,2009-01-12T13:07:00Z,Cleared By Exception,2009-01-12T12:50:00Z,,N/A,1120 Avery Ave.,GOVT. PARKING LOT (UNL),0,200,Two vehicle accident in the north lot of football stadium $200.00 damage.
9000089,LARCENY - OTHER OR FROM OPEN AREA,2009-01-12T16:16:00Z,Inactive,,,Ross Van Brunt Building,313 N. 13th St.,SIDEWALK,120,0,"Headlights and dome light taken from a golf cart while parked by the Visitors Center, $120.00 loss."
9000097,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",2009-01-13T14:09:00Z,Inactive,2009-01-13T12:30:00Z,2009-01-13T12:30:00Z,Culture Center,333 N. 14th St.,GOVT. PARKING LOT (UNL),0,100,"Vehicle hit a bollard in the 1901 Y Street lot, $100.00 damage."
9000125,VANDALISM - OTHER,2009-01-13T19:03:00Z,Inactive,,,Military & Naval Science,1360 Vine St.,"UNL SUPPORT FACILITY (office, service)",0,0,A student reports belated vandalism to her sporting weapon.
9000103,ACCIDENTS - P.D. REPORTABLE,2009-01-13T23:27:00Z,Cleared By Exception,2009-01-13T23:20:00Z,2009-01-13T23:26:00Z,17th & R Parking Garage,300 N. 17th St.,GOVT. PARKING GARAGE (UNL),0,1650,UNL student reported hitting another vehicle while attempting to park.
9000105,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",2009-01-14T09:14:00Z,Cleared By Exception,2009-01-14T09:14:00Z,2009-01-14T09:14:00Z,Mabel Lee Hall,840 N. 14th St.,GOVT. PARKING LOT (UNL),0,300,Dumpster was blown into the back door of an SUV.
9000107,LARCENY - FROM BUILDING,2009-01-14T09:22:00Z,Inactive,2009-01-12T09:00:00Z,2009-01-13T12:00:00Z,Larsen Tractor Museum,1925 N. 37th St.,MUSEUM,150,0,Antique stolen from the museum.
9000110,LOST OR STOLEN ITEM,2009-01-14T12:30:00Z,Inactive,,2008-12-10T09:00:00Z,Union-City,"1400 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,0,A student reports her N card lost or stolen at the City Union.
9000116,ASSAULT - DOMESTIC,2009-01-15T01:03:00Z,Cleared By Arrest,2009-01-15T01:03:00Z,2009-01-15T01:03:00Z,Fedde Hall,1625 N. 35th St.,UNL RESIDENCE HALL,0,0,UNL student lodged for 3rd Degree Domestic Assault and cited for MIP-C(.087 BAC)/Disturbing the Peace/Trespassing.  2-UNL students cited/released for MIP-C(.161 and .035 BAC)/Disturbing the Peace/Trespassing.  UNL student cited/released for Disturbing the Peace/Trespassing.
9000119,LARCENY - FROM BUILDING,2009-01-15T08:18:00Z,Inactive,2009-01-09T17:00:00Z,2009-01-13T12:00:00Z,N/A,"1100 ""T"" St.",UNL ACADEMIC BUILDING,65,0,Report of mops and a shovel stolen from a custodial closet.
9000122,SS - CHECK WELFARE OF PERSON,2009-01-15T12:13:00Z,Cleared By Exception,2009-01-15T12:13:00Z,,Pound Hall,513 N. 17th St.,UNL RESIDENCE HALL,0,0,Officer conducted a welfare check of a UNL student. No action taken.
9000123,BURGLARY,2009-01-15T12:16:00Z,Inactive,2008-12-21T20:00:00Z,2009-01-11T17:00:00Z,Cather Hall,609 N. 17th St.,UNL RESIDENCE HALL,300,0,A dorm room was entered and several items stolen over semester break.
9000126,ACCIDENTS - P.D. NOT REPORTABLE,2009-01-15T16:16:00Z,Inactive,2009-01-14T13:00:00Z,2009-01-14T13:15:00Z,University Health Center,"1500 ""U"" St.",GOVT. PARKING LOT (UNL),0,0,A car pedestrian non injury accident. Person stuck left the area before the driver of the vehicle could obtain any personal information. Report made one day belated.
9000130,LARCENY - FROM BUILDING,2009-01-15T19:57:00Z,Inactive,2009-01-15T18:45:00Z,2009-01-15T19:45:00Z,Campus Recreation Center,841 N. 14th St.,SPORT FACILITIES,130,0,Personal items stolen from an unlocked locker.
9000131,HAZARDS - TRAFFIC HAZARDS OTHER,2009-01-15T21:32:00Z,Cleared By Exception,2009-01-15T21:32:00Z,,Transportation Services,1931 N. 14th St.,"UNL SUPPORT FACILITY (office, service)",0,0,Five to eight gallon fuel spill at the pumps.
9000136,ALCOHOL - DWI,2009-01-16T01:10:00Z,Cleared By Arrest,2009-01-16T01:10:00Z,2009-01-16T01:10:00Z,N/A,"""T"" Street and N. 10th Street",STREET,0,0,UNL student cited/released to sober friend for DWI (.116 BAC)/Speeding.
9000135,UNL POLICY VIOLATION -OTHER,2009-01-16T05:44:00Z,Cleared By Exception,2009-01-16T01:21:00Z,,Abel Hall,860 N. 17th St.,UNL RESIDENCE HALL,0,0,Student contacted for propping door open
9000140,MEDICAL EMERGENCY,2009-01-16T09:25:00Z,Inactive,2009-01-16T09:25:00Z,,Beadle Center,1901 Vine St.,UNL ACADEMIC BUILDING,0,0,UNL student evaluated by LFR after having a seizure. Not transported to a hospital.
9000143,LOST OR STOLEN ITEM,2009-01-16T14:24:00Z,Inactive,,,N/A,,UNKNOWN,0,0,A student reported losing his N card.
9000146,TRESPASSING,2009-01-16T16:56:00Z,Cleared By Arrest,2009-01-16T16:56:00Z,,Union-City,"1400 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,0,Non student cited for trespassing at the City Union. Taken to Detox where he tested .250 BAC.
9000151,ALCOHOL - MINOR IN POSSESSION,2009-01-16T23:35:00Z,Cleared By Arrest,2009-01-16T23:35:00Z,,Abel Hall,860 N. 17th St.,UNL RESIDENCE HALL,0,0,UNL student cited/released for MIP.
9000152,ALCOHOL - MINOR IN POSSESSION,2009-01-17T00:45:00Z,Cleared By Arrest,2009-01-17T00:45:00Z,,N/A,"N. 17th Street and ""R"" Street",SIDEWALK,0,0,Two UNL students cited/released for MIP.
9000153,LITTERING,2009-01-17T01:31:00Z,Cleared By Arrest,2009-01-17T01:31:00Z,,Andersen Hall,200 Centennial Mall N.,SIDEWALK,0,0,Non student cited/released for Urinating in Public.
9000155,NARCOTICS - POSSESSION,2009-01-17T01:31:00Z,Cleared By Arrest,2009-01-17T01:31:00Z,,N/A,N. 14th Street and Salt Creek Roadway,STREET,0,0,Non student cited/released for Poss of Marijuana < 1 oz (2.1 grams)/Poss of Drug Paraphernalia/Violating Automatic Traffic Signal.
9000156,SS - CHECK WELFARE OF PERSON,2009-01-17T02:05:00Z,Inactive,2009-01-17T02:05:00Z,,Abel Hall,860 N. 17th St.,UNL RESIDENCE HALL,0,0,Welfare check of an intoxicated student (.091 BAC).  Turned over to a sober person.
9000158,NARCOTICS - POSSESSION,2009-01-17T05:08:00Z,Cleared By Arrest,2009-01-17T05:08:00Z,,515 N 19th Parking Lot Vine to,515 N. 19th St.,GOVT. PARKING LOT (UNL),0,0,Two UNL students cited/released for Poss of Marijuana < 1 oz. (.2 grams)/Poss of Drug Paraphernalia.
9000166,FIRE - FALSE ALARM,2009-01-17T16:50:00Z,Inactive,2009-01-17T16:50:00Z,,Sigma Phi Epsilon,601 N. 16th St.,OFF CAMPUS/GREEK HOUSING,0,0,"Fire alarm activated by smoke from stove, no fire, no damage."
9000169,SEX OFFENSE - OTHER,2009-01-18T00:20:00Z,Inactive,2009-01-18T00:20:00Z,,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,0,0,Resident reports a male in restroom.
9000171,TRESPASSING,2009-01-18T01:41:00Z,Cleared By Arrest,2009-01-18T01:41:00Z,,N/A,N. 14th Street and Salt Creek Roadway,TRANSPORTATION SERVICE,0,0,Two UNL Students cited for trespassing after being observed walking over the railroad tracks and climbing over the fence.
9000172,TRESPASSING,2009-01-18T02:54:00Z,Cleared By Exception,2009-01-18T02:54:00Z,,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,0,0,Two non-students contacted for trespassing in the computer lab.
9000176,ACCIDENTS - P.D. H&R NOT REPORTABLE,2009-01-18T14:10:00Z,Inactive,2009-01-16T22:15:00Z,2009-01-18T13:45:00Z,515 N 19th Parking Lot Vine to,515 N. 19th St.,GOVT. PARKING LOT (UNL),0,100,Student's vehicle struck and damaged while parked in the parking lot.
9000177,VANDALISM - OTHER,2009-01-18T16:39:00Z,Inactive,,,Military & Naval Science,1360 Vine St.,UNL ACADEMIC BUILDING,0,50,"Window screen damaged, entry was not gained."
9000178,LARCENY - OTHER OR FROM OPEN AREA,2009-01-18T21:22:00Z,Inactive,2009-01-18T19:30:00Z,2009-01-18T21:00:00Z,Campus Recreation Center,841 N. 14th St.,"UNL SUPPORT FACILITY (office, service)",60,0,Money stolen from a wallet in an unlocked locker.
9000180,MEDICAL EMERGENCY,2009-01-19T11:00:00Z,Inactive,2009-01-19T11:00:00Z,,Mabel Lee Hall,840 N. 14th St.,UNL ACADEMIC BUILDING,0,0,Construction worker injuried while using a grinder.
9000186,VANDALISM - OTHER,2009-01-19T21:26:00Z,Inactive,2009-01-16T21:00:00Z,2009-01-17T14:00:00Z,Abel Hall,860 N. 17th St.,GOVT. PARKING LOT (UNL),0,50,Belated report of a vandalism to a vehicle in the Abel parking lot.
9000197,LOST OR STOLEN ITEM,2009-01-20T13:47:00Z,Inactive,2009-01-17T18:30:00Z,2009-01-17T20:00:00Z,Campus Recreation Center,841 N. 14th St.,SPORT FACILITIES,500,0,"Person lost their phone in the Rec Center, $500.00 loss."
9000196,LARCENY - STOLEN BIKE,2009-01-20T14:00:00Z,Inactive,2009-01-20T14:00:00Z,2009-01-20T14:00:00Z,Sandoz Hall,820 N. 17th St.,UNL ACADEMIC BUILDING,90,0,Bike taken from the bike rack by Sandoz Hall $90.00 loss.
9000202,LOST OR STOLEN ITEM,2009-01-20T17:53:00Z,Unfounded,2009-01-20T12:00:00Z,2009-01-20T17:30:00Z,Union-City,"1400 ""R"" St.","UNL SUPPORT FACILITY (office, service)",30,0,"Person lost their wallet on City Campus, $30.00 loss."
9000207,FND ARTICLE OTHER THAN ABAND. BIKE OR VEH.,2009-01-21T02:24:00Z,Cleared By Exception,,2009-01-21T02:24:00Z,Hamilton Hall,639 N. 12th St.,UNL ACADEMIC BUILDING,0,0,Custodian found a wallet.
9000209,DISTURBANCE - OTHER,2009-01-21T12:37:00Z,Cleared By Arrest,2009-01-17T11:11:00Z,,Cather Hall,609 N. 17th St.,UNL RESIDENCE HALL,0,0,Non-student exposed his buttocks to a female student. Suspect identified.
9000211,MEDICAL EMERGENCY,2009-01-21T14:11:00Z,Inactive,2009-01-21T14:11:00Z,2009-01-21T14:11:00Z,Pound Hall,513 N. 17th St.,GOVT. PARKING LOT (UNL),0,0,"Person having an anxiety attack, LFR on scene, medical refused."
9000214,LARCENY - FROM BUILDING,2009-01-21T16:00:00Z,Inactive,2009-01-21T14:55:00Z,2009-01-21T15:50:00Z,Campus Recreation Center,841 N. 14th St.,SPORT FACILITIES,25,0,"Wallet taken from unlocked locker Rec Center, $25.00 loss."
9000217,LARCENY - STOLEN BIKE,2009-01-21T16:54:00Z,Inactive,2008-12-22T20:00:00Z,2009-01-21T15:00:00Z,Neihardt Residence Center,540 N. 16th St.,UNL RESIDENCE HALL,320,0,"Bike taken from rack by Neihardt Hall, $320.00 loss."
9000232,LARCENY - STOLEN BIKE,2009-01-22T15:39:00Z,Inactive,2009-01-16T19:30:00Z,2009-01-21T09:30:00Z,Pound Hall,513 N. 17th St.,UNL RESIDENCE HALL,260,0,"Bike taken from Pound Hall bike rack, $260.00 loss."
9000243,LARCENY - FROM BUILDING,2009-01-22T21:42:00Z,Inactive,2009-01-21T17:00:00Z,2009-01-21T23:30:00Z,Nebraska Hall,900 N. 16th St.,UNL ACADEMIC BUILDING,6,0,Soap cartidges taken from women's third floor restroom.
9000244,FND ARTICLE OTHER THAN ABAND. BIKE OR VEH.,2009-01-22T23:19:00Z,Inactive,2009-01-22T23:19:00Z,,Hamilton Hall,639 N. 12th St.,UNL ACADEMIC BUILDING,0,0,Wallet with contents found inside classroom.
9000245,ALCOHOL - DWI,2009-01-23T00:53:00Z,Cleared By Arrest,2009-01-23T00:53:00Z,2009-01-23T00:53:00Z,N/A,N. 17th Street and Vine Street,STREET,0,0,Non student cited/TOT to sober friend at Detox for DWI (.176 BAC)/Speeding.
9000246,NARCOTICS - POSSESSION,2009-01-23T04:18:00Z,Cleared By Arrest,2009-01-23T04:18:00Z,2009-01-23T04:18:00Z,N/A,N. 19th Street and Vine Street,GOVT. PARKING LOT (UNL),0,0,UNL student cited/released for Poss of Marijuana < 1 oz (6.2 grams)/Poss of Drug Paraphernalia.
9000250,ACCIDENTS - P.D. REPORTABLE,2009-01-23T10:45:00Z,Cleared By Exception,2009-01-23T10:45:00Z,,N/A,"N. 14th Street and ""U"" Street",STREET,0,1600,Bus struck and damaged a UNL owned light pole.
9000252,NARCOTICS - POSSESSION,2009-01-23T15:38:00Z,Cleared By Arrest,2009-01-23T15:38:00Z,,Neihardt Residence Center,540 N. 16th St.,UNL RESIDENCE HALL,0,0,A student was cited for possession of marijuana < oz and possession of drug paraphernalia.
9000254,ACCIDENTS - P.D. H&R NOT REPORTABLE,2009-01-23T16:48:00Z,Inactive,2009-01-23T08:30:00Z,2009-01-23T16:40:00Z,Alexander Building,"1410 ""Q"" St.",GOVT. PARKING LOT (UNL),0,300,A non student reports her vehicle had been struck by another that left the area. No suspects
9000257,LOST OR STOLEN ITEM,2009-01-23T19:30:00Z,Inactive,2009-01-23T16:30:00Z,2009-01-23T18:45:00Z,Campus Recreation Center,841 N. 14th St.,SPORT FACILITIES,28,0,A student reports her wallet and keys stolen from the Rec Center.
9000260,TRAFFIC - SUSPENDED DRIVER,2009-01-24T00:45:00Z,Cleared By Arrest,2009-01-24T00:45:00Z,,N/A,"""P"" Street and N. 13th Street",STREET,0,0,Non student cited/lodged for DUS.  No ties to the community.
9000261,ALCOHOL - DRUNK,2009-01-24T01:43:00Z,Cleared By Exception,2009-01-24T01:43:00Z,,N/A,"N. 16th Street and ""R"" Street",SIDEWALK,0,0,Intoxicated person transported to Detox. (.241 BAC).
9000264,ALCOHOL - MINOR IN POSSESSION,2009-01-24T02:11:00Z,Cleared By Arrest,2009-01-24T02:11:00Z,,N/A,"N. 10th Street and ""Q"" Street",STREET,0,0,"Three non students cited/released for MIPC. (.162, .133, .023 BAC)"
9000263,FIRE - FALSE ALARM,2009-01-24T02:26:00Z,Inactive,2009-01-24T02:26:00Z,,Sigma Nu,625 N. 16th St.,OFF CAMPUS/GREEK HOUSING,0,0,Fire alarm station activated on the second floor. No fire.
9000262,UNL POLICY VIOLATION -OTHER,2009-01-24T02:27:00Z,Cleared By Exception,2009-01-24T02:02:00Z,,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,0,0,Student contacted for obstructing a door to a Housing Unit
9000268,ALCOHOL - MINOR IN POSSESSION,2009-01-24T03:59:00Z,Cleared By Arrest,2009-01-24T03:59:00Z,,Abel Hall,860 N. 17th St.,UNL RESIDENCE HALL,0,0,"Two students and two non students cited/released for MIPC (.102, .168, .108, .020)"
9000266,ALCOHOL - MINOR IN POSSESSION,2009-01-24T04:04:00Z,Cleared By Arrest,2009-01-24T04:04:00Z,,17th & R Parking Garage,300 N. 17th St.,GOVT. PARKING GARAGE (UNL),0,0,"One non students cited/Detox for MIPC.  Two non students cited/released for MIPC.  (.166, .105, .097 BAC)"
9000267,SS - CHECK WELFARE OF PERSON,2009-01-24T04:13:00Z,Cleared By Exception,2009-01-24T04:13:00Z,,Abel Hall,860 N. 17th St.,UNL RESIDENCE HALL,0,0,Check welfare of an intoxicated non student.  Person was left in care of sober party.
9000271,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",2009-01-24T10:23:00Z,Cleared By Exception,2009-01-24T10:23:00Z,,N/A,880 N. 17th St.,GOVT. PARKING LOT (UNL),0,200,Snow plow backed into a vehicle.
9000272,ACCIDENTS - P.D. H&R NOT REPORTABLE,2009-01-24T13:24:00Z,Inactive,2009-01-24T10:00:00Z,2009-01-24T13:10:00Z,501 Building,501 Stadium Drive,GOVT. PARKING LOT (UNL),0,800,Unknown vehicle damaged another vehicle's bumper and tail light.
9000275,MEDICAL EMERGENCY,2009-01-24T14:40:00Z,Cleared By Exception,2009-01-24T14:40:00Z,,Bob Devaney Sports Center,1600 Court St.,SPORT FACILITIES,0,0,A person fell walking down the stairs at the sports center. Taken to Bryan LGH west for treatment.
9000276,MEDICAL EMERGENCY,2009-01-24T16:00:00Z,Cleared By Exception,2009-01-24T16:00:00Z,,Lied Center,301 N. 12th St.,AUDITORIUM/THEATER,0,0,A 75 year old female was complaining of chest pains while attending a performance at the Lied Center. The female was transported by LFR to Bryan LGH East for treatment.
9000278,ACCIDENTS - P.D. NOT REPORTABLE,2009-01-24T16:22:00Z,Inactive,2009-01-23T15:15:00Z,,N/A,745 N. 14th St.,GOVT. PARKING LOT (UNL),0,450,Belated two vehicle non injury accident which had occurred on the loop east of Memorial Stadium.
9000281,ACCIDENTS - P.D. NOT REPORTABLE,2009-01-24T18:36:00Z,Inactive,2009-01-24T18:36:00Z,,Military & Naval Science,1360 Vine St.,GOVT. PARKING LOT (UNL),0,1650,Two vehicle non injury accident west of 14th and Vine streets.
9000282,TELEPHONE - OBSCENE CALLS,2009-01-24T21:10:00Z,Cleared By Exception,2009-01-24T20:37:00Z,,Neihardt Residence Center,,UNL RESIDENCE HALL,0,0,UNL student received an obscene phone call.
9000284,TELEPHONE - THREATENING CALLS,2009-01-24T22:18:00Z,Inactive,2009-01-24T21:50:00Z,,Selleck Quad,,UNL RESIDENCE HALL,0,0,UNL student received a harassing phone call.  Person responsible was contacted and all parties were instructed to cease contact with each other.
9000259,ACCIDENTS - P.D. REPORTABLE,2009-01-24T22:45:00Z,Inactive,2009-01-24T22:40:00Z,,N/A,1150 N. 14th St.,GOVT. PARKING LOT (UNL),0,1500,"Two vehicle accident, no injuries."
9000285,VANDALISM - OTHER,2009-01-25T01:05:00Z,Inactive,2009-01-25T00:30:00Z,,Phi Gamma Delta,"1425 ""R"" St.",OFF CAMPUS/GREEK HOUSING,0,500,Object thrown through an exterior window.  Investigation continues.
9000288,MISC - OTHER,2009-01-25T02:25:00Z,Cleared By Exception,2009-01-25T02:25:00Z,,Phi Gamma Delta,"1425 ""R"" St.",OFF CAMPUS/GREEK HOUSING,0,0,Two persons evaded a police officer after being observed carrying a statue into a house.  Owner of statue was contacted and the return of the item arranged.
9000289,ALCOHOL - DRUNK,2009-01-25T03:21:00Z,Cleared By Exception,2009-01-25T03:21:00Z,,Cather Hall,609 N. 17th St.,UNL RESIDENCE HALL,0,0,Two UNL students contacted for intoxication.  One taken to Detox and the other released to a sober friend.  .154 and .174 BAC's.
9000290,ALCOHOL - MINOR IN POSSESSION,2009-01-25T03:37:00Z,Cleared By Arrest,2009-01-25T03:37:00Z,,Cather Hall,609 N. 17th St.,UNL RESIDENCE HALL,0,0,Two UNL students cited for MIP-C after being observed kicking an elevator door.  .166 and .132 BAC's.
9000299,TRESPASSING,2009-01-25T21:16:00Z,Inactive,2009-01-25T21:16:00Z,2009-01-25T21:16:00Z,Cather Hall,609 N. 17th St.,UNL RESIDENCE HALL,0,0,"Three parties contacted for an odor of burning marijuana from a residence hall room.  One party lodged in jail for warrants and Ban & Barred, and one other party also Ban & Barred."
9000303,FALSE INFORMATION - GIVEN TO OFC.,2009-01-26T00:29:00Z,Cleared By Arrest,2009-01-26T00:29:00Z,,N/A,4431 Holdrege St.,STREET,0,0,Juvenile non-student provided officer with a false name when stopped for a traffic violation.  Party was lodged at Youth Attention Center for outstanding warrants.
9000305,LARCENY - STOLEN BIKE,2009-01-26T01:20:00Z,Cleared By Arrest,2009-01-26T01:16:00Z,2009-01-26T01:20:00Z,Nebraska Hall,900 N. 16th St.,SIDEWALK,150,12,"Officer observed a male party with two bicycles who subsequently dropped one bicycle and fled from officer.  Party was apprehended, cited for Theft and Possession of Burglar's Tools, and lodged for warrants."
9000308,ACCIDENTS - P.D. H&R NOT REPORTABLE,2009-01-26T11:09:00Z,Inactive,2009-01-22T12:15:00Z,2009-01-26T11:09:00Z,Canfield Administration Building,"""R"" Street and N. 14th Street",GOVT. PARKING LOT (UNL),0,900,UNL vehicle struck by an unknown vehicle while parked in the parking lot.
9000310,MEDICAL EMERGENCY,2009-01-26T11:47:00Z,Inactive,2009-01-26T11:47:00Z,,Kabredlo's,"1540 ""P"" St.",CONVENIENCE STORE,0,0,Non student fainted after donating blood earlier in the day.
