Case #,Incident Code,Report Time,Case Status,Start Occurred,End Occurred,Building,Location 1,Location 2,Stolen,Damaged,Summary
16000018,NARCOTICS - POSSESSION,2016-01-02T19:09:00Z,Closed - Cleared By Arrest-Adult,2016-01-02T19:09:00Z,,N/A,"S. 21st Street and ""O"" Street",STREET,0,0,"Traffic stop just south of 21st and O street for one headlight. Vehicle smelled of marijuana, search found two bongs. Two non UNL affiliates cited for Possession of Drug Paraphernalia."
16000019,ALCOHOL - DWI,2016-01-03T02:04:00Z,Closed - Cleared By Arrest-Adult,2016-01-03T02:04:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,"A non-UNL affiliate minor was cited/released to The Bridge for Agg. DWI (.190), MIP-C, and Negligent driving.  Three minor passengers (one UNL student) were cited/released for MIP-C (.130, .137, and .207).  One non-UNL affiliate minor transported to The Bridge.  A non-UNL affiliate 21 year old was transported to The Bridge with a BAC of .213."
16000022,NARCOTICS - POSSESSION,2016-01-03T16:06:00Z,Closed - Cleared By Arrest-Adult,2016-01-03T16:06:00Z,,Abel Hall,880 N. 17th St.,GOVT. PARKING LOT (UNL),0,0,"Vehicle stopped in parking lot eastside of Abel Hall for no plates or paper. Vehicle smelled of Marijuana, a search revealed a joint. Driver cited for Possession of Marijuana < 1 oz and Possession of Drug Paraphernalia."
16000025,TRAFFIC - SUSPENDED DRIVER,2016-01-03T19:19:00Z,Closed - Cleared By Arrest-Adult,2016-01-03T19:19:00Z,,N/A,N. 17th Street and Antelope Valley Parkway,STREET,0,0,"Vehicle stopped at Antelope Valley Parkway and Military Road for running a stop light. Driver found to be revoked, cited for DUR 2nd Offense and Violating a Traffic Control Light."
16000028,TRESPASSING,2016-01-04T05:27:00Z,Closed - Cleared By Exception,2016-01-04T05:27:00Z,,NETV,1800 N. 33rd St.,"UNL SUPPORT FACILITY (office, service)",0,0,Two non-students issued trespass policy letters.
16000030,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",2016-01-04T07:31:00Z,Closed - Non-Criminal Case,2016-01-04T07:31:00Z,,Animal Sciences,3940 Fair St.,UNL ACADEMIC BUILDING,0,200,Faulty sprinkler head caused damage in a storage area.
16000031,OUTSIDE - O.P.S. OTHER,2016-01-04T11:35:00Z,Closed - Inactive,2016-01-04T11:35:00Z,,N/A,1335 N. 20th St.,SIDEWALK,0,0,UNLPD officers assisted in an LPD investigation.
16000033,LARCENY - SHOPLIFTING,2016-01-04T15:29:00Z,Closed - Inactive,2015-12-28T14:00:00Z,2016-01-04T15:29:00Z,Nebraska Union,"1400 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,0,Report of shoplifting from the Nebraska book store at the Nebraska City Union.
16000036,ALCOHOL - DWI,2016-01-05T02:00:00Z,Closed - Cleared By Arrest-Adult,2016-01-05T02:00:00Z,,N/A,"N. 14th Street and ""P"" Street",STREET,0,0,"A non-affiliate was cited and released to The Bridge for DUI, Refuse Chemical Test and No Headlights at Night."
16000037,TELEPHONE - OTHER,2016-01-05T16:48:00Z,Closed - Inactive,2016-01-05T14:10:00Z,,Military & Naval Science,1360 Vine St.,UNL ACADEMIC BUILDING,0,0,UNL staff member received a disturbing phone call.
16000042,ALCOHOL - DRUNK,2016-01-06T01:45:00Z,Closed - Non-Criminal Case,2016-01-06T01:45:00Z,,N/A,"N. 17th Street and ""Q"" Street",SIDEWALK,0,0,A non-affiliate was contacted due to a high level of intoxication. Transported to the Bridge for detoxification (.180 BrAC).
16000041,ALCOHOL - DWI,2016-01-06T01:46:00Z,Closed - Cleared By Arrest-Adult,2016-01-06T01:46:00Z,,N/A,"""T"" Street and N. 10th Street",STREET,0,0,A non-affiliate was cited and lodged for DUS. Cited and released for DUI > .15 (.153 BrAC) and Speeding.
16000043,ALCOHOL - DRUNK,2016-01-06T07:20:00Z,Closed - Non-Criminal Case,2016-01-06T07:20:00Z,,Richards Hall,560 Stadium Drive,STREET,0,0,Non-UNL affiliate taken to The Bridge (.324 BAC).
16000044,TRESPASSING,2016-01-06T09:11:00Z,Closed - Cleared By Arrest-Adult,2016-01-06T09:11:00Z,,Nebraska Union,"1400 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,0,Non-UNL affiliate was contacted for graffiti and also found in a women's only lounge. Party was lodged for trespassing and cited and released for the vandalism.
16000047,LARCENY - FROM BUILDING,2016-01-06T13:40:00Z,Closed - Cleared By Arrest-Adult,2015-12-30T16:00:00Z,2015-12-30T17:00:00Z,Campus Recreation Center,841 N. 14th St.,"UNL SUPPORT FACILITY (office, service)",24,0,A UNL affiliate reported he wallet being taking from a locker at the City Campus Recreational Center. Investigation ongoing.
16000048,FRAUD - CREDIT CARDS/ATM/BANK CARD,2016-01-06T14:08:00Z,Closed - Cleared By Arrest-Adult,2015-12-30T16:00:00Z,2015-12-30T17:00:00Z,N/A,,LIQUOR-OFF SALE,0,0,A UNL affiliate reported an unidentified person(s) used their debit card on two separate occasions.
16000052,TRAFFIC - SUSPENDED DRIVER,2016-01-07T00:23:00Z,Closed - Cleared By Arrest-Adult,2016-01-07T00:23:00Z,,N/A,"""T"" Street and N. 10th Street",STREET,0,0,Non UNL affiliate was cited/released for DUR and Speeding (7 over).
16000053,LOST OR STOLEN ITEM,2016-01-07T00:23:00Z,Closed - Non-Criminal Case,2016-01-07T00:23:00Z,,N/A,N. 10th Street and Charleston Street,PARKING GARAGE (Private),100,0,UNL staff lost an item in the performance of their duties.
16000065,NARCOTICS - POSSESSION,2016-01-07T20:50:00Z,Closed - Cleared By Arrest-Adult,2016-01-07T20:50:00Z,,The Courtyards,733 N. 17th St.,UNL RESIDENCE HALL,0,0,"UNL student cited/released for Possession of Marijuana < 1 oz. (14 grams), Possession of Drug Paraphernalia, Possession of a Controlled Substance not in Original Container and Being Under the Influence of a Controlled Substance."
16000077,NARCOTICS - POSSESSION,2016-01-08T20:08:00Z,Closed - Cleared By Arrest-Adult,2016-01-08T20:08:00Z,,515 N 19th Parking Lot Vine to,515 N. 19th St.,GOVT. PARKING LOT (UNL),0,0,2 students contacted in a vehicle. 1 student cited/released for Possession of Marijuana < 1 oz and Possession of Drug Paraphernalia.
16000080,TRAFFIC - SUSPENDED DRIVER,2016-01-09T02:41:00Z,Closed - Cleared By Arrest-Adult,2016-01-09T02:41:00Z,,N/A,"N. 14th Street and ""P"" Street",STREET,0,0,A non-UNL affiliate was cited/lodged for DUS due to history and FTA.
16000081,ALCOHOL - DWI,2016-01-09T02:44:00Z,Closed - Cleared By Arrest-Adult,2016-01-09T02:44:00Z,,N/A,"N. 14th Street and ""P"" Street",STREET,0,0,"A non-UNL affiliate was cited/released to The Bridge for Agg. DWI (BAC .159), and FTOTCD."
16000084,ALCOHOL - MINOR IN POSSESSION,2016-01-10T00:18:00Z,Closed - Cleared By Arrest-Adult,2016-01-10T00:18:00Z,,Sandoz Hall,820 N. 17th St.,UNL RESIDENCE HALL,0,0,Five UNL students were cited/released for MIP in a residence hall.
16000086,NARCOTICS - POSSESSION,2016-01-10T00:55:00Z,Closed - Cleared By Arrest-Adult,2016-01-10T00:55:00Z,,Abel Hall,880 N. 17th St.,SIDEWALK,0,0,A non-UNL affiliate was placed into CPC due to intoxication and transported to the Bridge. The individual was also cited/released for Possession of Marijuana and Possession off Drug Paraphernalia
16000087,TRAFFIC - SUSPENDED DRIVER,2016-01-10T02:02:00Z,Closed - Cleared By Arrest-Adult,2016-01-10T02:02:00Z,,N/A,"""T"" Street and N. 10th Street",STREET,0,0,A non-UNL affiliate was cited/released for Speeding and DUS. Vehicle was towed.
16000088,NARCOTICS - POSSESSION,2016-01-10T02:43:00Z,Closed - Cleared By Arrest-Adult,2016-01-10T02:43:00Z,,N/A,"N. 10th Street and ""O"" Street",STREET,0,0,"A non-UNL affiliate (driver) cited/released for DUS, and No Headlights at Night.  A non-UNL affiliate (passenger) was cited/released for Possession of Marijuana (3.9 g) < 1 Ounce."
16000089,ACCIDENTS - P.D. H&R NOT REPORTABLE,2016-01-10T17:48:00Z,Closed - Inactive,2016-01-05T17:30:00Z,2016-01-10T17:48:00Z,50/50 Building,"1801 ""R"" St.",GOVT. PARKING GARAGE (UNL),0,58,Hit and Run accident at the 50/50 parking garage. Investigation continues.
16000091,TRAFFIC - SUSPENDED DRIVER,2016-01-10T23:42:00Z,Closed - Cleared By Arrest-Adult,2016-01-10T23:42:00Z,,N/A,"N. 9th Street and ""P"" Street",STREET,0,0,A non-UNL affiliate was cited/released for DUS and No Proof of Financial Responsibility.
16000094,SS - CHECK WELFARE OF PERSON,2016-01-11T04:01:00Z,Closed - Cleared By Arrest-Adult,2016-01-11T02:00:00Z,2016-01-11T03:00:00Z,Sigma Alpha Epsilon,635 N. 16th St.,OFF CAMPUS/GREEK HOUSING,0,0,A UNL student suffered a minor injury to their toe and declined medical treatment.
16000098,ACCIDENTS - P.D. NOT REPORTABLE,2016-01-11T17:39:00Z,Closed - Non-Criminal Case,2016-01-11T10:00:00Z,,College of Dentistry,4000 East Campus Loop S.,GOVT. PARKING LOT (UNL),0,0,Two vehicle non injury accident occurring in the big lot north of Dental College.
16000100,TRAFFIC - SUSPENDED DRIVER,2016-01-11T18:50:00Z,Closed - Cleared By Arrest-Adult,2016-01-11T18:50:00Z,,N/A,"""Y"" Street and N. 21st Street",STREET,0,0,Vehicle stopped at 21st and Y Street for white light to  rear. Driver was found to be suspended and Cited for same and released. Front passenger was cited for Open Alcohol Container and released.
16000102,ACCIDENTS - P.D. H&R NOT REPORTABLE,2016-01-11T20:55:00Z,Closed - Cleared By Arrest-Adult,2016-01-11T20:55:00Z,,N/A,3701 Fair St.,GOVT. PARKING LOT (UNL),0,0,A UNL student was cited/released for Leaving the Scene of an Accident-Fail to Furnish Information and Careless Driving.
16000106,ACCIDENTS - P.D. H&R NOT REPORTABLE,2016-01-12T10:00:00Z,Closed - Inactive,2016-01-10T21:30:00Z,2016-01-12T10:00:00Z,N/A,1220 N. 14th St.,GOVT. PARKING LOT (UNL),0,800,Hit and run occurred in a UNL parking lot.
16000132,SEX OFFENSE - RAPE,2016-01-12T11:00:00Z,Closed - Inactive,2015-05-07T00:00:00Z,2015-05-08T23:59:00Z,N/A,,"UNL SUPPORT FACILITY (office, service)",0,0,UNLPD received the report of a belated sexual assault.
16000109,LOST OR STOLEN ITEM,2016-01-12T14:11:00Z,Closed - Inactive,2016-01-08T15:00:00Z,2016-01-12T14:11:00Z,Hardin Hall,1600 N. 33rd St.,"UNL SUPPORT FACILITY (office, service)",500,0,UNL staff member reported losing a wedding band in the area of Hardin Hall .
16000110,TRAFFIC - SUSPENDED DRIVER,2016-01-12T14:19:00Z,Closed - Cleared By Arrest-Adult,2016-01-12T14:19:00Z,,N/A,N. 17th Street and Antelope Valley Parkway,STREET,0,0,"Vehicle stopped at Antelope Valley Parkway and Q Street, driver found to be suspended and had a warrant. Cited and released for DUS and lodged in jail on warrant."
16000113,TRAFFIC - SUSPENDED DRIVER,2016-01-12T16:55:00Z,Closed - Cleared By Arrest-Adult,2016-01-12T16:55:00Z,,N/A,Antelope Valley Parkway and Salt Creek Roadway,STREET,0,0,"Vehicle stopped at Antelope Valley Parkway and Military Road, driver found to be suspended and cited and released for DUS and No Proof of Financial Responsibility."
16000121,NARCOTICS - POSSESSION,2016-01-12T20:52:00Z,Closed - Cleared By Arrest-Adult,2016-01-12T20:52:00Z,,N/A,Antelope Valley Parkway and Virginia Street,STREET,0,0,"Vehicle stopped Antelope Valley Parkway and Virginia Street. Driver found to be reading a text on their phone and was suspended. Driver Cited for DUS, Use of a Handheld Communication Device-Prohibited, Negligent Driving and Possession of Marijuana < 1 oz. Driver also lodged on a warrant."
16000126,TRAFFIC - SUSPENDED DRIVER,2016-01-13T00:09:00Z,Closed - Cleared By Arrest-Adult,2016-01-13T00:09:00Z,,N/A,"""T"" Street and N. 10th Street",STREET,0,0,"Non-UNL affiliate lodged for DUS- Subsequent Offense, cited for Possession of Marijuana <1oz-second offense, Possession of Drug Paraphernalia, and Taillight Violation"
16000127,ALCOHOL - DWI,2016-01-13T02:14:00Z,Closed - Cleared By Arrest-Adult,2016-01-13T02:14:00Z,,N/A,"N. 17th Street and ""R"" Street",STREET,0,0,"A non-UNL affiliate was cited/released for DUI-drugs (BAC .000), DUS, Possession of Marijuana < 1 Ounce, Unlawful Possession of a Legend Drug, and No Proof of Insurance."
16000129,TRAFFIC - SUSPENDED DRIVER,2016-01-13T02:48:00Z,Closed - Cleared By Arrest-Adult,2016-01-13T02:48:00Z,,N/A,"N. 17th Street and ""R"" Street",STREET,0,0,A non-UNL affiliate was cited/released for DUS.
16000131,LARCENY - FROM BUILDING,2016-01-13T08:56:00Z,Closed - Inactive,2016-01-13T05:30:00Z,2016-01-13T08:00:00Z,N/A,840 N. 17th St.,UNL RESIDENCE HALL,285,0,UNL staff reported their phone as lost/stolen.
16000135,ACCIDENTS - P.D. REPORTABLE,2016-01-13T09:50:00Z,Closed - Non-Criminal Case,2016-01-13T09:50:00Z,,Union-East,1705 Arbor Drive,"UNL SUPPORT FACILITY (office, service)",0,3300,UNL vehicle struck in a parking lot by a non-UNL vehicle.
16000133,HAZING,2016-01-13T12:15:00Z,Closed - Non-Criminal Case,,,N/A,,UNKNOWN,0,0,UNL Police received a report of a possible belated hazing incident.  Investigation continues.
16000138,TRESPASSING,2016-01-13T13:59:00Z,Closed - Cleared By Arrest-Adult,2016-01-13T13:59:00Z,,Nebraska Union,"1400 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,0,"Non UNL affiliate who was banned from all UNL property was contacted in the City Union. Person was lodged for 1st, Degree Criminal Trespassing and cited and released for possession of Marijuana < 1 oz."
16000134,STALKING,2016-01-13T15:22:00Z,Closed - Inactive,,,N/A,,"UNL SUPPORT FACILITY (office, service)",0,0,UNL student reported concerns regarding the behavior of an acquaintance.
16000142,ACCIDENTS - P.D. H&R NOT REPORTABLE,2016-01-13T16:43:00Z,Closed - Cleared By Arrest-Adult,2016-01-10T19:00:00Z,2016-01-13T13:00:00Z,50/50 Building,"1801 ""R"" St.",GOVT. PARKING GARAGE (UNL),0,1250,"A UNL student was cited/released for Leaving the Scene of an Accident, and Failure to Furnish Information,"
16000150,TRAFFIC - SUSPENDED DRIVER,2016-01-13T20:44:00Z,Closed - Cleared By Arrest-Adult,2016-01-13T20:44:00Z,,N/A,Antelope Valley Parkway and Salt Creek Roadway,STREET,0,0,A non-UNL affiliate was cited/released for DUS/No Proof of Insurance.
16000152,DISTURBANCE - OTHER,2016-01-13T21:59:00Z,Closed - Cleared By Exception,2016-01-13T21:54:00Z,,N/A,"N. 16th Street and ""R"" Street",GOVT. PARKING LOT (UNL),0,0,"UNL police responded to a possible kidnapping in progress, which turned into a possible hazing incident."
16000153,NARCOTICS - POSSESSION,2016-01-13T22:46:00Z,Closed - Cleared By Arrest-Adult,2016-01-13T22:46:00Z,,N/A,1000 N. 22nd St.,GOVT. PARKING LOT (UNL),0,0,"A UNL student was cited/released for Possession of Marijuana < 1 Ounce (1.4 g), and Possession of Drug Paraphernalia."
16000155,TRAFFIC - SUSPENDED DRIVER,2016-01-13T23:24:00Z,Closed - Cleared By Arrest-Adult,2016-01-13T23:24:00Z,,N/A,N. Antelope Valley Parkway and Military Road,STREET,0,0,Non-UNL affiliate contacted on a vehicle stop for DUS. Party cited and lodged for DUS.
16000165,TELEPHONE - OTHER,2016-01-14T16:36:00Z,Closed - Non-Criminal Case,2016-01-14T16:05:00Z,,Love Library South,"1248 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,0,UNL Staff member received a phone call and wanted it documented by police.
16000166,ACCIDENTS - P.D. H&R NOT REPORTABLE,2016-01-14T16:40:00Z,Closed - Inactive,2016-01-14T09:00:00Z,2016-01-14T11:00:00Z,Bob Devaney Sports Center,1600 Court St.,GOVT. PARKING LOT (UNL),0,300,Hit and Run accident occurring in the parking lot south of the Devaney Sports Center.
OS16001,SEX OFFENSE - RAPE,2016-01-14T17:40:00Z,Closed - Inactive,2015-08-16T12:00:00Z,2015-08-23T12:00:00Z,Unknown,Student Housing,,0,0,A male student had unwanted sexual intercourse with a female student.
16000168,NARCOTICS - POSSESSION,2016-01-14T21:09:00Z,Closed - Cleared By Arrest-Adult,2016-01-14T21:09:00Z,,N/A,N. 17th Street and Antelope Valley Parkway,STREET,0,0,A student was lodged on a warrant and cited/released for Possession of Marijuana < 1 oz and Violating a Traffic Signal during a traffic stop.
16000173,ALCOHOL - DWI,2016-01-15T00:42:00Z,Closed - Cleared By Arrest-Adult,2016-01-15T00:42:00Z,,N/A,"N. 16th Street and ""Q"" Street",STREET,0,0,"A UNL student was cited/released to The Bridge for Agg. DWI (BAC of .233), MIP-C, and Reckless Driving.  A UNL student passenger will be contacted and cited for Possession of a False ID."
16000172,ALCOHOL - DRUNK,2016-01-15T00:54:00Z,Closed - Non-Criminal Case,2016-01-15T00:54:00Z,,N/A,"""R"" Street and N. 14th Street",SIDEWALK,0,0,A non-affiliate was take to The Bridge for intoxication (.249 BrAC).
16000175,ALCOHOL - MINOR IN POSSESSION,2016-01-15T01:57:00Z,Closed - Cleared By Arrest-Adult,2016-01-15T01:57:00Z,,N/A,"N. 16th Street and ""X"" Street",STREET,0,0,"3 UNL students were cited/released for MIP-C with BACS of .104, .120, and REF."
16000177,FRAUD - CREDIT CARDS/ATM/BANK CARD,2016-01-15T14:07:00Z,Closed - Inactive,2016-01-11T00:00:00Z,,N/A,,INTERNET/CYBERSPACE,900,0,Student reports loss of $900.00 via fraudulent internet exchange. The investigation is on-going.
16000179,ACCIDENTS - P.D. H&R NOT REPORTABLE,2016-01-15T18:21:00Z,Closed - Inactive,2016-01-10T18:00:00Z,2016-01-15T17:33:00Z,N/A,1220 N. 14th St.,"UNL SUPPORT FACILITY (office, service)",0,300,Damage reported to a student's vehicle. Estimated at $300.00.
16000189,ALCOHOL - MINOR IN POSSESSION,2016-01-16T00:30:00Z,Closed - Cleared By Arrest-Adult,2016-01-16T00:30:00Z,,N/A,N. 16th Street and Vine Street,STREET,0,0,A UNL student was cited/released to a sober party for MIP-C.
16000190,ALCOHOL - MINOR IN POSSESSION,2016-01-16T00:38:00Z,Closed - Cleared By Arrest-Adult,2016-01-16T00:38:00Z,,The Village,1055 N. 16th St.,UNL APARTMENT,0,0,"4 UNL students were cited/released for MIP with BACs of .054, .063, .130, and .219."
16000191,ALCOHOL - MINOR IN POSSESSION,2016-01-16T02:00:00Z,Closed - Cleared By Arrest-Adult,2016-01-16T02:00:00Z,,N/A,"N. 17th Street and ""R"" Street",STREET,0,0,"3 UNL students were cited/released for MIP-C with BACs of .052, REF, and REF."
16000198,ALCOHOL - MINOR IN POSSESSION,2016-01-17T00:55:00Z,Closed - Cleared By Arrest-Adult,2016-01-17T00:55:00Z,,Sandoz Hall,820 N. 17th St.,UNL RESIDENCE HALL,0,0,A UNL student was cited/released for MIPC and transported to The Bridge for further care.
16000200,TRAFFIC - SUSPENDED DRIVER,2016-01-17T01:34:00Z,Closed - Cleared By Arrest-Adult,2016-01-17T01:34:00Z,,N/A,N. 19th Street and Vine Street,STREET,0,0,A non-UNL affiliate was cited/released for obstructed license plate and DUS.
16000201,MEDICAL EMERGENCY,2016-01-17T02:31:00Z,Closed - Cleared By Arrest-Adult,2016-01-17T01:30:00Z,2016-01-17T02:31:00Z,Sigma Chi,1510 Vine St.,OFF CAMPUS/GREEK HOUSING,0,0,A UNL student suffered a non life threatening medical episode. The individual was evaluated by LFR and transported to a local hospital for further care.
16000199,ALCOHOL - MINOR IN POSSESSION,2016-01-17T04:12:00Z,Closed - Cleared By Arrest-Adult,2016-01-17T01:31:00Z,,Robert E. Knoll Residence Center,440 N. 17th St.,UNL RESIDENCE HALL,0,0,UNL student cited for MIP (.176 BAC) and taken to The Bridge.
16000206,TRESPASSING,2016-01-17T08:54:00Z,Closed - Cleared By Exception,2015-12-24T20:35:00Z,2015-12-24T21:01:00Z,Teachers College Hall,1400 Vine St.,UNL ACADEMIC BUILDING,0,0,Belated trespassing which occurred 12/24/2015. Juvenile suspect identified..
16000210,TRAFFIC - SUSPENDED DRIVER,2016-01-17T15:49:00Z,Closed - Cleared By Arrest-Adult,2016-01-17T15:49:00Z,,N/A,Antelope Valley Parkway and Salt Creek Roadway,STREET,0,0,"Vehicle stopped in the area of 21st and Y Street. Driver found to be revoked, citied for same and released."
16000211,ACCIDENTS - P.D. H&R NOT REPORTABLE,2016-01-17T18:55:00Z,Closed - Inactive,2016-01-13T00:15:00Z,2016-01-14T17:00:00Z,50/50 Building,"1801 ""R"" St.",GOVT. PARKING GARAGE (UNL),0,150,UNL student reported a hit and run accident occurring in the 50/50 parking garage.
16000212,ALCOHOL - MINOR IN POSSESSION,2016-01-17T20:04:00Z,Closed - Cleared By Arrest-Adult,2016-01-17T20:04:00Z,,N/A,N. 10th Street and Military Road,STREET,0,0,A UNL student was cited/released for MIP and Open Container during a traffic stop.
16000216,ALCOHOL - MINOR IN POSSESSION,2016-01-18T00:17:00Z,Closed - Cleared By Arrest-Adult,2016-01-18T00:17:00Z,,The Courtyards,733 N. 17th St.,UNL RESIDENCE HALL,0,0,Four UNL students and one non-UNL affiliate were cited/released for MIP occurring at the Courtyards. Two of the students were also cited for Possession of Marijuana less than an Ounce.
16000217,ALCOHOL - MINOR IN POSSESSION,2016-01-18T01:00:00Z,Closed - Cleared By Arrest-Adult,2016-01-18T01:00:00Z,,Robert E. Knoll Residence Center,440 N. 17th St.,UNL RESIDENCE HALL,0,0,Seven UNL students and one non-UNL student cited/released for MIP.
16000218,ALCOHOL - MINOR IN POSSESSION,2016-01-18T01:49:00Z,Closed - Cleared By Arrest-Adult,2016-01-18T01:49:00Z,,Smith Hall,1120 N. 14th St.,UNL RESIDENCE HALL,0,0,"Four UNL students were cited/released for MIP, one of the was also cited for possession of marijuana and drug paraphernalia."
16000225,TRAFFIC - SUSPENDED DRIVER,2016-01-18T18:12:00Z,Closed - Cleared By Arrest-Adult,2016-01-18T18:12:00Z,,N/A,Antelope Valley Parkway and Vine Street,STREET,0,0,A non-UNL affiliate was cited/lodged for DUR-15 year Revocation and an active Hamilton County warrant. The individual was also cited/released for Failure to Obey a Traffic Signal Device and Fictitious Plates.
16000229,NARCOTICS - POSSESSION,2016-01-18T22:28:00Z,Closed - Cleared By Arrest-Adult,2016-01-18T22:28:00Z,,N/A,N. 25th Street and Vine Street,STREET,0,0,A non-UNL affiliate who was a passenger in a vehicle involved in a traffic stop was found to be in possession of a controlled substance. The individual was cited and lodged for that offense.
16000230,TRAFFIC - SUSPENDED DRIVER,2016-01-18T22:28:00Z,Closed - Cleared By Arrest-Adult,2016-01-18T22:28:00Z,,N/A,N. 25th Street and Vine Street,STREET,0,0,A non-UNL affiliate was cited and released for DUS.
16000234,TRAFFIC - SUSPENDED DRIVER,2016-01-19T05:51:00Z,Closed - Cleared By Arrest-Adult,2016-01-19T05:51:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,Non-student lodged in jail for felony Driving Under Revocation.
16000239,LOST OR STOLEN ITEM,2016-01-19T11:05:00Z,Closed - Non-Criminal Case,2016-01-12T12:00:00Z,2016-01-15T12:00:00Z,N/A,,UNKNOWN,0,0,UNL student reported a lost/stolen passport.
16000242,ACCIDENTS - P.D. H&R NOT REPORTABLE,2016-01-19T13:42:00Z,Closed - Inactive,2016-01-19T09:30:00Z,2016-01-19T13:42:00Z,N/A,1610 East Campus Loop,GOVT. PARKING LOT (UNL),0,500,UNL student reported hit and run accident which occurred in the lot north of the Barkley Center. $500 damage to vehicle.
16000247,SS - CHECK WELFARE OF PERSON,2016-01-19T15:45:00Z,Closed - Non-Criminal Case,2016-01-19T15:45:00Z,,N/A,4418 Huntington Drive,MULTI-DWELLING (3-6 UNITS) off campus,0,0,UNLPD conducted a welfare check on an individual after learning the he had made suicidal statements.
16000244,TRAFFIC - SUSPENDED DRIVER,2016-01-19T16:37:00Z,Closed - Cleared By Arrest-Adult,2016-01-19T16:37:00Z,,N/A,Antelope Valley Parkway and Military Road,STREET,0,0,Vehicle stopped at Antelope Valley Parkway and Saunders Avenue for a defective tail light. Driver found to be suspended and Cited and released for same.
16000254,TRAFFIC - SUSPENDED DRIVER,2016-01-20T00:35:00Z,Closed - Cleared By Arrest-Adult,2016-01-20T00:35:00Z,,Transportation Services,1931 N. Antelope Valley Parkway,GOVT. PARKING LOT (UNL),0,0,"A non-UNL affiliate was cited/released for DUS, No Valid Registration and Possession of Drug Paraphernalia."
