Case #,Incident Code,Report Time,Case Status,Start Occurred,End Occurred,Building,Location 1,Location 2,Stolen,Damaged,Summary
14000029,ALCOHOL - DRUNK,2014-01-05T01:47:00Z,Cleared By Exception,2014-01-05T01:47:00Z,,N/A,"N. 17th Street and ""Y"" Street",SIDEWALK,0,0,Student contacted for intoxication.  Transported to Detox (.180 BrAC).
14000030,TRAFFIC - SUSPENDED DRIVER,2014-01-05T02:10:00Z,Cleared By Arrest,2014-01-05T02:10:00Z,,N/A,"N. 17th Street and ""Y"" Street",STREET,0,0,Student contacted on a traffic stop.  Cited/released for DUS.
14000031,OUTSIDE - O.P.S. OTHER,2014-01-05T02:24:00Z,Cleared By Exception,2014-01-05T02:24:00Z,,N/A,1329 N. 26th St.,ALLEY,0,0,UNLPD officer located an occupied vehicle wanted for an Lincoln Police weapons violation call.
14000032,TRAFFIC - SUSPENDED DRIVER,2014-01-05T10:09:00Z,Cleared By Arrest,2014-01-05T10:09:00Z,,N/A,"N. 27th Street and ""Y"" Street",STREET,0,0,Non-student cited/released for Driving Under Suspension.
14000033,WEAPONS - CONCEALED,2014-01-05T10:15:00Z,Cleared By Arrest,2014-01-05T10:15:00Z,,N/A,"N. 27th Street and ""W"" Street",STREET,0,0,Non-student contacted on a traffic stop.  Cited/released for Carrying a Concealed Weapon (knife with iron knuckles).
14000034,TRAFFIC - SUSPENDED DRIVER,2014-01-05T12:35:00Z,Cleared By Arrest,2014-01-05T12:35:00Z,,N/A,"N. 16th Street and ""S"" Street",STREET,0,0,Non-student cited/released for Driving Under Suspension.
14000035,TRAFFIC - IMPROPER REGISTRATION,2014-01-05T12:37:00Z,Cleared By Arrest,2014-01-05T12:37:00Z,,N/A,"N. 27th Street and ""Y"" Street",STREET,0,0,Non-student cited/released for Fictitious Plates and No Valid Registration.
14000038,FALSE INFORMATION - GIVEN TO OFC.,2014-01-05T14:40:00Z,Cleared By Arrest,2014-01-05T14:40:00Z,,N/A,"N. 17th Street and ""X"" Street",STREET,0,0,Non-student passenger in a vehicle gave a false name to an officer.  Lodged in jail for an LPD warrant and False Information.
14000037,LOST OR STOLEN ITEM,2014-01-05T16:21:00Z,Inactive,2013-12-19T00:00:00Z,2013-12-19T23:59:00Z,N/A,,UNKNOWN,5,0,UNL student lost his car key.
14000042,LARCENY - OTHER OR FROM OPEN AREA,2014-01-06T00:55:00Z,Cleared By Arrest,2014-01-06T00:55:00Z,,N/A,State Fair Park Drive,GOVT. LOT/FIELD (UNL),0,0,3 non-students contacted for suspicious behavior.  2 cited/released for MIP.  1 cited/lodged for MIP and Theft.
14000044,LOST OR STOLEN ITEM,2014-01-06T15:52:00Z,Inactive,2013-12-20T15:25:00Z,2013-12-20T15:30:00Z,Union-City,"1400 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,0,Person lost their passport in the City Union.
14000060,NARCOTICS - POSSESSION,2014-01-06T23:44:00Z,Cleared By Arrest,2014-01-06T23:44:00Z,,Robert E. Knoll Residence Center,440 N. 17th St.,UNL RESIDENCE HALL,0,0,2 students contacted on a narcotics complaint.  1 student cited/released for Poss Drug Paraphernalia.
14000069,MEDICAL EMERGENCY,2014-01-07T04:11:00Z,Cleared By Exception,2014-01-07T04:11:00Z,,Robert E. Knoll Residence Center,440 N. 17th St.,UNL APARTMENT,0,0,Student reports a medical emergency.  Transported to the hospital. Not life threatening.
14000075,ACCIDENTS - P.D. H&R NOT REPORTABLE,2014-01-07T09:34:00Z,Inactive,2014-01-06T07:00:00Z,2014-01-06T15:30:00Z,Morrison Life Science Center,4240 Fair St.,GOVT. PARKING LOT (UNL),0,400,Belated report of damage caused to a vehicle by an unknown second vehicle.
14000076,FIRE - FALSE ALARM,2014-01-07T10:00:00Z,Cleared By Exception,2014-01-07T10:00:00Z,,International Affairs,420 University Terrace,"UNL SUPPORT FACILITY (office, service)",0,0,Pull station accidentally activated by an employee servicing the fire alarm system.
14000090,FIRE - FALSE ALARM,2014-01-08T03:00:00Z,Inactive,2014-01-08T03:00:00Z,,Lambda Chi Alpha,"1645 ""R"" St.",OFF CAMPUS/GREEK HOUSING,0,0,Ofc. and LFR were dispatched to 1645 R St. reference a general fire alarm.  Alarm sounded due to a broken water pipe.
14000097,MEDICAL EMERGENCY,2014-01-08T08:33:00Z,Cleared By Exception,2014-01-08T08:33:00Z,,2222 Vine St.,2222 Vine St.,UNL APARTMENT,0,0,Female party experiencing chest pains. Transported to hospital by LFR.
14000098,ASSAULT - NON DOMESTIC,2014-01-08T08:48:00Z,Cleared By Exception,2014-01-08T08:48:00Z,,College of Dentistry,3975 Potter St.,"UNL SUPPORT FACILITY (office, service)",0,0,Patient became physically assaultive during the initial stages of treatment. Officers detained the subject who was eventually escorted from the buidling and banned from returning. No citations issued.
14000102,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",2014-01-08T18:00:00Z,Cleared By Exception,2014-01-08T18:00:00Z,,College of Dentistry,3975 Potter St.,UNL ACADEMIC BUILDING,0,3000,"Water pipe burst causing damage to room and items at the Dental College, $3000 damage."
14000349,LARCENY - FROM BUILDING,2014-01-09T13:00:00Z,Cleared By Exception,,,Henzlik Hall,1430 Vine St.,UNL ACADEMIC BUILDING,14,0,Investigation of cleaning and bathroom supplies being converted to personal use.
14000119,BURGLARY,2014-01-09T13:32:00Z,Inactive,2014-01-09T10:00:00Z,2014-01-09T11:45:00Z,Nebraska Hall,900 N. 16th St.,"UNL SUPPORT FACILITY (office, service)",5,0,Approximately $5.00 worth of change stolen from a coat pocket inside an office believed to be locked.
14000123,LOST OR STOLEN ITEM,2014-01-09T15:23:00Z,Inactive,2014-01-09T15:23:00Z,,Union-City,"1400 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,0,UNL student lost an immigration form while on campus.
14000125,MEDICAL EMERGENCY,2014-01-09T17:04:00Z,Cleared By Exception,2014-01-09T17:04:00Z,,Union-East,1705 Arbor Drive,"UNL SUPPORT FACILITY (office, service)",0,0,UNL staff experienced seizure-like symptoms. Transported to hospital by LFR.
14000133,NARCOTICS - POSSESSION,2014-01-09T23:51:00Z,Cleared By Arrest,2014-01-09T23:51:00Z,,The Courtyards,733 N. 17th St.,UNL RESIDENCE HALL,0,0,One UNL student and one Non-student contacted in a dorm room after the smell of marijuana was discovered coming from the room. The non-student produced a small amount of marijuana and a pipe. Non-student cited and released for possession.
14000144,FIRE - FALSE ALARM,2014-01-10T13:15:00Z,Cleared By Exception,2014-01-10T13:15:00Z,,Theodore Jorgensen Hall,855 N. 16th St.,UNL ACADEMIC BUILDING,0,0,Alarm was activated after UNL maintenance personnel repaired a humidifier.
14000145,TRESPASSING,2014-01-10T14:15:00Z,Cleared By Exception,2014-01-10T14:15:00Z,,College of Business Admin.,512 N. 12th St.,UNL ACADEMIC BUILDING,0,0,Four non-students issued a UNL Trespass Policy Letter after being found in an area they were not allowed to be in.
14000148,ALCOHOL - DWI,2014-01-10T18:57:00Z,Cleared By Arrest,2014-01-10T18:57:00Z,,N/A,Holdrege Street and N. 27th Street,STREET,0,0,"Field contact after officer observed a possible suspended driver.  Identity confirmed through Locals.  Cited/Detox for DWI (.108 BAC), DUS, Poss of Marijuana<1 oz. (.9 Grams) and Drug Paraphernalia."
14000149,ALCOHOL - OPEN CONTAINER,2014-01-10T21:09:00Z,Cleared By Arrest,2014-01-10T21:09:00Z,,N/A,"N. 27th Street and ""Y"" Street",STREET,0,0,Non student stopped for two headlights required.  Driver cited/released for Open Container/No Proof of Insurance/No Proof of Ownership/No Valid Registration. Vehicle towed for no proof of ownership.
14000150,TRAFFIC - SUSPENDED DRIVER,2014-01-10T23:31:00Z,Cleared By Arrest,2014-01-10T23:31:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,Non-student cited for Driving Under Suspension and lodged in jail for two LPD warrants.
14000153,ALCOHOL - DWI,2014-01-11T02:06:00Z,Cleared By Arrest,2014-01-11T02:06:00Z,,N/A,"N. 17th Street and ""Y"" Street",STREET,0,0,Non-student cited/released for DWI (.143 BAC) after a stop sign violation.
14000162,TRAFFIC - SUSPENDED DRIVER,2014-01-11T16:38:00Z,Cleared By Arrest,2014-01-11T16:38:00Z,,N/A,"N. 27th Street and ""Y"" Street",STREET,0,0,Non student confirmed DUS through NCJIS and book-in photos.  Vehicle stopped and driver cited/released for DUS.
14000166,TRAFFIC - SUSPENDED DRIVER,2014-01-11T20:00:00Z,Cleared By Arrest,2014-01-11T20:00:00Z,,N/A,"N. 23rd Street and ""Y"" Street",STREET,0,0,Traffic Stop.  Driver failed to signal proper turn.  Cited/released for DUS.
14000169,TRAFFIC - SUSPENDED DRIVER,2014-01-12T15:36:00Z,Cleared By Arrest,2014-01-12T15:36:00Z,,N/A,"Antelope Valley Parkway and ""M"" Street",STREET,0,0,"Person stopped for malfunctioning brake light and found to be driving under suspension, cited for same and released."
14000170,TRAFFIC - SUSPENDED DRIVER,2014-01-12T17:16:00Z,Cleared By Arrest,2014-01-12T17:16:00Z,,N/A,N. 23rd Street and Orchard Street,STREET,0,0,"Vechile stopped for no front license plate, driver found to be supended, cited for DUS and no Vaild Registration and lodged."
14000174,WEAPONS _ OTHER,2014-01-13T13:00:00Z,Cleared By Arrest,2014-01-13T13:00:00Z,,Behlen Physics Lab,500 Stadium Drive,SIDEWALK,0,0,UNL staff member reported being threatened by a male who pointed an orange colored handgun at him while he was walking on campus.  The person responsible was contacted near 12th and O St. He was cited and lodged for terroristic threats and carrying a concealed weapon.
14000175,LARCENY - STOLEN BIKE,2014-01-13T13:33:00Z,Cleared By Arrest,2013-11-25T15:00:00Z,2013-12-20T16:00:00Z,Bob Devaney Sports Center,1600 Court St.,"UNL SUPPORT FACILITY (office, service)",470,0,"Person reporting their bike taken from the racks by the southwest side of the Hendricks Training Center, $470 loss."
14000176,TRAFFIC - SUSPENDED DRIVER,2014-01-13T16:15:00Z,Cleared By Arrest,2014-01-13T16:15:00Z,,N/A,N. 17th Street and Antelope Valley Parkway,STREET,0,0,"Person stopped for maljunctioning left rear tail light at AVP and Military Road, driver found to be suspended cited for same and released."
14000177,LOST OR STOLEN ITEM,2014-01-13T16:56:00Z,Cleared By Exception,2014-01-13T16:15:00Z,2014-01-13T16:35:00Z,N/A,"N. 16th Street and ""Q"" Street",STREET,7,0,"Person left items on bus, $7 loss."
14000178,TRAFFIC - SUSPENDED DRIVER,2014-01-13T20:09:00Z,Cleared By Arrest,2014-01-13T20:09:00Z,,N/A,N. 30th Street and Vine Street,STREET,0,0,Person stopped at 30th and Vine found to be suspended cited for same adn released.
14000182,ALCOHOL - DWI,2014-01-14T01:40:00Z,Cleared By Arrest,2014-01-14T01:40:00Z,,N/A,"N. 16th Street and ""Q"" Street",STREET,0,0,Non-student contacted on a traffic stop.  Cited/Detox for DUI (.242 BrAC) and Improper Turn.
14000154,ALCOHOL - MINOR IN POSSESSION,2014-01-14T02:40:00Z,Cleared By Arrest,2014-01-11T03:18:00Z,,Boat House,1000 N. 16th St.,GOVT. PARKING LOT (UNL),0,0,UNL student cited/release for MIPC (.144 BAc) and released to sober party.
14000184,TELEPHONE - OTHER,2014-01-14T14:18:00Z,Inactive,,,Canfield Administration Building,503 N. 14th St.,"UNL SUPPORT FACILITY (office, service)",0,0,"UNL staff member reported receiving unwanted, ongoing text messages from another person."
14000192,LOST OR STOLEN ITEM,2014-01-14T19:28:00Z,Inactive,2013-12-14T19:28:00Z,2014-01-14T19:28:00Z,Pound Hall,513 N. 17th St.,"UNL SUPPORT FACILITY (office, service)",0,0,Sstudent reporting loss of their passport in the City Union or in Pound Hall.
14000198,ALCOHOL - DWI,2014-01-15T02:09:00Z,Cleared By Arrest,2014-01-15T02:09:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,Non-student contacted on a traffic stop.  Cited/Detox for DUI (.115 BrAC) and Speeding.
14000200,LOST OR STOLEN ITEM,2014-01-15T10:42:00Z,Inactive,2014-01-15T09:50:00Z,2014-01-15T10:05:00Z,Temple Building,"1201 ""R"" St.",UNL ACADEMIC BUILDING,8,0,UNL student reported her wallet and contents lost somewhere between the Temple Building and Bruegger's Bagels.
14000201,MEDICAL EMERGENCY,2014-01-15T11:18:00Z,Cleared By Exception,2014-01-15T11:18:00Z,,Delta Gamma,400 University Terrace,OFF CAMPUS/GREEK HOUSING,0,0,UNL student transported by Lincoln Fire & Rescue to Bryan West for stomach pain.
14000202,DISTURBANCE - OTHER,2014-01-15T12:01:00Z,Cleared By Exception,2014-01-15T12:01:00Z,,Canfield South,501 N. 14th St.,"UNL SUPPORT FACILITY (office, service)",0,0,Former UNL student caused a disturbance.  He was issued a UNL Trespass Policy Letter.
14000205,UNL POLICY VIOLATION -OTHER,2014-01-15T15:32:00Z,Cleared By Exception,2014-01-15T15:32:00Z,,University Suites,"1780 ""R"" St.",UNL RESIDENCE HALL,0,0,Student had ammo in there room.
14000206,MEDICAL EMERGENCY,2014-01-15T15:32:00Z,Cleared By Exception,2014-01-15T15:32:00Z,,Campus Recreation Center,841 N. 14th St.,"UNL SUPPORT FACILITY (office, service)",0,0,Person dislocated their knee while at the Recreation Center refused medical
14000209,DISTURBANCE - OTHER,2014-01-15T18:27:00Z,Inactive,,,N/A,,SIDEWALK,0,0,Student reported being follow by a male into a residence hall.
14000210,DISTURBANCE - OTHER,2014-01-15T20:02:00Z,Closed - Cleared By Exception,2014-01-15T20:02:00Z,,Nebraska Union,"1400 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,0,"Three person contacted in city union for causing a disturbance, all given trespass policy letter and one taken to detox with a .331 BAC and turned over to staff at detox."
14000215,LOST OR STOLEN ITEM,2014-01-16T00:24:00Z,Inactive,2014-01-15T21:30:00Z,2014-01-16T00:24:00Z,Bessey Hall,"1215 ""U"" St.",UNKNOWN,0,0,A staff member reports losing his N-Card.
14000217,ALCOHOL - DWI,2014-01-16T02:05:00Z,Cleared By Arrest,2014-01-16T02:05:00Z,,N/A,"N. 16th Street and ""Q"" Street",STREET,0,0,"A non-student was cited/released to Detox for DWI, Refusal of Chemical Test, Improper Turn, No Headlights, Possession of Marijuana less than an ounce and Possession of Paraphernalia."
14000219,VANDALISM - OTHER,2014-01-16T11:28:00Z,Inactive,2013-08-16T11:00:00Z,2014-01-14T11:00:00Z,N/A,East Campus Loop and N. 37th Street,GOVT. PARKING LOT (UNL),0,100,A tire to a government vehicle was slashed sometime over the past month.
14000220,FIRE (WORKING) - NO ALARM,2014-01-16T11:41:00Z,Cleared By Exception,2014-01-16T11:41:00Z,,Robert E. Knoll Residence Center,440 N. 17th St.,UNL RESIDENCE HALL,0,0,A cup of water was used to extinguish smoldering cigarette butts.
14000223,TRAFFIC - SUSPENDED DRIVER,2014-01-16T13:59:00Z,Cleared By Arrest,2014-01-16T13:59:00Z,,N/A,Antelope Valley Parkway and Military Road,STREET,0,0,Non-student was cited/released for Driving Under Suspension after being contacted on a traffic stop.
14000227,TRAFFIC - SUSPENDED DRIVER,2014-01-16T16:09:00Z,Cleared By Arrest,2014-01-16T16:09:00Z,,N/A,Antelope Valley Parkway and Military Road,STREET,0,0,Person was stopped at 14th and Nelson found to be suspended cited and released for DUS.
14000231,ALCOHOL - MINOR IN POSSESSION,2014-01-17T01:20:00Z,Cleared By Arrest,2014-01-17T01:20:00Z,,N/A,N. 14th Street and Salt Creek Roadway,TRANSPORTATION SERVICE,0,0,"Three UNL students were placed into civil protective custody and transported to Detox. BrAC 0.211, 0.225, and 0.176."
14000233,ALCOHOL - DWI,2014-01-17T02:18:00Z,Cleared By Arrest,2014-01-17T02:18:00Z,,N/A,"""T"" Street and N. 10th Street",STREET,0,0,"A UNL student was cited and released for DWI, Speeding and No Operators License. BrAC 0.154"
14000232,MEDICAL EMERGENCY,2014-01-17T03:14:00Z,Cleared By Exception,2014-01-17T03:14:00Z,,University Suites,"1780 ""R"" St.",UNL APARTMENT,0,0,A UNL student was transported to Bryan LGH West for an illness.
14000236,TRESPASSING,2014-01-17T08:47:00Z,Cleared By Exception,2014-01-17T08:47:00Z,,Kappa Delta,405 University Terrace,OFF CAMPUS/GREEK HOUSING,0,0,A female UNL student was contacted and escorted from the house (she was not a member of the house).
14000239,ALCOHOL - DRUNK,2014-01-17T11:50:00Z,Cleared By Exception,2014-01-17T11:50:00Z,,Textron,900 N. 21st St.,"UNL SUPPORT FACILITY (office, service)",0,0,Non-student showed up to a construction site intoxicated.  Taken to detox (.193 BAC) and banned from the construction site.
14000240,LARCENY - FROM BUILDING,2014-01-17T14:52:00Z,Inactive,2013-12-18T08:00:00Z,2014-01-11T12:00:00Z,Schramm Hall,1130 N. 14th St.,UNL RESIDENCE HALL,120,0,UNL student reports a belated lost or stolen black Nikon camera from her room.
14000241,ACCIDENTS - P.D. H&R NOT REPORTABLE,2014-01-17T18:46:00Z,Cleared By Arrest,2014-01-17T18:46:00Z,,Innovation Campus,1800 State Fair Park Drive,GOVT. LOT/FIELD (UNL),0,100,Witness reports a two vehicle hit and run accident. One of the vehicles involved left the area without reporting the incident.
14000244,NARCOTICS - POSSESSION,2014-01-17T22:35:00Z,Cleared By Arrest,2014-01-17T22:47:00Z,,N/A,875 N. 27th St.,RESTAURANT,0,0,A UNL student was cited and released for Poss. of Marijuana less than an ounce and Poss. of Paraphernalia.
14000246,ALCOHOL - MINOR IN POSSESSION,2014-01-17T23:34:00Z,Cleared By Arrest,2014-01-17T23:34:00Z,,Harper Hall,1150 N. 14th St.,UNL RESIDENCE HALL,0,0,Four UNL students were cited and released for MIP.
14000247,ALCOHOL - MINOR IN POSSESSION,2014-01-18T00:26:00Z,Cleared By Arrest,2014-01-18T00:26:00Z,,Sandoz Hall,820 N. 17th St.,UNL RESIDENCE HALL,0,0,A UNL student was cited and released for MIP. BrAC 0.89.
14000248,ALCOHOL - MINOR IN POSSESSION,2014-01-18T00:39:00Z,Cleared By Arrest,2014-01-18T00:39:00Z,,Sandoz Hall,820 N. 17th St.,UNL RESIDENCE HALL,0,0,A UNL student was cited for MIP-C and transported to Detox was he was released to staff. BrAC 0.191.
14000249,ALCOHOL - MINOR IN POSSESSION,2014-01-18T00:49:00Z,Cleared By Arrest,2014-01-18T00:49:00Z,,Smith Hall,1120 N. 14th St.,UNL RESIDENCE HALL,0,0,A UNL student was cited for MIPC and transported to Detox. BrAC 0.191.
14000250,NARCOTICS - POSSESSION,2014-01-18T01:16:00Z,Cleared By Arrest,2014-01-18T01:16:00Z,,N/A,1220 N. 14th St.,GOVT. PARKING LOT (UNL),0,0,Two UNL students were cited and released for Poss. of Marijuana less than an ounce and Poss. of Paraphernalia.
14000252,ALCOHOL - MINOR IN POSSESSION,2014-01-18T04:01:00Z,Cleared By Arrest,2014-01-18T04:01:00Z,,Smith Hall,1120 N. 14th St.,UNL RESIDENCE HALL,0,0,A UNL student was cited and released for MIPC. BrAC 0.092.
14000254,MEDICAL EMERGENCY,2014-01-18T12:51:00Z,Cleared By Exception,2014-01-18T12:51:00Z,,Lied Center,301 N. 12th St.,"UNL SUPPORT FACILITY (office, service)",0,0,Non-student fainted in the lobby was transported by LFR to Bryan East for further treatment.
14000260,TRAFFIC - SUSPENDED DRIVER,2014-01-18T18:09:00Z,Cleared By Arrest,2014-01-18T18:09:00Z,,N/A,Vine Street and N. Antelope Valley Parkway,STREET,0,0,"Vehicle observed with one headlight, one taillight and white light emitting from the rear of the vehicle.  Driver found to be suspended.  Cited/released."
14000262,FIRE - FALSE ALARM,2014-01-18T22:05:00Z,Cleared By Exception,2014-01-18T22:05:00Z,,Pi Beta Phi,426 N. 16th St.,OFF CAMPUS/GREEK HOUSING,0,0,Responded to Pi Beta Phi fraternity in regards to a fire alarm. LFR was unable to determine what caused the alarm to activate.
14000267,ALCOHOL - DRUNK,2014-01-19T01:47:00Z,Cleared By Exception,2014-01-19T01:47:00Z,,N/A,"""R"" Street and Centennial Mall",STREET,0,0,A UNL student was placed into civil protective custody and transported to Detox. BrAC 0.242.
14000263,ALCOHOL - MINOR IN POSSESSION,2014-01-19T02:04:00Z,Cleared By Arrest,2014-01-19T02:04:00Z,,N/A,N. 10th Street and Charleston Street,STREET,0,0,UNL student was contacted during a traffic stop and displayed signs of being intoxicated.  The student admitted to consuming alcoholic beverages and was issued a citation for minor in possession of alcohol by consumption and released to a sober party.
14000264,ALCOHOL - DRUNK,2014-01-19T02:56:00Z,Cleared By Exception,2014-01-19T02:56:00Z,,N/A,"""Q"" Street and N. 13th Street",SIDEWALK,0,0,A UNL student was placed into protective custody and was transported to Detox. BrAC 0.284.
14000266,TRAFFIC - SUSPENDED DRIVER,2014-01-19T03:00:00Z,Cleared By Arrest,2014-01-19T03:00:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,"A non-student was contacted on a traffic stop and was subsequently lodged for a warrant and was cited and released for No Valid Registration, No Proof of Insurance and DUS."
14000270,DISTURBANCE - OTHER,2014-01-19T08:54:00Z,Cleared By Arrest,2014-01-19T08:45:00Z,2014-01-19T08:54:00Z,N/A,"N. 16th Street and ""S"" Street",SIDEWALK,0,0,Ofc. dispatched to a disturbance that had just occurred at Abel hall.  The person responsible was contacted a short time later near 13th and Q.  He was cited and released for disturbing the peace and littering.
14000271,FIRE - FALSE ALARM,2014-01-19T12:33:00Z,Cleared By Arrest,2014-01-19T12:33:00Z,,Sigma Nu,625 N. 16th St.,OFF CAMPUS/GREEK HOUSING,0,0,Ofc. and LFR were dispatched to Sigma Nu reference a general fire alarm.  The house was closed by LFR fire investigator due to safety concerns and numerous fire code violations.
14000275,ACCIDENTS - P.D. H&R NOT REPORTABLE,2014-01-19T16:36:00Z,Inactive,2014-01-18T19:00:00Z,2014-01-19T11:30:00Z,19th/Vine Parking Garage,1830 Vine St.,GOVT. PARKING GARAGE (UNL),0,0,Student reports hit and run accident to vehicle.  Damage estimated at $100.00.
14000278,ALCOHOL - MINOR IN POSSESSION,2014-01-20T01:57:00Z,Cleared By Arrest,2014-01-20T01:57:00Z,,Schramm Hall,1130 N. 14th St.,UNL RESIDENCE HALL,0,0,"4 students contacted on an alcohol complaint.  All 4 cited/released for MIP (.048, .092, .125 and .023 BrAC's)."
14000279,MEDICAL EMERGENCY,2014-01-20T02:16:00Z,Cleared By Exception,2014-01-20T02:10:00Z,,Smith Hall,1120 N. 14th St.,UNL RESIDENCE HALL,0,0,Student suffered a medical emergency.  Transported to the hospital.
14000281,ALCOHOL - MINOR IN POSSESSION,2014-01-20T06:03:00Z,Cleared By Arrest,2014-01-20T06:03:00Z,,Sigma Alpha Epsilon,635 N. 16th St.,OFF CAMPUS/GREEK HOUSING,0,0,2 students contacted on a trespass call.  Both parties cited/released for MIPC (.099 BrAC and refused).
14000282,BURGLARY,2014-01-20T07:12:00Z,Cleared By Arrest,2014-01-20T06:03:00Z,,Sigma Alpha Epsilon,635 N. 16th St.,OFF CAMPUS/GREEK HOUSING,0,0,Ofc. dispatched to the SAE house on a trespassing in progress.  The person responsible (UNL student) was cited and lodged for Burglary.
14000284,FIRE (WORKING) - ALARM,2014-01-20T08:26:00Z,Cleared By Exception,2014-01-20T08:26:00Z,,Alpha Tau Omega,"1433 ""R"" St.",OFF CAMPUS/GREEK HOUSING,0,0,"Smoke from a candle caused fire alarm to go off at the Alpha Tau Omega fraternity, LFR on scene and reset alarm."
14000290,BURGLARY,2014-01-20T12:45:00Z,Inactive,2014-01-17T14:30:00Z,2014-01-20T08:00:00Z,Smith Hall,1120 N. 14th St.,UNL RESIDENCE HALL,1320,0,An Xbox and PlayStation stolen from a room.
