Case #,Incident Code,Report Time,Case Status,Start Occurred,End Occurred,Building,Location 1,Location 2,Stolen,Damaged,Summary
11000033,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",2011-01-04T17:18:00Z,Cleared By Exception,2011-01-04T08:00:00Z,2011-01-04T17:00:00Z,Stadium Loop Parking Lot,,GOVT. PARKING LOT (UNL),0,0,"Mirror had paint traces on it from another vehicle touching the mirror while backing out of stall, no damage. This occured in the area 10 Loop 14th and Vine Street."
11000036,TRESPASSING,2011-01-04T21:43:00Z,Cleared By Exception,2011-01-04T21:43:00Z,,Oldfather Hall,660 N. 12th St.,UNL ACADEMIC BUILDING,0,0,Non-student banned from University buildings after viewing pornography on computers.
11000044,DISTURBANCE - OTHER,2011-01-06T08:43:00Z,Inactive,2011-01-03T12:53:00Z,,N/A,,INTERNET/CYBERSPACE,0,0,UNL staff reported receiving unwanted emails.
11000048,FIRE (WORKING) - ALARM,2011-01-06T17:18:00Z,Cleared By Exception,2011-01-06T17:18:00Z,,2244 Vine St.,2244 Vine St.,UNL APARTMENT,0,15,"LFR responded to a fire on the balcony of building, 3rd floor.  Later found resident had been smoking on the balcony and put a cigarette butt in flower pot causing it's contents to start on fire. Damage to flower pot, no damage to structure."
11000049,OUTSIDE - O.P.S. OTHER,2011-01-06T17:44:00Z,Inactive,2011-01-06T16:00:00Z,2011-01-06T17:44:00Z,N/A,"3201 ""W"" St.",SIDEWALK,300,0,Non UNL affiliated person had $300.00 stolen. This occurred off campus and was tunred over to LPD.
11000058,TRESPASSING,2011-01-07T10:00:00Z,Cleared By Exception,2011-01-07T10:00:00Z,,Love Library South,"1248 ""R"" St.",LIBRARY,0,0,Transient taken to detox after he passed out in Love Library (PBT refused). He was issued a Ban and Bar Letter.
11000061,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",2011-01-07T14:17:00Z,Cleared By Exception,2011-01-07T14:17:00Z,,Lied Center,301 N. 12th St.,"UNL SUPPORT FACILITY (office, service)",0,350,Wind blew a dumpster into a vehicle owned by UNL ($350 damage).
11000063,TRAFFIC - OTHER,2011-01-08T02:50:00Z,Cleared By Arrest,2011-01-08T02:50:00Z,,N/A,"N. 17th Street and ""R"" Street",STREET,0,0,UNL student stopped for expired license plates and found to have consumed alcohol.  Ultimately tested under legal limit.  Taken to Detox and cited for Reckless Driving.  .072 BAC
11000065,LARCENY - STOLEN BIKE,2011-01-08T10:40:00Z,Inactive,,,Westbrook Music Building,"1104 ""R"" St.",UNL ACADEMIC BUILDING,50,0,Black and green Gary Fischer bicycle stolen sometime in September 2010.
11000068,MEDICAL EMERGENCY,2011-01-08T14:46:00Z,Cleared By Exception,2011-01-08T14:46:00Z,,Bob Devaney Sports Center,1600 Court St.,SPORT FACILITIES,0,0,Non UNL affiliated male suffered a seizure while attending a basketball game.
11000070,OUTSIDE - O.P.S. OTHER,2011-01-08T19:35:00Z,Cleared By Exception,2011-01-03T08:00:00Z,2011-01-08T19:30:00Z,N/A,1525 S. 19th St.,DUPLEX - off campus,0,0,UNL student reported being concerned about the behavior of an ex-boyfriend.
11000071,ALCOHOL - DWI,2011-01-09T02:21:00Z,Cleared By Arrest,2011-01-09T02:21:00Z,,N/A,"N. 16th Street and ""X"" Street",STREET,0,0,"4 female UNL students contacted after a traffic infraction. 1 cited for DUI, 3 cited for MIPC, open container and false information. BAC. for driver .181."
11000072,ALCOHOL - MINOR IN POSSESSION,2011-01-09T03:05:00Z,Cleared By Arrest,2011-01-09T03:05:00Z,,Robert E. Knoll Residence Center,440 N. 17th St.,UNL RESIDENCE HALL,0,0,"CSO reported possible alcohol activity.  Four UNL students cited and released for MIP after alcohol was observed in the room.  .089, .049, .055, & .176 BAC's"
11000073,NARCOTICS - POSSESSION,2011-01-09T10:20:00Z,Inactive,2011-01-07T18:00:00Z,,Robert E. Knoll Residence Center,440 N. 17th St.,UNL RESIDENCE HALL,0,0,Marijuana pipe found under a couch cushion in the room while new residents were moving in.
11000076,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",2011-01-10T08:37:00Z,Cleared By Exception,2011-01-10T08:37:00Z,,College of Dentistry,3975 Potter St.,GOVT. PARKING LOT (UNL),0,800,UNL owned snow blower struck a parked vehicle.
11000078,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",2011-01-10T11:10:00Z,Cleared By Exception,2011-01-10T11:10:00Z,,Pound Hall,513 N. 17th St.,SIDEWALK,0,100,UNL snow plow struck a meter while clearing the sidewalk of snow causing it to slide into a parked vehicle.  Damage to City of Lincoln meter (Bent over) and parked vehicle (Driver's side mirror).
11000082,LARCENY - FROM MOTOR VEHICLE,2011-01-10T14:47:00Z,Inactive,2010-12-15T12:00:00Z,2011-01-07T16:00:00Z,Husker Hall,705 N. 23rd St.,GOVT. PARKING LOT (UNL),780,50,"Belated report of a laptop computer and Sony digital recorder stolen from vehicle.  Pry marks found on passenger side door frame.  Occurred between December 15th, 2010 to January 7th, 2011."
11000083,LOST OR STOLEN ITEM,2011-01-10T16:43:00Z,Inactive,2011-01-09T13:30:00Z,2011-01-09T15:00:00Z,Campus Recreation Center,841 N. 14th St.,SPORT FACILITIES,43,0,Black bi-fold wallet and contents taken from an unsecured locker in the men's locker room.  Debit/Credit cards were canceled by victim.
11000085,NARCOTICS - POSSESSION,2011-01-10T23:24:00Z,Cleared By Arrest,2011-01-10T23:24:00Z,2011-01-10T23:24:00Z,Abel Hall,880 N. 17th St.,UNL RESIDENCE HALL,0,0,"Person cited for Possession of Marijuana less than an ounce, this occured in Abel Hall."
11000086,SS - OTHER,2011-01-11T00:53:00Z,Inactive,2011-01-11T00:53:00Z,,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,0,0,"Safe found unlocked in Selleck Quad, contents inventoried and safe locked."
11000089,LARCENY - FROM BUILDING,2011-01-11T12:35:00Z,Inactive,2011-01-11T11:05:00Z,2011-01-11T12:35:00Z,Campus Recreation Center,841 N. 14th St.,SPORT FACILITIES,400,0,Report of a silver Nike gym bag with contents stolen from a secured short term locker located in the hallway.  No appearance of force entry to the locker.
11000094,NARCOTICS - POSSESSION,2011-01-11T16:55:00Z,Cleared By Arrest,2011-01-11T16:55:00Z,,Abel Hall,880 N. 17th St.,UNL RESIDENCE HALL,0,0,UNLPD responded to a complaint of marijuana odor.  One UNL student cited for Poss. of Marijuana < 1 oz and Poss. of Drug Paraphernalia.  5.4 total g of marijuana.
11000096,LOST OR STOLEN ITEM,2011-01-11T17:15:00Z,Inactive,2010-12-16T12:30:00Z,2010-12-16T13:00:00Z,N/A,,UNKNOWN,0,0,UNL student reported a missing N-Card that was lost during semester break.
11000097,MEDICAL EMERGENCY,2011-01-11T19:11:00Z,Cleared By Exception,2011-01-11T19:11:00Z,,Neihardt Residence Center,540 N. 16th St.,UNL RESIDENCE HALL,0,0,UNLPD and LFR responded to a UNL student experiencing severe flu-like symptoms.  Transported to the hospital by LFR at student's request.
11000098,NARCOTICS - POSSESSION,2011-01-12T00:27:00Z,Cleared By Arrest,2011-01-12T00:27:00Z,2011-01-12T00:27:00Z,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,0,0,"Person cited for Possession of Marijuana, less than an ounce and Possession of Drug Paraphernalia, this occured in Selleck Hall."
11000099,LARCENY - OTHER OR FROM OPEN AREA,2011-01-12T01:50:00Z,Cleared By Arrest,2011-01-11T21:30:00Z,2011-01-11T22:00:00Z,Animal Sciences,3940 Fair St.,CONSTRUCTION SITE,50,0,"Two persons cited for theft, they took scrape metal from dumpsters in the dock area of Animal Science Complex."
11000102,NARCOTICS - OTHER,2011-01-12T14:04:00Z,Closed - Inactive,,,Abel Hall,880 N. 17th St.,UNL RESIDENCE HALL,0,0,Follow up on previous narcotics arrests.
11000104,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",2011-01-12T15:32:00Z,Inactive,,,Morrill Hall,"1335 ""U"" St.",MUSEUM,0,0,Elevator panel dislodged by unknown means.  No actual damage reported.
11000105,ACCIDENTS - P.D. H&R NOT REPORTABLE,2011-01-12T17:18:00Z,Inactive,2011-01-12T09:00:00Z,2011-01-12T17:00:00Z,Lied Center,301 N. 12th St.,GOVT. PARKING LOT (UNL),0,300,UNL staff reported a long scratch to his vehicle while parked at UNL.
11000109,NARCOTICS - POSSESSION,2011-01-13T00:16:00Z,Cleared By Arrest,,,Abel Hall,880 N. 17th St.,UNL RESIDENCE HALL,0,0,Person cited for Possession of Marijuana less that an oz. This occured in Abel Hall.
11000110,ALCOHOL - DWI,2011-01-13T01:38:00Z,Cleared By Arrest,2011-01-13T01:38:00Z,,N/A,"""T"" Street and N. 10th Street",STREET,0,0,"Person stopped for speeding 42 in a 30 mph zone, found to have been drinking, tested .097 BAC on intoxilyzer 5000 , cited for speeding and DWI."
11000112,ACCIDENTS - P.D. REPORTABLE,2011-01-13T07:30:00Z,Cleared By Exception,2011-01-13T07:30:00Z,,N/A,East Campus Loop and N. 38th Street,STREET,0,4500,Two vehicle non-injury accident. State Accident Form completed.$ 4500 total damage
11000113,FIRE - FALSE ALARM,2011-01-13T08:13:00Z,Inactive,2011-01-13T08:12:00Z,,Neihardt Residence Center,540 N. 16th St.,UNL RESIDENCE HALL,0,0,Pull-station accidentally activated by UNL Student. No fire.
11000114,ACCIDENTS - P.D. NOT REPORTABLE,2011-01-13T10:43:00Z,Cleared By Exception,2011-01-13T10:28:00Z,,N/A,1033 N. 16th St.,GOVT. PARKING LOT (UNL),0,1400,Two vehicle non-injury accident.  Information was exchanged between drivers.
11000129,DISTURBANCE - OTHER,2011-01-13T11:45:00Z,Inactive,2011-01-13T11:30:00Z,,Hardin Hall,1600 N. 33rd St.,UNL ACADEMIC BUILDING,0,0,Report of a UNL student causing a verbal disturbance with staff.
11000121,ALCOHOL - MINOR IN POSSESSION,2011-01-14T00:39:00Z,Cleared By Exception,2011-01-14T00:39:00Z,,Abel Hall,880 N. 17th St.,UNL RESIDENCE HALL,0,0,UNL student cited for MIP-C. Transported to Detox (.198 BAC).
11000122,ALCOHOL - MINOR IN POSSESSION,2011-01-14T01:14:00Z,Cleared By Arrest,2011-01-14T01:14:00Z,,Smith Hall,1120 N. 14th St.,UNL RESIDENCE HALL,0,0,UNL student contacted on the second floor of Smith. Cited  for MIP-C and transported to Detox (.276 BAC).
11000123,ALCOHOL - DWI,2011-01-14T02:20:00Z,Cleared By Arrest,2011-01-14T02:20:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,UNL student cited for DUI and speeding following a traffic infraction. Transported to Detox. BAC .106.
11000124,MEDICAL EMERGENCY,2011-01-14T09:02:00Z,Cleared By Exception,2011-01-14T09:02:00Z,,Abel Hall,880 N. 17th St.,UNL RESIDENCE HALL,0,0,UNL student in Abel Hall reported having low blood sugar. Transported by LFR to Bryan/LGH West for further treatment.
11000125,MEDICAL - INHALE INTOXICANT OR HARMFUL VAPORS,2011-01-14T09:41:00Z,Cleared By Exception,2011-01-14T09:41:00Z,,Alpha Tau Omega,"1433 ""R"" St.",OFF CAMPUS/GREEK HOUSING,0,0,Report of a smell of natural gas coming from 1433 R street.  House was cleared of all occupants and made safe. All occupants needing medical treatment were transported to the hospital.
11000128,LOST OR STOLEN ITEM,2011-01-14T11:10:00Z,Inactive,2010-12-20T14:00:00Z,2011-01-14T14:00:00Z,Richards Hall,560 Stadium Drive,UNL ACADEMIC BUILDING,569,0,Report of a missing camera that hadn't been checked out.
11000127,ACCIDENTS - P.D. H&R NOT REPORTABLE,2011-01-14T12:37:00Z,Inactive,2011-01-14T11:25:00Z,,N/A,800 Stadium Drive,GOVT. PARKING LOT (UNL),0,1200,Two vehicle non-injury accident with one driver leaving the scene. Investigation continues.
11000132,"CHILD ABUSE/NEG - UNATTENDED, OTHER",2011-01-14T15:07:00Z,Unfounded,2011-01-12T22:30:00Z,2011-01-13T21:30:00Z,C. Y. Thompson Library,1625 N. 38th St.,LIBRARY,0,0,Report of children being left at the library unattended.
11000133,LOST OR STOLEN ITEM,2011-01-14T15:28:00Z,Inactive,2010-12-27T16:00:00Z,2011-01-14T14:00:00Z,N/A,"2221 ""S"" St.",UNL APARTMENT,600,0,UNL student wished to document property that may have been mistakenly thrown away.
11000135,ALCOHOL - MINOR IN POSSESSION,2011-01-14T16:43:00Z,Cleared By Arrest,2011-01-14T16:43:00Z,,Abel Hall,880 N. 17th St.,UNL RESIDENCE HALL,0,0,"Housing staff reported observing alcohol in a residence hall room.  Five UNL students and two non-students cited for MIP.  .025, .079, .109, .099, .012, .066, and .104 BAC's."
11000139,NARCOTICS - POSSESSION,2011-01-14T22:05:00Z,Cleared By Arrest,2011-01-14T22:05:00Z,,N/A,"N. 19th Street and ""Y"" Street",STREET,0,0,"Person stopped for running a stop sign, later found to have marijuana in the vehicle, person cited for Possession of Marijuana less than an ounce, and released."
11000142,ACCIDENTS - P.D. REPORTABLE,2011-01-14T22:46:00Z,Inactive,2011-01-14T19:30:00Z,2011-01-14T21:45:00Z,Innovation Campus,1800 State Fair Park Drive,GOVT. PARKING LOT (UNL),0,2500,"Hit and Run accident in UNL lot north of the industrial Arts Building on Innovation Campus, $2500 damage."
11000145,ALCOHOL - MINOR IN POSSESSION,2011-01-15T00:26:00Z,Cleared By Exception,2011-01-15T00:26:00Z,,Smith Hall,1120 N. 14th St.,UNL RESIDENCE HALL,0,0,"Person found in the lobby of Smith Hall who was in possession of  four cans of beer, and had a BAC of .120 was cited for MIP."
11000146,"HAZARDS - NON-TRAFFIC (WIRES,TREES,ETC)",2011-01-15T00:56:00Z,Cleared By Exception,2011-01-15T00:56:00Z,,Neihardt Residence Center,540 N. 16th St.,UNL RESIDENCE HALL,0,0,"Report of gas smell coming from the CPN kitchen, a kitchen staff member shut off the gas to all burners in the kitchen area. LFR was at the scene."
11000148,ALCOHOL - MINOR IN POSSESSION,2011-01-15T02:03:00Z,Cleared By Arrest,2011-01-15T02:03:00Z,,Schramm Hall,1130 N. 14th St.,UNL RESIDENCE HALL,0,0,Person cited for Minor in Possession by Consumption and taken to Detox with a BAC of .164. This occured at Schramm Hall.
11000150,ALCOHOL - MINOR IN POSSESSION,2011-01-15T02:36:00Z,Cleared By Exception,2011-01-15T02:36:00Z,,Harper Hall,1150 N. 14th St.,UNL RESIDENCE HALL,0,0,UNL student found to be intoxicated in Harper Hall. Cited for MIP-C (.245 BAC) and taken to detox.
11000151,MEDICAL EMERGENCY,2011-01-15T03:32:00Z,Cleared By Exception,2011-01-15T03:32:00Z,,Neihardt Residence Center,540 N. 16th St.,UNL RESIDENCE HALL,0,0,"Person in Neihardt Hall have a diabetic reaction, LFR on scene, person turned over to parents."
11000152,TRAFFIC - SUSPENDED DRIVER,2011-01-15T11:29:00Z,Cleared By Arrest,2011-01-15T11:29:00Z,,N/A,"N. 17th Street and ""R"" Street",STREET,0,0,Non-student cited/released for speeding and driving under suspension.
11000153,VANDALISM - OTHER,2011-01-15T11:51:00Z,Inactive,2011-01-15T01:30:00Z,,Delta Gamma,400 University Terrace,OFF CAMPUS/GREEK HOUSING,0,700,Exterior door of the house damaged by an unknown person(s).
11000158,NARCOTICS - POSSESSION,2011-01-15T20:59:00Z,Cleared By Exception,2011-01-15T20:59:00Z,,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,0,0,Person in Selleck Hall cited for Possession of Marijuana less than an ounce and Possession of Drug Paraphernalia.
11000160,ALCOHOL - MINOR IN POSSESSION,2011-01-16T01:12:00Z,Cleared By Arrest,2011-01-16T01:12:00Z,,Sandoz Hall,820 N. 17th St.,UNL RESIDENCE HALL,0,0,"Two persons taken to detox from Sandoz Hall, and cited for Minor in Possession of Alcohol by Consumption, BAC .173 and .146."
11000161,ALCOHOL - MINOR IN POSSESSION,2011-01-16T01:36:00Z,Cleared By Arrest,2011-01-16T01:36:00Z,,Neihardt Residence Center,540 N. 16th St.,UNL RESIDENCE HALL,0,0,"Person taken to detox from Neihardt Hall, turned over to staff with a BAC .257, and cited for Minor in Possession of Alcohol by Consumption."
11000164,MEDICAL EMERGENCY,2011-01-16T14:55:00Z,Cleared By Exception,2011-01-16T14:55:00Z,2011-01-16T14:55:00Z,Bob Devaney Sports Center,1600 Court St.,SPORT FACILITIES,0,0,Male complaining of feeling light headed while attending the NU basketball game. Refused transport.
11000166,MEDICAL EMERGENCY,2011-01-16T20:25:00Z,Inactive,2011-01-16T20:25:00Z,,Abel Hall,880 N. 17th St.,UNL RESIDENCE HALL,0,0,"Person having seizure in Abel Hall, LFR on scene, medical refused."
11000167,ALCOHOL - MINOR IN POSSESSION,2011-01-17T00:32:00Z,Cleared By Arrest,2011-01-17T00:32:00Z,2011-01-17T00:32:00Z,Smith Hall,1120 N. 14th St.,UNL RESIDENCE HALL,0,0,"Two person taken to detox from the HSS parking lot. Both cited for MIPC, one tested .170 and the other .184 BAC."
11000169,ALCOHOL - MINOR IN POSSESSION,2011-01-17T03:48:00Z,Cleared By Exception,2011-01-17T03:48:00Z,2011-01-17T03:48:00Z,Harper Hall,1150 N. 14th St.,UNL RESIDENCE HALL,0,0,Nine persons cited for MIP-C in Harper Hall.
11000174,TRESPASSING,2011-01-17T11:24:00Z,Inactive,2011-01-13T16:00:00Z,2011-01-17T11:00:00Z,Brace Physics Lab,510 Stadium Drive,UNL ACADEMIC BUILDING,0,0,UNL employee reported several pieces of art work fell off of the walls and one was damaged. This possibly occurred following someone entering through a set of doors without proper access.
11000178,VANDALISM - BY GRAFFITI,2011-01-17T13:16:00Z,Inactive,,,Hewit Place Q Street Galleries,"1155 ""Q"" St.",MUSEUM,0,0,"The word ""dosy"" was written on a door."
11000181,ACCIDENTS - P.D. H&R NOT REPORTABLE,2011-01-17T15:20:00Z,Inactive,2011-01-15T22:00:00Z,2011-01-16T16:45:00Z,Phi Gamma Delta,"1425 ""R"" St.",OFF CAMPUS/GREEK HOUSING,0,150,Hit and run that occurred in the parking lot.
11000180,LARCENY - STOLEN BIKE,2011-01-17T15:42:00Z,Inactive,2010-12-14T13:00:00Z,2010-12-28T15:00:00Z,Schramm Hall,1130 N. 14th St.,UNL RESIDENCE HALL,110,20,BMX style bicycle stolen from the west side of Schramm.
11000183,LARCENY - FROM BUILDING,2011-01-17T21:04:00Z,Cleared By Arrest,2011-01-17T21:04:00Z,2011-01-17T21:04:00Z,Mabel Lee Hall,840 N. 14th St.,UNL ACADEMIC BUILDING,0,0,Person cited for Theft by Unlawful-Taking for taking money from a bag in the Mabel Lee Building.
11000184,NARCOTICS - POSSESSION,2011-01-17T23:12:00Z,Cleared By Exception,2011-01-17T23:12:00Z,2011-01-17T23:12:00Z,Abel Hall,880 N. 17th St.,UNL RESIDENCE HALL,0,0,"Person cited for Possession of Marijunan less than an oz, this occured in Abel Hall."
11000189,MEDICAL EMERGENCY,2011-01-18T10:44:00Z,Cleared By Exception,2011-01-18T10:44:00Z,,Harper Hall,1150 N. 14th St.,UNL RESIDENCE HALL,0,0,UNL Student reports pain in her abdominal area. Was transported to a area hospital. UNL Housing was notified.
11000090,OUTSIDE - O.P.S. OTHER,2011-01-18T13:51:00Z,Cleared By Exception,2011-01-18T13:51:00Z,2011-01-18T13:51:00Z,N/A,,UNKNOWN,0,0,Ofc. helping Saunder Count Sheriff's Office on a case.
11000193,FRAUD - CREDIT CARDS/ATM/BANK CARD,2011-01-18T17:18:00Z,Inactive,,,Telecommunications Building,900 N. 16th St.,INTERNET/CYBERSPACE,1398,0,Report of fraudulent purchases at the UNL Marketplace.
11000194,ACCIDENTS - P.D. NOT REPORTABLE,2011-01-18T18:39:00Z,Cleared By Exception,2011-01-18T18:39:00Z,,N/A,1030 N. 16th St.,GOVT. PARKING LOT (UNL),0,1750,Non-reportable accident in the parking lot. The drivers exchanged information.
11000195,LARCENY - OTHER OR FROM OPEN AREA,2011-01-18T20:55:00Z,Inactive,2010-12-01T12:00:00Z,2011-01-10T12:00:00Z,N/A,,UNKNOWN,20,0,"Theft of gift card from the Knolls Residence Center, $20 loss."
11000197,MEDICAL EMERGENCY,2011-01-18T21:08:00Z,Cleared By Exception,2011-01-18T21:08:00Z,2011-01-18T21:08:00Z,Abel Hall,880 N. 17th St.,UNL RESIDENCE HALL,0,0,"Person having a seizure in Abel Hall, taken to Bryan LGH West by LFR."
11000198,ACCIDENTS - P.D. H&R NOT REPORTABLE,2011-01-18T21:18:00Z,Inactive,2011-01-18T18:15:00Z,2011-01-18T21:15:00Z,Stadium Drive Parking Garage,625 Stadium Drive,GOVT. PARKING LOT (UNL),0,400,"Hit and Run to vehicle while it was parked in the Stadium Drive parking garage, $400 damage."
11000200,TRESPASSING,2011-01-18T23:16:00Z,Cleared By Exception,2011-01-18T23:05:00Z,2011-01-18T23:11:00Z,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,0,0,Person contacted for entering Selleck Quad by following a student into the building. He was warned for trespassing and given a Trespassing Policy Letter.
11000202,ALCOHOL - DWI,2011-01-19T01:55:00Z,Cleared By Arrest,2011-01-19T01:55:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,"Person stopped for speeding on 17th Street R-Vine, found to be intoxicated Tested .141 BAC, cited for DWI No Proof of Insurance and Speeding."
11000203,NARCOTICS - POSSESSION,2011-01-19T03:04:00Z,Cleared By Exception,2011-01-19T03:04:00Z,,Sandoz Hall,820 N. 17th St.,UNL RESIDENCE HALL,0,0,Person in Sandoz Hall cited for Possession of Marijuana less that an ounce.
11000205,NARCOTICS - OTHER,2011-01-19T05:28:00Z,Cleared By Arrest,2011-01-19T05:28:00Z,2011-01-19T05:28:00Z,Sandoz Hall,820 N. 17th St.,UNL RESIDENCE HALL,0,0,UNL student cited/released for Possession of Drug Paraphernalia after officers were sent to his dorm on a smell of marijuana.
11000206,BURGLARY,2011-01-19T11:41:00Z,Inactive,2011-01-02T17:00:00Z,2011-01-18T11:41:00Z,Lied Center,301 N. 12th St.,"UNL SUPPORT FACILITY (office, service)",40,0,$40.00 in cash taken from inside a desk in a locked office.
11000208,LARCENY - OTHER OR FROM OPEN AREA,2011-01-19T12:29:00Z,Inactive,2011-01-14T12:00:00Z,2011-01-19T12:00:00Z,N/A,"N. 19th Street and ""Y"" Street",GOVT. LOT/FIELD (UNL),100,3,Electrical wire pulled from a construction trailer by unknown means. $103.00 loss.
11000210,LARCENY - OTHER OR FROM OPEN AREA,2011-01-19T15:58:00Z,Inactive,2010-09-16T00:01:00Z,2010-11-23T23:59:00Z,Military & Naval Science,1360 Vine St.,UNKNOWN,500,0,UNL ROTC reported missing several deposits.
11000211,LARCENY - FROM BUILDING,2011-01-19T18:04:00Z,Inactive,2011-01-19T16:30:00Z,2011-01-19T17:30:00Z,Campus Recreation Center,841 N. 14th St.,SPORT FACILITIES,107,0,UNL student reported a wallet and contents stolen from an unsecured locker.
11000216,ALCOHOL - DRUNK,2011-01-19T21:36:00Z,Cleared By Exception,2011-01-19T21:36:00Z,,Innovation Campus,2100 State Fair Park Drive,SPORT FACILITIES,0,0,Non-student removed from the Stars hockey game and taken to detox (.195 BAC).
11000207,SS - CHECK WELFARE OF PERSON,2011-01-20T09:33:00Z,Cleared By Exception,2011-01-19T09:33:00Z,,N/A,,MULTI-DWELLING (7 + UNITS) off campus,0,0,UNLPD checked the welfare of a UNL student.  Student was found to be fine. Case cleared.
11000223,LOST OR STOLEN ITEM,2011-01-20T10:15:00Z,Inactive,2011-01-20T06:40:00Z,2011-01-20T07:00:00Z,Hardin Hall,1600 N. 33rd St.,"UNL SUPPORT FACILITY (office, service)",145,0,"UNL employee left her rings in the restroom, unattended. When she returned they were gone."
11000225,SUSPICIOUS PERSON,2011-01-20T13:12:00Z,Inactive,2011-01-14T19:15:00Z,2011-01-14T20:00:00Z,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,0,0,Belated report of a party possibly following another.
11000227,ACCIDENTS - P.D. REPORTABLE,2011-01-20T14:53:00Z,Cleared By Exception,2011-01-20T14:53:00Z,,N/A,745 N. 14th St.,GOVT. PARKING LOT (UNL),0,300,"UNL owned vehicle involved in a two-vehicle, non-injury accident.  State Accident Form completed."
11000229,ACCIDENTS - P.D. NOT REPORTABLE,2011-01-20T15:56:00Z,Cleared By Exception,2011-01-20T15:50:00Z,,515 N 19th Parking Lot Vine to,515 N. 19th St.,GOVT. PARKING LOT (UNL),0,800,"Two vehicle, non-injury accident."
11000226,LOST OR STOLEN ITEM,2011-01-20T16:46:00Z,Inactive,2010-12-15T17:00:00Z,2011-01-16T08:00:00Z,Campus Recreation Center,841 N. 14th St.,SPORT FACILITIES,230,0,UNL student reported clothing missing from a rented locker. Items were possibly removed due to locker lease expiring.
