Case #,Incident Code,Report Time,Case Status,Start Occurred,End Occurred,Building,Location 1,Location 2,Stolen,Damaged,Summary
8000082,NARCOTICS - POSSESSION,2008-01-09T01:26:00Z,Cleared By Arrest,2008-01-09T01:26:00Z,,N/A,"N. 21st Street and ""Y"" Street",STREET,0,0,"Passenger of a vehicle stopped for a traffic violation was found to be in possession of marijuana < 1 OZ, after the driver told officers he had marijuana, he also had an active LPD Broadcast."
8000083,ALCOHOL - DWI,2008-01-09T01:31:00Z,Cleared By Arrest,2008-01-09T01:31:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,Non Student stopped on traffic violation found to be DWI. .147 BAC. Passenger found to be in possession of marijuana and had an active LPD Broadcast. See  case number 08000082.
8000184,DISTURBANCE - OTHER,2008-01-09T20:15:00Z,Inactive,2007-11-29T10:00:00Z,,Bob Devaney Sports Center,1600 Court St.,SPORT FACILITIES,0,0,Staff received an unwanted letter. No sender information.
8000090,TRAFFIC - SUSPENDED DRIVER,2008-01-09T22:52:00Z,Cleared By Arrest,2008-01-09T22:52:00Z,,N/A,N. 17th Street and N. Antelope Valley Parkway,STREET,0,0,"Non Student stopped on traffic violation found to be DUS, Open Title, Open Alcohol Container."
8000091,ACCIDENTS - P.D. NOT REPORTABLE,2008-01-10T07:47:00Z,Inactive,2008-01-10T07:47:00Z,,Hardin Hall,1600 N. 33rd St.,GOVT. PARKING LOT (UNL),0,3500,Mazda vs. Hyundai occurred west of the Hardin Hall dock area.
8000100,ALCOHOL - DWI,2008-01-11T01:35:00Z,Cleared By Arrest,2008-01-11T01:35:00Z,2008-01-11T01:35:00Z,N/A,N. 17th Street and Vine Street,STREET,0,0,Traffic Stop.  Driver cited/admitted into Detox for DWI (.185 BAC) and Speeding.
8000104,LARCENY - STOLEN BIKE,2008-01-11T21:20:00Z,Inactive,2008-01-11T16:00:00Z,2008-01-11T20:00:00Z,Westbrook Music Building,"1104 ""R"" St.",UNL ACADEMIC BUILDING,140,10,Bike stolen from east side of Westbrook Building.
8000106,MEDICAL EMERGENCY,2008-01-11T21:51:00Z,Inactive,2008-01-11T22:31:00Z,,N/A,3403 Starr St.,UNL APARTMENT,0,0,Juvenile female in possible seizure. Transported to Bryan LGH.
8000107,TRAFFIC - SUSPENDED DRIVER,2008-01-12T05:30:00Z,Cleared By Arrest,2008-01-12T05:30:00Z,,N/A,"N. 17th Street and ""R"" Street",STREET,0,0,Traffic Stop.  Driver cited/lodged for DUS (X4)/Speeding.
8000115,MISC - OTHER,2008-01-12T23:15:00Z,Cleared By Arrest,2008-01-12T23:15:00Z,,N/A,N. 19th Street and Vine Street,STREET,0,0,Traffic Stop.  UNL student cited/released for Open Container in Vehicle.
8000116,MISC - OTHER,2008-01-12T23:40:00Z,Cleared By Arrest,2008-01-12T23:40:00Z,,Delta Upsilon,1548 Vine St.,STREET,0,0,Traffic Stop.  Driver and passengers cited/released for DUS/Open Container/No Headlights at Night.
8000118,ALCOHOL - MINOR IN POSSESSION,2008-01-13T01:45:00Z,Cleared By Arrest,2008-01-13T01:45:00Z,,Sandoz Hall,820 N. 17th St.,UNL RESIDENCE HALL,0,0,"Three UNL students and two non-students cited/released for MIPC. (.061, .110, .087, .192, .097 BAC's)"
8000119,LARCENY - FROM MOTOR VEHICLE,2008-01-13T03:00:00Z,Inactive,2008-01-12T23:00:00Z,2008-01-13T02:30:00Z,N/A,14th/Bessie Parking lot,GOVT. PARKING LOT (UNL),390,0,Two UNL students report items taken from unlocked vehicle.
8000120,ALCOHOL - MINOR IN POSSESSION,2008-01-13T03:16:00Z,Cleared By Arrest,2008-01-13T03:16:00Z,,Sigma Chi,1510 Vine St.,OFF CAMPUS/GREEK HOUSING,0,0,Three UNL students cited/released for MIP/C. (.083 BAC)
8000123,NARCOTICS - POSSESSION,2008-01-13T05:15:00Z,Cleared By Arrest,2008-01-13T05:15:00Z,,Neihardt Residence Center,540 N. 16th St.,UNL RESIDENCE HALL,0,0,UNL student cited/released for Poss of Marijuana < 1oz. (7.1 grams) and Drug Paraphernalia.
8000124,BURGLARY,2008-01-13T05:42:00Z,Unfounded,2008-01-12T21:30:00Z,2008-01-13T03:00:00Z,The Village,1055 N. 16th St.,UNL APARTMENT,980,0,Burglary of laptop and accessories from locked dorm room.  No forced entry.
8000125,MEDICAL EMERGENCY,2008-01-13T09:28:00Z,Cleared By Exception,2008-01-13T09:28:00Z,2008-01-13T09:28:00Z,Delta Tau Delta,715 N. 16th St.,OFF CAMPUS/GREEK HOUSING,0,0,Student complaining of flu like symptoms. Transported to the hospital by LFR.
8000126,AUTO THEFT,2008-01-13T11:30:00Z,Unfounded,2008-01-12T20:00:00Z,2008-01-13T00:00:00Z,Andersen Hall,200 Centennial Mall N.,GOVT. PARKING LOT (UNL),8000,0,Stolen secured vehicle from the northeast portion of the parking lot.
8000133,DISTURBANCE - OTHER,2008-01-14T11:35:00Z,Cleared By Exception,2008-01-13T18:20:00Z,,Coliseum,1350 Vine St.,INTERNET/CYBERSPACE,0,0,Email sent to the Gymnastics office which had questionable content.
8000138,MEDICAL EMERGENCY,2008-01-14T16:54:00Z,Inactive,2008-01-14T16:54:00Z,2008-01-14T16:54:00Z,Bob Devaney Sports Center,1600 Court St.,SPORT FACILITIES,0,0,"Person having breathing trouble, transported to Byran East."
8000141,ALCOHOL - MINOR IN POSSESSION,2008-01-15T01:07:00Z,Cleared By Arrest,2008-01-15T01:07:00Z,,N/A,,UNL RESIDENCE HALL,0,0,"Two Students cited for MIPC. One .147 BAC. One .228 BAC. The .228 BAC. Was taken to Detox, the other turned over to Abel Hall R.D. Then her Father."
8000144,LARCENY - STOLEN BIKE,2008-01-15T10:47:00Z,Inactive,2007-12-07T12:00:00Z,2007-12-21T12:00:00Z,Abel Hall,860 N. 17th St.,UNL RESIDENCE HALL,315,0,"Stolen bicycle, thought to be secured, sometime during the month of December."
8000151,MEDICAL EMERGENCY,2008-01-15T16:27:00Z,Inactive,2008-01-15T16:27:00Z,2008-01-15T16:27:00Z,College of Business Admin.,512 N. 12th St.,UNL ACADEMIC BUILDING,0,0,Person having heat flashes and wringing in ears. LFR at scene but transportation refused. Taken to hospital by spouse.
8000153,LITTERING,2008-01-15T17:19:00Z,Cleared By Arrest,2008-01-15T17:19:00Z,,Union-City,,"UNL SUPPORT FACILITY (office, service)",0,0,Person cited for urinating in the southeast stairwell of the City Union and transported to detox with a BAC. of .319.
8000154,VANDALISM - OTHER,2008-01-15T19:56:00Z,Inactive,2008-01-14T21:30:00Z,2008-01-15T19:00:00Z,Mabel Lee Hall,840 N. 14th St.,UNL ACADEMIC BUILDING,0,400,Unknown person broke the northeast door of Mabel Lee Hall with unknown object.
8000158,ACCIDENTS - P.D. NOT REPORTABLE,2008-01-16T10:34:00Z,Inactive,2008-01-16T10:34:00Z,,Champions Club,701 Stadium Drive,GOVT. PARKING LOT (UNL),0,1200,Two vehicle non injury accident.
8000168,ACCIDENTS - P.D. H&R NOT REPORTABLE,2008-01-16T15:27:00Z,Inactive,2007-12-22T07:30:00Z,2007-12-22T12:00:00Z,17th & R Parking Garage,300 N. 17th St.,GOVT. PARKING GARAGE (UNL),0,500,Belated Hit and Run accident in the 17th and R Street parking garage.
8000171,MEDICAL EMERGENCY,2008-01-16T23:56:00Z,Inactive,2008-01-16T23:56:00Z,,Pound Hall,,UNL RESIDENCE HALL,0,0,"Medical units responded to Pound Hall on a report of a student vomiting. Alcohol not involved. Student transported to Bryan LGH West, possibly suffering from the flu."
8000172,MEDICAL EMERGENCY,2008-01-17T01:10:00Z,Inactive,2008-01-17T01:00:00Z,2008-01-17T01:10:00Z,Smith Hall,1120 N. 14th St.,UNL RESIDENCE HALL,0,0,A student was having difficulty breathing then went into convulsions. Transported to Bryan LGH West. Alcohol not involved.
8000178,LOST OR STOLEN ITEM,2008-01-17T17:13:00Z,Cleared By Exception,2008-01-16T17:13:00Z,2008-01-17T17:13:00Z,N/A,,UNKNOWN,11.05,0,UNL staff member lost his wallet and contents on city campus.
8000179,FIRE - FALSE ALARM,2008-01-17T18:11:00Z,Cleared By Exception,2008-01-17T18:11:00Z,2008-01-17T18:11:00Z,Burnett Hall,"1220 ""T"" St.",UNL ACADEMIC BUILDING,0,0,5 year old accidentally engaged pull station. No criminal offense.
8000181,ALCOHOL - DWI,2008-01-18T01:08:00Z,Cleared By Arrest,2008-01-18T01:08:00Z,2008-01-18T01:08:00Z,N/A,N. 17th Street and Vine Street,STREET,0,0,Traffic Stop.  Non student cited/released for DWI (.146 BAC)/No Headlights at night.  Released to brother at Detox.
8000182,ALCOHOL - MINOR IN POSSESSION,2008-01-18T04:50:00Z,Cleared By Arrest,2008-01-18T04:50:00Z,2008-01-18T04:50:00Z,1220 N. 14th St.,,GOVT. PARKING LOT (UNL),0,0,Field Contact- One UNL student cited/released for MIPC (.108 BAC).  Another UNL student cited/admitted into Detox for MIPC (.204 BAC)/Open Container in Vehicle.
8000185,TRAFFIC - SUSPENDED DRIVER,2008-01-18T12:25:00Z,Cleared By Arrest,2008-01-18T12:25:00Z,2008-01-18T12:25:00Z,N/A,"N. 19th Street and ""Y"" Street",STREET,0,0,Non-student stopped on a traffic violation and taken to jail for Driving Under Suspension.
8000188,BURGLARY,2008-01-18T16:01:00Z,Inactive,2008-01-17T22:00:00Z,2008-01-18T10:00:00Z,Sigma Alpha Epsilon,635 N. 16th St.,OFF CAMPUS/GREEK HOUSING,194,0,"Unknown person(s) stole students wallet,backpack and contents from Frat room."
8000190,ALCOHOL - MINOR IN POSSESSION,2008-01-18T22:13:00Z,Cleared By Arrest,2008-01-18T22:13:00Z,2008-01-18T22:13:00Z,HSS North Lot,1220 N. 14th St.,GOVT. PARKING LOT (UNL),0,0,Six UNL Students cited for MIP after detail observed them with beer.
8000191,ALCOHOL - MINOR IN POSSESSION,2008-01-18T22:32:00Z,Cleared By Arrest,2008-01-18T22:32:00Z,,N/A,N. 17th Street and N. Antelope Valley Parkway,STREET,0,0,Field Contact:  UNL student cited/released for MIP.
8000192,TRAFFIC - SUSPENDED DRIVER,2008-01-18T23:05:00Z,Cleared By Arrest,2008-01-18T23:05:00Z,,N/A,N. 14th Street and Vine Street,STREET,0,0,Traffic Stop: Non student cited/released for DUS/No Valid Registration/No Proof of Insurance.
8000195,FIRE - FALSE ALARM,2008-01-19T00:20:00Z,Inactive,2008-01-19T00:20:00Z,,Cather Hall,,UNL RESIDENCE HALL,0,0,"Fire alarm. No fire, pull station activated on 7th floor.  No suspect(s)."
8000197,FIRE - FALSE ALARM,2008-01-19T03:06:00Z,Inactive,2008-01-19T03:06:00Z,,Sandoz Hall,820 N. 17th St.,UNL RESIDENCE HALL,0,0,Fire Alarm:  Pull station activated on 5th floor.  No suspect(s).
8000199,ALCOHOL - DRUNK,2008-01-19T03:21:00Z,Inactive,2008-01-19T03:21:00Z,,Sandoz Hall,820 N. 17th St.,UNL RESIDENCE HALL,0,0,Alcohol Drunk.  UNL student transported to Detox. (.223 BAC)
8000207,TRAFFIC - SUSPENDED DRIVER,2008-01-19T13:15:00Z,Cleared By Arrest,2008-01-19T13:15:00Z,2008-01-19T13:15:00Z,N/A,"N. 17th Street and ""Y"" Street",STREET,0,0,Non-student stopped for expired plates and was lodged in jail for Driving Under Suspension.
8000210,MEDICAL EMERGENCY,2008-01-19T17:47:00Z,Inactive,2008-01-19T17:07:00Z,,N/A,,SPORT FACILITIES,0,0,Male with Cardiac problems.
8000212,ALCOHOL - MINOR IN POSSESSION,2008-01-19T20:30:00Z,Cleared By Arrest,2008-01-19T20:30:00Z,,N/A,1325 New Hampshire St.,GOVT. PARKING LOT (UNL),0,0,Non student cited/released for MIP.
8000213,NARCOTICS - POSSESSION,2008-01-19T21:31:00Z,Cleared By Arrest,2008-01-19T21:31:00Z,2008-01-19T21:31:00Z,N/A,1830 Vine St.,GOVT. PARKING LOT (UNL),0,0,1 UNL student and 2 non students arrested for Possession of Marijuana <1oz.
8000217,ALCOHOL - DWI,2008-01-20T01:14:00Z,Cleared By Arrest,2008-01-20T01:14:00Z,,N/A,"""Q"" Street and N. 13th Street",STREET,0,0,"Traffic Stop.  UNL student cited/admitted into Detox for DWI (.169 BAC) , operating a motor vehicle at night without headlights, careless driving."
8000218,ALCOHOL - MINOR IN POSSESSION,2008-01-20T03:02:00Z,Cleared By Arrest,2008-01-20T03:02:00Z,,Sigma Alpha Epsilon,,OFF CAMPUS/GREEK HOUSING,0,0,Student cited for MIP after she was observed to be in possession of a bottle containing alcohol. .140 BAC.
8000221,ALCOHOL - MINOR IN POSSESSION,2008-01-20T03:29:00Z,Cleared By Arrest,2008-01-20T03:29:00Z,,N/A,,GOVT. PARKING LOT (UNL),0,0,Officers were detailed to the Sandoz Parking Lot reference possible marijuana violation. Two students cited one for MIPC .054 BAC. The other MIPC and Drug Paraphernalia. .141 BAC.
8000223,ALCOHOL - UNL POLICY VIOLATION,2008-01-20T05:06:00Z,Cleared By Exception,2008-01-20T04:28:00Z,2008-01-20T04:41:00Z,Delta Upsilon,1548 Vine St.,OFF CAMPUS/GREEK HOUSING,0,0,Female observed inside of fraternity after 2:00 am.  Alcohol also found in common area of fraternity.
8000232,MEDICAL EMERGENCY,2008-01-20T23:41:00Z,Inactive,2008-01-20T23:41:00Z,,Abel Hall,860 N. 17th St.,UNL RESIDENCE HALL,0,0,Student possibly suffering a panic attack taken to Bryan LGH West by ambulance. Alcohol not involved.
8000233,ALCOHOL - MINOR IN POSSESSION,2008-01-21T01:04:00Z,Cleared By Arrest,2008-01-21T01:04:00Z,,N/A,"N. 17th Street and ""R"" Street",SIDEWALK,0,0,Student cited for MIPC. .149 BAC.
8000238,LARCENY - FROM MOTOR VEHICLE,2008-01-21T12:08:00Z,Inactive,2008-01-20T20:00:00Z,2008-01-21T11:00:00Z,Farm House Fraternity,3601 Apple St.,OFF CAMPUS/GREEK HOUSING,610,1000,Theft of a student's personal items after entry was gained into his secure vehicle.
8000241,LARCENY - FROM MOTOR VEHICLE,2008-01-21T13:31:00Z,Inactive,2008-01-20T03:30:00Z,2008-01-20T21:00:00Z,N/A,515 N. 19th St.,GOVT. PARKING LOT (UNL),200,10,Unknown person(s) enter vehicle in the 19th R-Vine lot and removed the JVC CD player.
8000245,NARCOTICS - POSSESSION,2008-01-21T23:25:00Z,Cleared By Arrest,2008-01-21T23:25:00Z,,Sandoz Hall,820 N. 17th St.,UNL RESIDENCE HALL,0,0,A student was contacted by officers investigating a report of marijuana being smoked on the 4th floor of Sandoz. Student cited for <1 oz. Marijuana and drug paraphernalia. 1.5 Grams.
8000247,ACCIDENTS - P.D. H&R NOT REPORTABLE,2008-01-22T07:52:00Z,Inactive,2008-01-18T15:00:00Z,2008-01-22T07:52:00Z,Sandoz Hall,820 N. 17th St.,GOVT. PARKING LOT (UNL),0,1200,"Student's vehicle was damaged by another vehicle, which left the scene."
8000250,ACCIDENTS - P.D. REPORTABLE,2008-01-22T09:48:00Z,Inactive,2008-01-22T09:48:00Z,,Law College,1875 N. 42nd St.,GOVT. PARKING LOT (UNL),0,2500,State vehicle slid on the snow and ice and struck a parked vehicle.
8000252,ACCIDENTS - P.D. REPORTABLE,2008-01-22T10:51:00Z,Cleared By Exception,2008-01-22T10:51:00Z,,N/A,820 N. 17th St.,GOVT. PARKING LOT (UNL),0,1300,Two vehicle non injury accident.
8000255,DISTURBANCE - OTHER,2008-01-22T14:55:00Z,Cleared By Exception,2008-01-22T09:30:00Z,2008-01-22T13:15:00Z,Othmer Hall,820 N. 16th St.,UNL ACADEMIC BUILDING,0,0,Disturbance with terminated temporary employee.  Terminated employee escorted out of the building by ULPD.
8000257,TRESPASSING,2008-01-22T16:42:00Z,Inactive,2008-01-22T16:42:00Z,2008-01-22T16:42:00Z,Love Library South,"1248 ""R"" St.",LIBRARY,0,0,"Person viewing pornographic websites on computer in Love Library, person given a trespass policy letter."
8000262,ALCOHOL - DWI,2008-01-23T01:11:00Z,Cleared By Arrest,2008-01-23T01:11:00Z,,N/A,"N. 14th Street and ""Q"" Street",STREET,0,0,Non Student stopped on traffic violation found to be DWI. .118 BAC.
8000263,MISC - OTHER,2008-01-23T01:32:00Z,Inactive,2008-01-23T01:30:00Z,,N/A,,UNL RESIDENCE HALL,0,0,Safe found open at neihardt Hall No signs of forced entry. All contents accounted for.
8000265,DISTURBANCE - OTHER,2008-01-23T12:38:00Z,Cleared By Arrest,2008-01-23T08:30:00Z,,Sandoz Hall,820 N. 17th St.,UNL RESIDENCE HALL,0,0,"UNL student made a threatening statement on ""myspace.com.""  Cited and released for Disturbing the Peace."
8000268,LARCENY - FROM BUILDING,2008-01-23T14:36:00Z,Inactive,2008-01-22T09:30:00Z,2008-01-22T10:10:00Z,Abel Hall,860 N. 17th St.,UNL RESIDENCE HALL,110,0,UNL student purportedly had U.S. Currency and Ritalin prescription stolen.
8000269,LARCENY - OTHER OR FROM OPEN AREA,2008-01-23T16:29:00Z,Inactive,,2008-01-16T16:00:00Z,N/A,N. 14th Street and Vine Street,STREET,41,0,UNL student lost/ had his wallet stolen in late Aug 2007.
8000279,OUTSIDE - O.P.S. OTHER,2008-01-23T21:00:00Z,Inactive,2008-01-23T21:00:00Z,,N/A,"3435 ""B"" St.",SINGLE FAMILY - off campus,0,0,Employment interview revealed candidate was a suspect in a Lincoln Burglary. TOT LPD.
8000274,ALCOHOL - DWI,2008-01-24T01:29:00Z,Cleared By Arrest,2008-01-24T01:29:00Z,2008-01-24T01:29:00Z,N/A,"""T"" Street and N. 10th Street",STREET,0,0,"Non Student stopped on traffic violation found to be DUS, DWI. Person did not give a sufficient sample to test and was cited for refuse chemical test. Highest reading showed .134 BAC. Lodged for DUS."
8000273,VANDALISM - OTHER,2008-01-24T02:10:00Z,Inactive,2008-01-23T23:45:00Z,2008-01-24T02:10:00Z,Abel Hall,860 N. 17th St.,UNL RESIDENCE HALL,0,25,Glass panel covering fire hose hook up broken.
8000276,BURGLARY,2008-01-24T09:51:00Z,Inactive,2008-01-23T13:00:00Z,2008-01-24T08:30:00Z,Love Library South,"1248 ""R"" St.",LIBRARY,1560,0,Two Dell laptops stolen from an office in Love Library.
8000280,MEDICAL EMERGENCY,2008-01-24T14:24:00Z,Cleared By Exception,2008-01-24T14:24:00Z,2008-01-24T14:24:00Z,Morrill Hall,"1335 ""U"" St.",GOVT. PARKING LOT (UNL),0,0,Adult female in seizures. Not transported.
8000291,MEDICAL EMERGENCY,2008-01-24T22:30:00Z,Cleared By Exception,2008-01-24T22:30:00Z,,Smith Hall,1120 N. 14th St.,UNL RESIDENCE HALL,0,0,Student vomiting with flu-like symptoms.  Refused transport.
8000295,NARCOTICS - POSSESSION,2008-01-24T23:59:00Z,Cleared By Arrest,2008-01-24T23:59:00Z,,N/A,"N. 16th Street and ""Q"" Street",STREET,0,0,Traffic Stop.  Driver was found to be in possession of 200.5 grams of Marijuana.  He was cited for Possession of Marijuana > 1oz but less than one pound.  Lodged for DUS (X2).
8000296,TRESPASSING,2008-01-25T01:22:00Z,Cleared By Arrest,2008-01-25T01:22:00Z,,Union-City,,"UNL SUPPORT FACILITY (office, service)",0,0,Transient contacted in Union after hours.  Bar and Banned from Campus.
8000297,MEDICAL EMERGENCY,2008-01-25T04:40:00Z,Cleared By Exception,2008-01-25T04:40:00Z,,Abel Hall,860 N. 17th St.,UNL RESIDENCE HALL,0,0,UNL student unconscious in hallway.  Transported to LGH-West.  Non-life threatening.
8000312,SUSPICIOUS PERSON,2008-01-25T09:11:00Z,Inactive,2008-01-24T11:00:00Z,2008-01-24T11:50:00Z,Love Library South,"1248 ""R"" St.",UNL ACADEMIC BUILDING,0,0,Possible weapons violation.
8000315,MEDICAL EMERGENCY,2008-01-25T11:36:00Z,Cleared By Exception,2008-01-25T11:36:00Z,,Union-City,"1400 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,0,Person was transported to hospital due to a seizure.
8000322,ALCOHOL - DWI,2008-01-25T20:49:00Z,Cleared By Arrest,2008-01-25T20:49:00Z,,N/A,"N. 17th Street and ""Y"" Street",STREET,0,0,Traffic Stop.  Driver cited/admitted into Detox for DWI (.209 BAC) and Violated Stop Sign.
8000324,MEDICAL EMERGENCY,2008-01-25T22:58:00Z,Cleared By Exception,2008-01-25T22:58:00Z,,Lied Center,,AUDITORIUM/THEATER,0,0,Non student with diabetic reaction.  Refused transport.
8000326,NARCOTICS - POSSESSION,2008-01-25T23:35:00Z,Cleared By Arrest,2008-01-25T23:35:00Z,,Smith Hall,1120 N. 14th St.,UNL RESIDENCE HALL,0,0,Two UNL students cited/released for Possession of Marijuana < 1 oz (2.4 grams) and Drug Paraphernalia/MIP.
8000327,NARCOTICS - POSSESSION,2008-01-26T01:05:00Z,Cleared By Arrest,2008-01-26T01:05:00Z,,N/A,1810 Vine St.,GOVT. PARKING LOT (UNL),0,0,Two UNL student cited/released for Possession of Marijuana < 1 oz. (1.6 grams) and Drug Paraphernalia.
8000328,TRAFFIC - SUSPENDED DRIVER,2008-01-26T01:34:00Z,Cleared By Arrest,2008-01-26T01:34:00Z,,N/A,N. 16th Street and Vine Street,STREET,0,0,Traffic Stop.  Driver found to be suspended (X4).  Cited/Lodged for DUS.
8000332,AUTO THEFT,2008-01-26T01:52:00Z,Cleared By Arrest,2008-01-26T01:52:00Z,,N/A,Holdrege Street and N. 27th Street,STREET,0,0,Two juvenile males cited/lodged into YAC for Theft (Auto)/Fleeing to Avoid/Failure to Comply/Reckless Driving/No Operators License/No Headlights at Night/Aiding and Abetting a Felony.
8000338,MEDICAL EMERGENCY,2008-01-26T12:33:00Z,Cleared By Exception,2008-01-26T12:33:00Z,,Kabredlo's,"1540 ""P"" St.",GAS/SERVICE STATION,0,0,Non student experienced a diabetic reaction with decreased level of consciousness.
8000345,ALCOHOL - MINOR IN POSSESSION,2008-01-26T23:21:00Z,Cleared By Arrest,2008-01-26T23:21:00Z,,N/A,N. 16th Street and Vine Street,STREET,0,0,UNL student cited for MIP-C after testing a .032 BAC.
