Case #,Incident Code,Report Time,Case Status,Start Occurred,End Occurred,Building,Location 1,Location 2,Stolen,Damaged,Summary
7000035,BURGLARY,2007-01-04T22:55:00Z,Cleared By Exception,2006-12-15T23:00:00Z,2007-01-03T23:00:00Z,Phi Kappa Psi,"1548 ""S"" St.",OFF CAMPUS/GREEK HOUSING,400,0,Victim reports numerous items taken from his closed and locked room during the winter break.
7000036,TRAFFIC - SUSPENDED DRIVER,2007-01-05T00:18:00Z,Cleared By Arrest,2007-01-05T00:18:00Z,,N/A,"N. 27th Street and ""W"" Street",STREET,0,0,Vehicle was stopped for white light to rear.  Driver was suspended with a history X7.  Three passengers in vehicle along with driver were minors.  All were cited for MIP.  Driver was arrested and lodged for DUS.  Driver and front seat passenger were also cited for Open Container.
7000041,VANDALISM - OTHER,2007-01-05T14:10:00Z,Inactive,,2007-01-05T12:40:00Z,Varner Hall,3835 Holdrege St.,"UNL SUPPORT FACILITY (office, service)",0,450,Outer window of a two pane window broken by unknown means.  No suspects.
7000042,FIRE (WORKING) - ALARM,2007-01-05T20:08:00Z,Cleared By Exception,2007-01-05T20:08:00Z,,2222 Vine St.,2222 Vine St.,UNL APARTMENT,0,0,Grease fire in the kitchen.  Fire was put out prior to LFR's arrival.  No damage.
7000044,FIRE - FALSE ALARM,2007-01-05T22:51:00Z,Inactive,2007-01-05T22:51:00Z,,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,0,0,Fire alarm station pulled on the third floor with no fire on location.  No witnesses or suspects.
7000045,MEDICAL EMERGENCY,2007-01-05T22:52:00Z,Inactive,2007-01-05T22:52:00Z,,Bob Devaney Sports Center,1600 Court St.,SPORT FACILITIES,0,0,Party slipped and fell while dancing at the Governor's Ball.
7000047,LITTERING,2007-01-06T01:00:00Z,Cleared By Arrest,2007-01-06T01:00:00Z,,Andersen Hall,,GOVT. PARKING LOT (UNL),0,0,Male party observed urinating in the Andersen Hall parking lot.  He was cited and released for Littering.
7000048,LITTERING,2007-01-06T01:11:00Z,Cleared By Arrest,2007-01-06T01:11:00Z,,Andersen Hall,200 Centennial Mall N.,GOVT. PARKING LOT (UNL),0,0,Male party observed urinating in the Andersen Hall parking lot.  Cited and released for Littering.
7000049,NARCOTICS - POSSESSION,2007-01-06T01:40:00Z,Cleared By Arrest,2007-01-06T01:40:00Z,,N/A,N. 26th Street and Vine Street,STREET,0,0,Traffic stop performed on vehicle.  Driver gave consent to search his vehicle which yielded two marijuana bongs.  Driver was cited and released for Possession of Drug Paraphernalia.
7000051,MEDICAL EMERGENCY,2007-01-06T10:34:00Z,Cleared By Exception,2007-01-06T10:34:00Z,,N/A,,UNL APARTMENT,0,0,Seizure. No transport.
7000054,MEDICAL EMERGENCY,2007-01-06T12:20:00Z,Inactive,2007-01-06T12:20:00Z,,Bob Devaney Sports Center,1600 Court St.,SPORT FACILITIES,0,0,Party slipped on ice that was on the sidewalk near Devany.
7000059,FALSE INFORMATION - GIVEN TO OFC.,2007-01-06T23:44:00Z,Cleared By Arrest,2007-01-06T23:44:00Z,,N/A,N. 10th Street and Charleston Street,STREET,0,0,Traffic stop.  Driver and passenger provided false information about driver's identity.  Both were cited for False Information.  Driver was also cited for Speeding.
7000061,LITTERING,2007-01-07T00:51:00Z,Cleared By Arrest,2007-01-07T00:51:00Z,,Andersen Hall,200 Centennial Mall N.,GOVT. PARKING LOT (UNL),0,0,"Party contacted in parking lot for urinating.  Ran from officer.  Failed to comply with ""Stop, Police"".  Resisted arrest when officer attempted to place him in custody.  Party was lodged for Failure to Comply, Resisting Arrest and cited for Littering.  See IR 07000060 for Assault on a Police Officer."
7000060,ASSAULT - OF POLICE OFFICER,2007-01-07T00:53:00Z,Cleared By Arrest,2007-01-07T00:53:00Z,,N/A,"N. 16th Street and ""P"" Street",SIDEWALK,0,0,Officer had foot pursuit.  Party turned around and struck officer with closed fist.  Party was taken into custody and lodged for an Assault on a Police Officer.
7000062,VANDALISM - BY GRAFFITI,2007-01-07T10:10:00Z,Inactive,2007-01-05T17:00:00Z,2007-01-07T10:10:00Z,Wick Alumni Center,"1520 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,150,Windows at Wick Alumni Center had been spray painted with silver paint.
7000067,ACCIDENTS - P.D. H&R NOT REPORTABLE,2007-01-07T18:00:00Z,Inactive,2007-01-05T21:00:00Z,2007-01-06T18:00:00Z,N/A,15th and U to S St.,STREET,0,0,Hit and run to parked by the Kaufmann Center.
7000072,VANDALISM - OTHER,2007-01-08T07:34:00Z,Cleared By Arrest,2007-01-05T18:00:00Z,2007-01-07T17:00:00Z,Lied Center,301 N. 12th St.,"UNL SUPPORT FACILITY (office, service)",0,50,A window on the north side of the building damaged by bricks being thrown into the window.
7000074,ACCIDENTS - P.D. H&R NOT REPORTABLE,2007-01-08T09:52:00Z,Cleared By Arrest,2007-01-08T09:25:00Z,2007-01-08T09:25:00Z,N/A,1033 N. 16th St.,GOVT. PARKING LOT (UNL),0,500,Hit and run accident which resulted in the arrest of the person responsible.
7000078,LARCENY - STOLEN BIKE,2007-01-08T14:21:00Z,Inactive,2007-01-07T19:00:00Z,2007-01-08T09:30:00Z,Neihardt Residence Center,540 N. 16th St.,SIDEWALK,60,0,Bike taken from rack by Neihardt.
7000079,TELEPHONE - OTHER,2007-01-08T15:34:00Z,Inactive,2007-01-08T15:18:00Z,,Abel Hall,860 N. 17th St.,UNL RESIDENCE HALL,0,0,Party calling and breathing hard.
7000080,TELEPHONE - OBSCENE CALLS,2007-01-08T16:11:00Z,Inactive,2007-01-08T15:30:00Z,,Abel Hall,860 N. 17th St.,UNL RESIDENCE HALL,0,0,Victim received a obscene phone call from unknown male party.
7000081,TELEPHONE - OBSCENE CALLS,2007-01-08T16:22:00Z,Inactive,2007-01-08T16:15:00Z,,Abel Hall,860 N. 17th St.,UNL RESIDENCE HALL,0,0,Victim received an obscene phone call from unknown male party.
7000082,DISTURBANCE - OTHER,2007-01-08T16:32:00Z,Inactive,2006-10-08T18:00:00Z,2007-01-08T16:00:00Z,Abel Hall,860 N. 17th St.,UNL RESIDENCE HALL,0,0,Victim receiving unwanted massages on AOL instant messenger.
7000083,FRAUD - CREDIT CARDS/ATM/BANK CARD,2007-01-08T19:52:00Z,Inactive,,,N/A,,UNKNOWN,0,0,unknown person used victims check card to make a purchase at smartbargains.com.
7000093,TRAFFIC - OTHER,2007-01-09T03:19:00Z,Cleared By Arrest,2007-01-09T00:21:00Z,,N/A,N. Antelope Valley Parkway and Salt Creek Road,STREET,0,0,"Pty stopped on traffic violation, found to be suspoended and under the influence of THC and methamphetamine. Pty lodged in county jail."
7000092,NARCOTICS - POSSESSION,2007-01-09T04:43:00Z,Cleared By Arrest,2007-01-09T00:21:00Z,,N/A,N. Antelope Valley Parkway and Salt Creek Road,STREET,0,0,"Pty stopped on traffic vciolation, found to be suspended and DUI, PTY also had a small baggy of marijuana weighing 3.1 grams,"
7000094,LOST OR STOLEN ITEM,2007-01-09T09:01:00Z,Inactive,,,N/A,,UNKNOWN,35,0,Student which has misplaced his bicycle. Unknown at this time if it is lost or stolen.
7000096,TELEPHONE - OBSCENE CALLS,2007-01-09T11:43:00Z,Inactive,2007-01-09T11:32:00Z,2007-01-09T11:42:00Z,Burnett Hall,"1220 ""T"" St.",UNL ACADEMIC BUILDING,0,0,Nuisance phone calls by an unknown male caller. Non threatening.
7000098,LARCENY - FROM BUILDING,2007-01-09T13:23:00Z,Cleared By Arrest,,,Canfield South,501 N. 14th St.,UNL ACADEMIC BUILDING,3735.5,0,Case is being investigated.
7000105,LOST OR STOLEN ITEM,2007-01-09T21:33:00Z,Inactive,2007-01-09T20:30:00Z,2007-01-09T21:00:00Z,Manter Hall Life Siences,"1101 ""T"" St.",UNL ACADEMIC BUILDING,250,0,"a student took off her ring to was her hands in a public restroom, when she returned an hour later the ring was gone."
7000107,TRAFFIC - OTHER,2007-01-09T22:30:00Z,Cleared By Exception,2007-01-09T22:30:00Z,,N/A,"N. 17th Street and ""X"" Street",STREET,0,0,"Officer debilka attempted to contact driver of a vehicle LPD had been in pursuit of; However, vehicle sped away. Officer Dibelka did not pursuit vehicle. Pty later apprehended by LPD."
7000109,BURGLARY,2007-01-10T12:25:00Z,Inactive,2007-01-07T19:00:00Z,2007-01-09T23:00:00Z,Sigma Phi Epsilon,601 N. 16th St.,OFF CAMPUS/GREEK HOUSING,340,0,Stolen bicycle from a basement room at the fraternity.
7000115,FIRE (WORKING) - ALARM,2007-01-10T19:50:00Z,Inactive,2007-01-10T19:16:00Z,,Love Memorial Coop,3420 Holdrege St.,UNL RESIDENCE HALL,0,0,Burnt microwave popcorn caused fire alarm to be activated.
7000119,ALCOHOL - DWI,2007-01-11T00:55:00Z,Cleared By Arrest,2007-01-11T00:55:00Z,2007-01-11T00:55:00Z,N/A,N. 17th Street and Vine Street,STREET,0,0,Pty stopped on traffic violation found to be DWI. .091 BAC.
7000121,ALCOHOL - DRUNK,2007-01-11T05:50:00Z,Cleared By Exception,2007-01-11T05:50:00Z,,N/A,"N. 17th Street and ""R"" Street",GOVT. PARKING LOT (UNL),0,0,Transient unable to care for self was transported to Detox where he tested .372 BAC.
7000122,TRAFFIC - OTHER,2007-01-11T08:22:00Z,Cleared By Arrest,2007-01-11T08:22:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,Traffic stop for no plates or paper. Driver cited for no proof of ownership and open container.
7000124,LARCENY - FROM BUILDING,2007-01-11T14:01:00Z,Cleared By Arrest,2007-01-11T14:01:00Z,,Westbrook Music Building,"1104 ""R"" St.",UNL ACADEMIC BUILDING,200,0,Party arrested at Westbrook Building for taking a drum pedal.
7000127,TRAFFIC - SUSPENDED DRIVER,2007-01-11T20:19:00Z,Cleared By Arrest,2007-01-11T20:15:00Z,2007-01-11T20:55:00Z,N/A,"N. 23rd Street and ""W"" Street",STREET,0,0,Vehicle stopped for white light to rear of vehicle.  Driver found to be suspended.  Passenger found to have an open container.  Driver cited and released for DUS.  Passenger cited and released for Open Container.
7000131,TRESPASSING,2007-01-12T00:18:00Z,Cleared By Exception,2007-01-12T00:18:00Z,,17 & R Parking Garage,300 N. 17th St.,GOVT. PARKING GARAGE (UNL),0,0,Male party contacted sleeping in the parking garage stairwell.  Given a policy letter and released with a warning.
7000133,ALCOHOL - DWI,2007-01-12T01:00:00Z,Cleared By Arrest,2007-01-12T01:00:00Z,,N/A,"N. 16th Street and ""Q"" Street",STREET,0,0,"Traffic stop, wrong way on a one way.  Driver found to be intoxicated.  Refused PBT and Intoxilyzer.  Cited and released.  Cited for DWI, Refusal and Wrong Way on One Way.  A friend of driver's was cited for Fail to Comply. He was cited and released."
7000132,BURGLARY,2007-01-12T01:14:00Z,Cleared By Arrest,2007-01-12T00:40:00Z,2007-01-12T01:05:00Z,Alpha Gamma Sigma,4001 Holdrege St.,OFF CAMPUS/GREEK HOUSING,1964,0,Victim reports items taken from his room.  No forced entry.
7000138,ACCIDENTS - P.D. H&R NOT REPORTABLE,2007-01-12T13:43:00Z,Inactive,2007-01-12T08:25:00Z,2007-01-12T09:25:00Z,N/A,1033 N. 16th St.,GOVT. PARKING LOT (UNL),0,500,Non injury hit and run accident occurring in the Reunion lot. No suspects.
7000146,FIRE - FALSE ALARM,2007-01-13T01:13:00Z,Cleared By Arrest,2007-01-13T01:13:00Z,,Alpha Tau Omega,"1433 ""R"" St.",OFF CAMPUS/GREEK HOUSING,0,0,Fire-False Alarm at the Alpha Tau Omega Fraternity.  A member of the house was found to be responsible for spraying a fire extinguisher causing the fire alarm to activate.  Party was cited and released for False Reporting.
7000147,NARCOTICS - OTHER,2007-01-13T02:50:00Z,Cleared By Arrest,2007-01-13T02:50:00Z,,Cather Hall,609 N. 17th St.,UNL RESIDENCE HALL,0,0,Odor of marijuana was detected on the 2nd Floor of Cather Hall.  Contact was made with the resident of the room.  Voluntarily handed over a marijuana pipe with residue.  Cited and released for Possession of Paraphernalia.
7000149,LARCENY - FROM BUILDING,2007-01-13T11:18:00Z,Unfounded,2007-01-12T19:00:00Z,2007-01-12T19:30:00Z,Cook Pavilion,845 N. 14th St.,SPORT FACILITIES,200,0,Cellular phone stolen from the indoor football field.
7000150,ACCIDENTS - P.D. H&R NOT REPORTABLE,2007-01-13T12:06:00Z,Inactive,2007-01-12T19:30:00Z,2007-01-13T12:06:00Z,N/A,1033 N. 16th St.,GOVT. PARKING LOT (UNL),0,300,Non injury hit and run accident.  No suspects.
7000151,MEDICAL EMERGENCY,2007-01-13T16:18:00Z,Inactive,2007-01-13T01:30:00Z,2007-01-13T16:18:00Z,N/A,"1545 ""R"" St.",OFF CAMPUS/GREEK HOUSING,0,0,Male party with possible dislocated knee suffered at an off campus location the night before.  Party was transported by LFR to St. Elizabeth's hospital for treatment.
7000152,TELEPHONE - OBSCENE CALLS,2007-01-13T18:17:00Z,Inactive,2007-01-13T17:00:00Z,2007-01-13T18:17:00Z,Sandoz Hall,820 N. 17th St.,UNL RESIDENCE HALL,0,0,Several parties received obscene phone calls from a male caller.  Retrieved suspect phone number from victims caller I.D.
7000154,ALCOHOL - MINOR IN POSSESSION,2007-01-14T01:18:00Z,Cleared By Arrest,2007-01-14T01:18:00Z,,Harper Hall,1150 N. 14th St.,GOVT. PARKING LOT (UNL),0,0,"Officer observed alcohol sitting on trunk of vehicle with four males.  All four parties cited for Minor in Possession. BAC's-- .040 BAC, .150 BAC, .184 BAC, .080 BAC.  All cited and released."
7000155,VANDALISM - OTHER,2007-01-14T01:30:00Z,Cleared By Arrest,2007-01-14T01:18:00Z,2007-01-14T01:30:00Z,Harper Hall,1150 N. 14th St.,GOVT. PARKING LOT (UNL),0,300,Witness observed party responsible kick off two side mirrors from vehicles parked in the parking lot and drive off.
7000156,ALCOHOL - MINOR IN POSSESSION,2007-01-14T02:12:00Z,Cleared By Arrest,2007-01-14T02:12:00Z,,N/A,1220 N. 14th St.,GOVT. PARKING LOT (UNL),0,0,"Officer contacted five parties with alcohol in vehicle.  All were cited and released for MIPC.  BAC's--.154 BAC, .088 BAC, .137 BAC, .179 BAC.  One party was tranported to Detox where he was admitted.  Refused PBT."
7000157,MEDICAL EMERGENCY,2007-01-14T03:42:00Z,Cleared By Exception,2007-01-14T03:42:00Z,,N/A,,UNL RESIDENCE HALL,0,0,LFR was dispatched to Abel Hall on an intoxicated male party.  LFR determined the party did not require medical attention.  Turned over to sober friend.
7000158,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",2007-01-14T09:10:00Z,Inactive,,2007-01-14T09:10:00Z,Varner Hall,3835 Holdrege St.,GOVT. PARKING LOT (UNL),0,100,Damaged metal bollard light fixture. Unknown cause.
7000161,MISC - OTHER,2007-01-14T10:56:00Z,Inactive,2007-01-14T10:56:00Z,,Nelle Cochrane Woods Art Bldg.,"1140 ""R"" St.",UNL ACADEMIC BUILDING,0,100,Insignificant chemical spill inside room 304 which also seeped into room 207
7000165,TRESPASSING,2007-01-14T22:03:00Z,Cleared By Arrest,2007-01-14T22:03:00Z,,Nebraska Union,,"UNL SUPPORT FACILITY (office, service)",0,0,"Transient refusing to leave the student union when closing, lodged for obstructibg an officer as detox refused to take him. .275 BAC."
7000167,ALCOHOL - MINOR IN POSSESSION,2007-01-14T23:28:00Z,Cleared By Arrest,2007-01-14T23:28:00Z,,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,0,0,A total of 7 pty's were cited for mipc after being reported by Selleck Quad Staff All t BAC'S Are mentioned in the reports.
7000171,TRESPASSING,2007-01-15T23:12:00Z,Cleared By Arrest,2007-01-15T23:12:00Z,,Union-City,,"UNL SUPPORT FACILITY (office, service)",0,0,Transient who had been ban and barred from campus was refusing to leave the city union after closing time. Pty was lodged for trespass. .259 BAC.
7000173,MEDICAL EMERGENCY,2007-01-16T01:48:00Z,Inactive,2007-01-16T01:48:00Z,2007-01-16T01:48:00Z,Nebraska Union,"1400 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,0,A Student attempted to get his non-Studebt cousin to his dorm room at  Selleck hall when the barefoot non-student passed out. Temp. -10 Degress. pty taken to hospital by lLFR. Refused BAC Tesr
7000180,FIRE - FALSE ALARM,2007-01-16T17:12:00Z,Inactive,2007-01-16T17:12:00Z,,Oldfather Hall,660 N. 12th St.,UNL ACADEMIC BUILDING,0,0,Main sprinkler line broke causing water to flood the first floor.
7000181,MEDICAL EMERGENCY,2007-01-16T22:43:00Z,Inactive,2007-01-16T22:25:00Z,2007-01-16T22:43:00Z,Cather Hall,609 N. 17th St.,UNL RESIDENCE HALL,0,0,"Student suffered an apparent allergic reaction to ingredients in a piece of gum she chewed. Pty was alert and speaking, but transfered to ST'E's Medical Center at her request."
7000183,NARCOTICS - POSSESSION,2007-01-17T03:11:00Z,Cleared By Arrest,2007-01-17T00:35:00Z,,N/A,"""T"" Street and N. 25th Street",STREET,0,0,"Pty stopped on traffic violation found to be DWI, in possession of marijuana, and crack cocaine. Pty lodged under crack cocaine and cited for other offenses."
7000189,ALCOHOL - DRUNK,2007-01-17T10:16:00Z,Cleared By Exception,2007-01-17T10:16:00Z,,N/A,"1619 ""R"" St.",OFF CAMPUS/GREEK HOUSING,0,0,Intoxicated person needing ride to Detox. Tested a .197.
7000197,LARCENY - FROM BUILDING,2007-01-17T17:47:00Z,Inactive,2007-01-17T13:45:00Z,2007-01-17T15:00:00Z,Home Economics,1650 N. 35th St.,UNL ACADEMIC BUILDING,276,0,Purse taken from desk drawer in the Home Economics building.
7000200,LARCENY - FROM MOTOR VEHICLE,2007-01-17T19:27:00Z,Inactive,2007-01-16T21:15:00Z,2007-01-17T15:30:00Z,N/A,1220 N. 14th St.,GOVT. PARKING LOT (UNL),150,0,Mirror taken from vehicle
7000210,MEDICAL EMERGENCY,2007-01-18T13:22:00Z,Inactive,2007-01-18T13:22:00Z,,Andrews Hall,625 N. 14th St.,UNL ACADEMIC BUILDING,0,0,Party became ill from low sugar count. Medical refused.
7000218,DISTURBANCE - DOMESTIC,2007-01-18T21:22:00Z,Inactive,2007-01-18T16:30:00Z,2007-01-18T21:22:00Z,Pound Hall,513 N. 17th St.,UNL RESIDENCE HALL,0,0,Domestic disturbance involving phone calls and civil matter involving property.
7000222,VANDALISM - OTHER,2007-01-19T00:41:00Z,Inactive,2007-01-19T00:30:00Z,2007-01-19T00:40:00Z,Phi Gamma Delta,"1425 ""R"" St.",OFF CAMPUS/GREEK HOUSING,0,450,Possible damage to vehicle in parking lot from an object thrown from the 3rd Floor of the ATO House.
7000224,TRESPASSING,2007-01-19T04:05:00Z,Cleared By Exception,2007-01-19T04:05:00Z,,Union-City,,"UNL SUPPORT FACILITY (office, service)",0,0,Non student inside City Union computer lab (students only).  Given a policy letter.
7000230,VANDALISM - BY GRAFFITI,2007-01-19T17:08:00Z,Cleared By Exception,,2007-01-19T16:30:00Z,Delta Upsilon,1548 Vine St.,OFF CAMPUS/GREEK HOUSING,0,200,Building sprayed painted
7000231,BURGLARY,2007-01-19T17:19:00Z,Inactive,2006-12-14T12:00:00Z,2007-01-08T17:00:00Z,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,195,0,Victim reports his camera stolen from his room over Christmas break.  No suspects.
7000236,LITTERING,2007-01-20T00:46:00Z,Cleared By Arrest,2007-01-20T00:46:00Z,,Andersen Hall,200 Centennial Mall N.,GOVT. PARKING LOT (UNL),0,0,Female contacted in Andersen Hall parking lot for urinating.  Cited and Released for Littering.
7000241,MEDICAL EMERGENCY,2007-01-20T02:32:00Z,Inactive,2007-01-20T02:32:00Z,,Abel Hall,860 N. 17th St.,UNL RESIDENCE HALL,0,0,Intoxicated female in the restroom.  Tested .191 BAC.  Transported to LGH West for observations.
7000242,TRAFFIC - OTHER,2007-01-20T06:12:00Z,Cleared By Arrest,2007-01-20T06:12:00Z,,N/A,"""T"" Street and N. 10th Street",STREET,0,0,Traffic stop.  Driver had an open container and signs of alcohol consumption.  Driver was cited and released to a sober friend.  Cited for Speeding/Open Container/No Valid Operators License.
7000248,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",2007-01-20T14:18:00Z,Inactive,2007-01-20T12:00:00Z,2007-01-20T14:18:00Z,Hewit Place Q Street Galleries,"1155 ""Q"" St.",MUSEUM,0,0,LFR was attempting to extinguish vehicles that were on fire on the 4th level of the Que Place Parking garage.  It was later discovered water leaked into the Hewitt Place galleries.  Unknown amount damage at this time to the galleries and artwork.
7000253,ALCOHOL - DRUNK,2007-01-20T15:59:00Z,Cleared By Exception,2007-01-20T15:59:00Z,,Union-City,"1400 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,0,Female causing a disturbance by yelling.  Upon contact by Officers it was determined party was intoxicated and unable to care for themselves.  Transported to Detox.  Tested a .320 BAC.
7000256,FIRE - FALSE ALARM,2007-01-20T18:33:00Z,Inactive,2007-01-20T18:33:00Z,,Cook Pavilion,845 N. 14th St.,"UNL SUPPORT FACILITY (office, service)",0,0,Pull station activated.  Elementary aged kids playing soccer in the facility.
7000260,TRESPASSING,2007-01-21T01:52:00Z,Closed - Cleared By Arrest-Adult,2007-01-21T01:52:00Z,,Memorial Stadium,,SPORT FACILITIES,0,550,Party arrested for breaking main South Stadium entrance door.  Sustained minor injuries.  Cited and lodged for Criminal Mischief and 2nd Degree Trespass.
7000264,DISTURBANCE - OTHER,2007-01-21T02:47:00Z,Inactive,2007-01-21T02:30:00Z,2007-01-21T02:45:00Z,Sandoz Hall,820 N. 17th St.,UNL RESIDENCE HALL,0,0,RA in Sandoz had 3 males in the womens restroom.  They refused to give their names and didn't comply with the RA.
7000265,TELEPHONE - OBSCENE CALLS,2007-01-21T12:59:00Z,Inactive,2006-10-01T14:13:00Z,2007-01-20T18:08:00Z,The Courtyards,733 N. 17th St.,UNL APARTMENT,0,0,Party receiving harassing phone calls.
7000312,VANDALISM - OTHER,2007-01-21T19:59:00Z,Inactive,2007-01-21T01:30:00Z,2007-01-21T03:45:00Z,Memorial Stadium,740 Stadium Drive,GOVT. PARKING LOT (UNL),0,150,Car window broken out in the South Stadium parking lot.
7000267,MEDICAL EMERGENCY,2007-01-21T22:52:00Z,Inactive,2007-01-21T22:52:00Z,,Schramm Hall,,SIDEWALK,0,0,Pty injured her right ankle after slipping on ice.
7000272,BURGLARY,2007-01-22T09:50:00Z,Inactive,2007-01-19T14:00:00Z,2007-01-19T14:25:00Z,Keim Hall,1825 N. 38th St.,UNL ACADEMIC BUILDING,210,0,VIctim's duffel bag containing misc personal items was taken from an unlocked office.
7000273,ACCIDENTS - P.D. NOT REPORTABLE,2007-01-22T10:40:00Z,Inactive,2007-01-22T10:40:00Z,,N/A,"""X"" Street and N. 16th Street",GOVT. PARKING LOT (UNL),0,500,Non injury accident in parking lot.
7000274,LOST OR STOLEN ITEM,2007-01-22T13:18:00Z,Inactive,2007-01-21T12:00:00Z,2007-01-21T20:00:00Z,Cather Hall,609 N. 17th St.,UNL RESIDENCE HALL,100,0,Lost cellular phone
7000277,ACCIDENTS - P.D. REPORTABLE,2007-01-22T14:00:00Z,Inactive,2007-01-22T14:00:00Z,,N/A,1655 N. 35th St.,GOVT. PARKING LOT (UNL),0,3000,Non injury accident on East Campus.
7000278,LARCENY - FROM BUILDING,2007-01-22T14:39:00Z,Inactive,2007-01-19T14:45:00Z,2007-01-19T15:00:00Z,Keim Hall,1825 N. 38th St.,UNL ACADEMIC BUILDING,544.97,0,Camera taken from a room in Keim Hall
7000280,ACCIDENTS - P.D. REPORTABLE,2007-01-22T15:28:00Z,Cleared By Exception,2007-01-22T11:00:00Z,2007-01-22T11:00:00Z,Textron,900 N. 21st St.,GOVT. PARKING LOT (UNL),0,0,Two vehilce non-injury accident Textron parking lot.
7000281,VANDALISM - OTHER,2007-01-22T18:19:00Z,Inactive,2007-01-05T21:00:00Z,2007-01-17T19:00:00Z,N/A,1220 N. 14th St.,GOVT. PARKING LOT (UNL),0,150,Mirror on a vehicle was damaged in the HSS parking lot.
7000288,LARCENY - FROM BUILDING,2007-01-23T00:36:00Z,Inactive,2007-01-17T22:00:00Z,2007-01-18T09:00:00Z,Abel Hall,860 N. 17th St.,UNL RESIDENCE HALL,300,0,"Pty left camera on a table in the study area of 12th floor abel south, when he returned the next day the camera was gone."
7000292,MEDICAL EMERGENCY,2007-01-23T08:25:00Z,Inactive,2007-01-23T08:00:00Z,2007-01-23T08:25:00Z,Westbrook Music Building,"1104 ""R"" St.",UNL ACADEMIC BUILDING,0,0,Female fell and struck her head causing a laceration and pain. Unknown time of occurrence or exact location due to her confusion.
7000294,ACCIDENTS - P.D. REPORTABLE,2007-01-23T11:01:00Z,Inactive,2007-01-23T02:30:00Z,2007-01-23T02:30:00Z,Selleck Quad,600 N. 15th St.,STREET,0,1250,Two vehicle non-injury accident on 15th Street between S and U Streets.
7000296,BURGLARY,2007-01-23T15:17:00Z,Inactive,2007-01-12T21:00:00Z,2007-01-13T12:00:00Z,Pi Beta Phi,426 N. 16th St.,OFF CAMPUS/GREEK HOUSING,700,0,Paintings taken from 426 N 16th.
