Case #,Incident Code,Report Time,Case Status,Start Occurred,End Occurred,Building,Location 1,Location 2,Stolen,Damaged,Summary
13000023,DISTURBANCE - OTHER,2013-01-04T13:44:00Z,Cleared By Arrest,2012-12-21T18:30:00Z,2013-01-04T07:00:00Z,N/A,402 W. State Farm Road,"North Platte) (UNL SUPPORT FACILITY (office, service)",0,0,Report of a suspicious substance found under an office door.
13000028,TRAFFIC - SUSPENDED DRIVER,2013-01-04T19:40:00Z,Cleared By Arrest,2013-01-04T19:40:00Z,,N/A,"N. 17th Street and ""Y"" Street",STREET,0,0,Vehicle stopped for violating a stop sign.  Driver contacted and found to be suspended.  Cited/lodged for DUS and Stop Sign Violation.  History of DUS (X4) and FTA (X2).
13000030,NARCOTICS - POSSESSION,2013-01-05T00:04:00Z,Cleared By Arrest,2013-01-05T00:04:00Z,,Harper Hall,1150 N. 14th St.,UNL RESIDENCE HALL,0,0,Student contacted for narcotics use in a dorm room.  Cited/released for Possession of Marijuana 1 oz or Less and Possession of Drug Paraphernalia.
13000032,ALCOHOL - DWI,2013-01-05T04:24:00Z,Cleared By Arrest,2013-01-05T04:24:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,Non-student stopped for speeding.  Cited/Detox for Refuse Chemical Test and 5 other Misdemeanors.
13000036,LARCENY - FROM BUILDING,2013-01-05T18:48:00Z,Cleared By Arrest,2013-01-05T18:00:00Z,2013-01-05T18:45:00Z,Campus Recreation Center,841 N. 14th St.,"UNL SUPPORT FACILITY (office, service)",30,0,Report of a purse and contents stolen from an unlocked locker in the women's locker room.
13000040,ACCIDENTS - P.D. H&R NOT REPORTABLE,2013-01-06T00:08:00Z,Inactive,2013-01-05T22:15:00Z,2013-01-06T00:08:00Z,N/A,200 Centennial Mall N.,GOVT. PARKING LOT (UNL),0,500,Hit and accident.  Damage estimated at $500.00.  Investigation continues.
13000044,TRAFFIC - SUSPENDED DRIVER,2013-01-06T23:34:00Z,Cleared By Arrest,2013-01-06T23:34:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,Non-student stopped for speeding and cited/released for Driving Under Suspension.
13000045,ALCOHOL - MINOR IN POSSESSION,2013-01-07T00:38:00Z,Cleared By Arrest,2013-01-07T00:38:00Z,2013-01-07T00:38:00Z,N/A,"N. 17th Street and ""Y"" Street",STREET,0,0,UNL student contacted for walking on a pedestrian-restricted roadway. Determined to be a minor and had been consuming alcohol off-campus. Cited/taken to Detox for MIP-C. .149 BAC.
13000046,TRAFFIC - SUSPENDED DRIVER,2013-01-07T01:00:00Z,Cleared By Arrest,2013-01-07T01:00:00Z,,N/A,"N. 10th Street and ""Q"" Street",STREET,0,0,Non-student stopped for headlight infraction. Driver was cited/released for Driving Under Suspension.
13000047,NARCOTICS - POSSESSION,2013-01-07T01:11:00Z,Cleared By Arrest,2013-01-07T01:11:00Z,,Sandoz Hall,820 N. 17th St.,UNL RESIDENCE HALL,0,0,UNL student contacted smoking marijuana in his dorm room. Cited/released for Possession of Marijuana Less Than an Ounce.
13000048,ALCOHOL - MINOR IN POSSESSION,2013-01-07T03:28:00Z,Cleared By Arrest,2013-01-07T03:28:00Z,,Abel Hall,880 N. 17th St.,UNL RESIDENCE HALL,0,0,UNL student taken to detox after causing a disturbance. Cited for MIP-C (.174 BAC) and Disturbing the Peace.
13000050,OUTSIDE CRIME - REPORTS OUTSIDE JURISDICTION,2013-01-07T12:23:00Z,Inactive,,,N/A,,SINGLE FAMILY - off campus,0,0,Report of unwanted romantic advances and gifts to a UNL student occurring outside of Lincoln/Lancaster County.
13000051,ACCIDENTS - P.D. H&R NOT REPORTABLE,2013-01-07T13:18:00Z,Cleared By Exception,2013-01-07T13:18:00Z,,College of Dentistry,3975 Potter St.,GOVT. PARKING LOT (UNL),0,300,"Hit and Run accident in the east parking lot of the College of Dentistry, $300 damage."
13000053,LOST OR STOLEN ITEM,2013-01-07T15:12:00Z,Inactive,2012-12-28T00:01:00Z,2012-12-28T23:59:00Z,N/A,,UNKNOWN,0,0,Person lost their Malaysian Passport and a U. S. Visa card unknown location.
13000055,VANDALISM - OTHER,2013-01-07T17:54:00Z,Inactive,2013-01-07T09:00:00Z,2013-01-07T10:30:00Z,N/A,,GOVT. PARKING LOT (UNL),0,390,"Unknown person(s) broke a window of a vehicle while parked in lot 10th and Y street, $390 damage."
13000056,LOST OR STOLEN ITEM,2013-01-07T19:45:00Z,Inactive,2013-01-07T15:29:00Z,,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,280,0,Checked two address where phone might have been.
13000058,LARCENY - FROM BUILDING,2013-01-07T21:17:00Z,Cleared By Arrest,2013-01-07T19:00:00Z,2013-01-07T21:00:00Z,Campus Recreation Center,841 N. 14th St.,"UNL SUPPORT FACILITY (office, service)",137,0,Pair of boots stolen from an unlocked locker.
13000061,NARCOTICS - POSSESSION,2013-01-07T23:16:00Z,Cleared By Arrest,2013-01-07T23:16:00Z,,Cather Hall,609 N. 17th St.,UNL RESIDENCE HALL,0,0,UNL student contacted after an odor of marijuana was smelled coming from his room. Cited/released for Poss. of Marijuana Less than an Ounce and Drug Paraphernalia.
13000063,TRAFFIC - SUSPENDED DRIVER,2013-01-08T03:11:00Z,Cleared By Arrest,2013-01-08T03:11:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,Non-student stopped for speeding. He was lodged in jail for Driving Under Suspension and cited for other traffic offenses.
13000067,ASSAULT - NON DOMESTIC,2013-01-08T08:39:00Z,Cleared By Arrest,2013-01-08T07:50:00Z,2013-01-08T08:00:00Z,N/A,"1780 ""R"" St.",UNL RESIDENCE HALL,0,0,Report of an assault at construction site. One lodged for 1st Degree Assault.
13000068,VANDALISM - BY GRAFFITI,2013-01-08T08:56:00Z,Cleared By Exception,2013-01-07T17:00:00Z,2013-01-08T08:50:00Z,Alexander Building,"1410 ""Q"" St.","UNL SUPPORT FACILITY (office, service)",0,50,Report a vandalism by graffiti to the Alexander Building.
13000069,LOST OR STOLEN ITEM,2013-01-08T09:53:00Z,Inactive,2012-11-10T17:00:00Z,2013-01-08T08:00:00Z,N/A,,UNKNOWN,0,0,Report of some lost identification documents that have not been seen for over two months.
13000070,DISTURBANCE - OTHER,2013-01-08T16:05:00Z,Inactive,2013-01-08T16:05:00Z,,Andrews Hall,625 N. 14th St.,UNL ACADEMIC BUILDING,0,0,Person in Andrews Hall received a threatening letter.
13000072,MEDICAL EMERGENCY,2013-01-08T22:33:00Z,Cleared By Exception,2013-01-08T22:33:00Z,,Campus Recreation Center,841 N. 14th St.,"UNL SUPPORT FACILITY (office, service)",0,0,UNL student injured ankle and was transported to Bryan LGH West for further treatment.
13000074,ACCIDENTS - P.D. REPORTABLE,2013-01-09T05:33:00Z,Cleared By Exception,2013-01-09T04:45:00Z,,College of Dentistry,3975 Potter St.,GOVT. PARKING LOT (UNL),0,900,Report of UNL vehicle that slid into a cement post due to icy roads.
13000075,MEDICAL EMERGENCY,2013-01-09T11:21:00Z,Cleared By Exception,2013-01-09T11:21:00Z,,Abel Hall,880 N. 17th St.,UNL RESIDENCE HALL,0,0,A student was transported to Bryan LGH for abdominal pain.
13000076,FORGERY - COUNTERFEIT MONEY/COINS,2013-01-09T11:49:00Z,Inactive,,,Burr Hall,1701 N. 35th St.,UNL RESIDENCE HALL,0,0,Counterfeited one dollar bill found at Burr Hall desk.
13000077,VANDALISM - OTHER,2013-01-09T16:10:00Z,Inactive,2013-01-04T17:00:00Z,2013-01-07T08:00:00Z,Warehouse 1,3600 East Campus Loop,"UNL SUPPORT FACILITY (office, service)",0,366,Report of two vandalisms to vehicles parked on the north side of building.  Damage to the catalytic converters on each.
13000078,LOST OR STOLEN ITEM,2013-01-09T19:47:00Z,Inactive,2013-01-09T16:00:00Z,2013-01-09T17:50:00Z,N/A,"N. 12th Street and ""Q"" Street",STREET,110,0,"UNL student reports her N card, credit card, bus pass and one hundred dollars lost on a Star Tran Bus."
13000081,ALCOHOL - DRUNK,2013-01-09T23:40:00Z,Cleared By Exception,2013-01-09T23:40:00Z,,Husker Hall,705 N. 23rd St.,UNL APARTMENT,0,0,Student contacted for intoxication.  Transported to Detox (.235 BrAC).
13000085,LARCENY - FROM BUILDING,2013-01-10T14:00:00Z,Cleared By Arrest,2013-01-03T13:00:00Z,2013-01-06T13:00:00Z,Campus Recreation Center,841 N. 14th St.,"UNL SUPPORT FACILITY (office, service)",185,0,Report of theft from the women locker room at the Campus Rec Center.
13000087,LOST OR STOLEN ITEM,2013-01-10T17:01:00Z,Cleared By Exception,2013-01-09T17:01:00Z,2013-01-10T17:01:00Z,Selleck Quad,600 N. 15th St.,UNL RESIDENCE HALL,0,0,Person reported losing passport in Selleck.
13000094,ALCOHOL - MINOR IN POSSESSION,2013-01-11T02:39:00Z,Cleared By Arrest,2013-01-11T02:39:00Z,,Harper Hall,1150 N. 14th St.,UNL RESIDENCE HALL,0,0,Student contacted for intoxication.  Cited/Detox for MIPC and Failure to Comply (refused BrAC).
13000101,LARCENY - FROM BUILDING,2013-01-11T17:26:00Z,Cleared By Arrest,2013-01-11T16:30:00Z,2013-01-11T17:26:00Z,Campus Recreation Center,841 N. 14th St.,"UNL SUPPORT FACILITY (office, service)",600,0,Student had her belongings stolen from an unsecured locker in the womens locker room in the City Campus Recreation Center.  No suspects at this time.
13000106,ALCOHOL - DRUNK,2013-01-12T01:41:00Z,Inactive,2013-01-12T01:41:00Z,,N/A,Avery Avenue and N. 14th Street,SIDEWALK,0,0,Non-student contacted for intoxication.  Transported to Detox (refused BrAC).
13000108,ALCOHOL - DWI,2013-01-12T02:24:00Z,Cleared By Arrest,2013-01-12T02:24:00Z,,N/A,"N. 17th Street and ""R"" Street",STREET,0,0,"Non student contacted on a traffic stop.  Cited/Detox for DWI (.135 BrAC), DUS and No Taillights."
13000109,ALCOHOL - MINOR IN POSSESSION,2013-01-12T03:59:00Z,Cleared By Arrest,2013-01-12T03:59:00Z,,Abel Hall,880 N. 17th St.,UNL RESIDENCE HALL,0,0,Student contacted for intoxication.  Cited/released for MIPC (.073 BrAC).
13000111,MEDICAL - INHALE INTOXICANT OR HARMFUL VAPORS,2013-01-12T13:19:00Z,Cleared By Exception,2013-01-12T13:19:00Z,,Beadle Center,1901 Vine St.,UNL ACADEMIC BUILDING,0,0,A student spilled a toxic chemical onto her arm at the Beadle Center and became light headed.  Medical was called and she was transported to the hospital for further treatment.
13000113,NARCOTICS - POSSESSION,2013-01-12T19:18:00Z,Cleared By Arrest,2013-01-12T19:18:00Z,,Harper Hall,1150 N. 14th St.,UNL RESIDENCE HALL,0,0,Report of the odor of marijuana emitting from a room.  UNL student cited and released for possession of drug paraphernalia another student was cited for MIP.
13000115,TRAFFIC - SUSPENDED DRIVER,2013-01-13T01:08:00Z,Cleared By Arrest,2013-01-13T01:08:00Z,,N/A,"""T"" Street and N. 10th Street",STREET,0,0,Non student contacted on a traffic stop.  Cited/released for DUS and Speeding.
13000118,DISTURBANCE - DOMESTIC,2013-01-13T01:39:00Z,Cleared By Exception,2013-01-13T01:39:00Z,,1220 N. 14th St.,,GOVT. PARKING LOT (UNL),0,0,2 students involved in a verbal domestic.  No further action warranted.
13000119,ALCOHOL - MINOR IN POSSESSION,2013-01-13T01:47:00Z,Cleared By Arrest,2013-01-13T01:47:00Z,,Pound Hall,513 N. 17th St.,UNL RESIDENCE HALL,0,0,2 students contacted on a disturbance.  Both cited/released for MIPC (.135 and .177 BrAC's).
13000121,ALCOHOL - DWI,2013-01-13T02:41:00Z,Cleared By Arrest,2013-01-13T02:41:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,"Non-student stopped for speeding.  Cited/released for DWI (.112 BrAC), MIP and Speeding."
13000124,VANDALISM - OTHER,2013-01-13T09:38:00Z,Inactive,,,N/A,1550 N. 20th Circle,"UNL SUPPORT FACILITY (office, service)",0,200,"Two windows broken on the east side of the 1550 N 20 Circle, $100 damage."
13000128,LARCENY - STOLEN BIKE,2013-01-13T19:03:00Z,Inactive,2013-01-12T22:30:00Z,2013-01-13T17:30:00Z,Neihardt Residence Center,540 N. 16th St.,STREET,170,0,"Bike taken from pick up bed while parked on 16th Street in front of Neihardt, $170 loss."
13000131,ALCOHOL - DWI,2013-01-14T01:14:00Z,Cleared By Arrest,2013-01-14T01:14:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,Non-student stopped for going the wrong way. Taken to detox and cited for DWI (.151 BAC) and other traffic offenses. Passenger cited for Poss. of Marijuana and Paraphernalia.
13000134,ACCIDENTS - P.D. H&R NOT REPORTABLE,2013-01-14T12:46:00Z,Cleared By Exception,2013-01-08T08:43:00Z,2013-01-08T13:48:00Z,14th & Avery Parking Garage,1111 N. 14th St.,GOVT. PARKING GARAGE (UNL),0,550,Report of a belated accident occurring in the 14th and Avery Parking Garage.
13000137,ACCIDENTS - P.D. REPORTABLE,2013-01-14T15:43:00Z,Cleared By Exception,2013-01-14T15:43:00Z,,N/A,520 N. 19th St.,GOVT. PARKING LOT (UNL),0,800,Two vehicle non injury accident occurring in the Beadle Center lot $800 damage.
13000143,ALCOHOL - MINOR IN POSSESSION,2013-01-14T23:36:00Z,Cleared By Arrest,2013-01-14T23:36:00Z,,Abel Hall,880 N. 17th St.,UNL RESIDENCE HALL,0,0,UNL student cited/released for MIP (.051 BAC) after officers were called to his room for a noise disturbance and alcohol was found.
13000145,TRAFFIC - SUSPENDED DRIVER,2013-01-15T04:49:00Z,Cleared By Arrest,2013-01-15T04:49:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,UNL student stopped for speeding. She was cited/released for Driving Under Suspension.
13000148,VANDALISM - OTHER,2013-01-15T10:36:00Z,Unfounded,,,Temple Building,"1201 ""R"" St.",UNL ACADEMIC BUILDING,0,200,Report a vandalism to stage curtains that occurred in August. Reporting Party wanted this documented only.
13000149,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",2013-01-15T12:11:00Z,Inactive,2013-01-15T12:11:00Z,,2244 Vine St.,2244 Vine St.,UNL APARTMENT,0,0,A pipe burst causing water damage to the carpet in several apartments.
13000153,VANDALISM - OTHER,2013-01-15T19:27:00Z,Inactive,,,Pound Hall,513 N. 17th St.,UNL RESIDENCE HALL,0,2,Pepsi machine shaken and a bottle broken.
13000154,DISTURBANCE - OTHER,2013-01-15T20:56:00Z,Cleared By Exception,2013-01-15T20:56:00Z,,Love Library South,"1248 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,0,Non-student contacted for looking at porn on a library computer. Escorted from the building and given a UNL Trespass Policy Letter.
13000158,NARCOTICS - POSSESSION,2013-01-16T00:15:00Z,Cleared By Arrest,2013-01-16T00:15:00Z,,HSS North Lot,1220 N. 14th St.,GOVT. PARKING LOT (UNL),0,0,UNL student contacted in a parked vehicle. He was cited/released for Possession of Marijuana Less than an Ounce and Drug Paraphernalia.
13000159,TRAFFIC - SUSPENDED DRIVER,2013-01-16T03:46:00Z,Cleared By Arrest,2013-01-16T03:46:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,Non-student stopped for speeding. Cited for speeding and lodged in jail for Driving Under Suspension.
13000166,MEDICAL EMERGENCY,2013-01-16T22:12:00Z,Cleared By Exception,2013-01-16T22:12:00Z,,Bob Devaney Sports Center,1600 Court St.,"UNL SUPPORT FACILITY (office, service)",0,0,Non-student transported to Bryan/LGH West after falling and hitting his head.
13000168,ALCOHOL - DWI,2013-01-17T00:42:00Z,Cleared By Arrest,2013-01-17T00:42:00Z,,N/A,1830 Vine St.,GOVT. PARKING LOT (UNL),0,0,"Two UNL students contacted in a vehicle. One cited/released for MIP-C (.078 BAC). One cited for .02 Violation (.064), MIP-C, Possession of Marijuana and Paraphernalia."
13000169,ALCOHOL - MINOR IN POSSESSION,2013-01-17T00:44:00Z,Cleared By Arrest,2013-01-17T00:44:00Z,,14th & Avery Parking Garage,1111 N. 14th St.,GOVT. PARKING GARAGE (UNL),0,0,Two UNL students cited for MIP-C (.147 BAC & .056 BAC) after being contacted in the parking garage.
13000170,ALCOHOL - MINOR IN POSSESSION,2013-01-17T02:16:00Z,Cleared By Arrest,2013-01-17T02:16:00Z,,14th & Avery Parking Garage,1111 N. 14th St.,GOVT. PARKING GARAGE (UNL),0,0,"UNL student contacted in reference to his car being used by others who were cited for related offenses. He was cited/released for MIP-C (.124 BAC), Possession of Marijuana and Paraphernalia."
13000174,LARCENY - FROM BUILDING,2013-01-17T10:46:00Z,Inactive,2013-01-15T19:00:00Z,2013-01-16T17:00:00Z,Hamilton Hall,639 N. 12th St.,UNL ACADEMIC BUILDING,405,0,UNL student reports cash is missing from an office in Hamilton Hall occupied by a student group.
13000176,DISTURBANCE - OTHER,2013-01-17T19:30:00Z,Inactive,,,The Courtyards,733 N. 17th St.,UNL APARTMENT,0,0,"UNL student reported receiving numerous and harassing text messages/email from a ex-girlfriend, also a UNL student."
13000180,LARCENY - FROM BUILDING,2013-01-17T22:07:00Z,Cleared By Arrest,2013-01-17T21:00:00Z,2013-01-17T22:07:00Z,Campus Recreation Center,841 N. 14th St.,"UNL SUPPORT FACILITY (office, service)",180,0,Larceny of items from an unlocked locker.
13000183,NARCOTICS - POSSESSION,2013-01-18T01:56:00Z,Cleared By Arrest,2013-01-18T01:56:00Z,,N/A,"N. 17th Street and ""R"" Street",STREET,0,0,"UNL Student stopped for speeding and the odor of burnt marijuana was emitting from the vehicle.  Student was cited for possession Marijuana < 1 oz, possession drug paraphernalia and speeding."
13000189,BURGLARY,2013-01-18T11:01:00Z,Inactive,2013-01-11T00:00:00Z,2013-01-18T09:30:00Z,Textron,900 N. 21st St.,"UNL SUPPORT FACILITY (office, service)",7000,0,"Report of a be-lated burglary at Textron. Two Dell computers were taken. Investigation on-going,"
13000190,LOST OR STOLEN ITEM,2013-01-18T14:05:00Z,Cleared By Exception,2013-01-15T11:00:00Z,2013-01-15T21:30:00Z,N/A,,UNL ACADEMIC BUILDING,425,0,UNL faculty member reports a lost/stolen Motorola Xyboard 8.2 Tablet and black/gray leather case.
13000193,LOST OR STOLEN ITEM,2013-01-18T18:10:00Z,Cleared By Exception,2013-01-18T10:00:00Z,2013-01-18T11:15:00Z,N/A,,UNKNOWN,75,0,UNL student reports a lost black Fossil tri-fold wallet and contacts on City Campus.
13000195,TRAFFIC - SUSPENDED DRIVER,2013-01-18T20:44:00Z,Cleared By Arrest,2013-01-18T20:44:00Z,,N/A,"N. 17th Street and ""Y"" Street",STREET,0,0,Vehicle stopped for violating a stop sign.  Driver found to be suspended.  Cited/released for DUS/Stop Sign Violation.  No history of FTA or DUS.
13000196,VANDALISM - OTHER,2013-01-18T21:57:00Z,Inactive,2013-01-18T17:00:00Z,2013-01-18T21:50:00Z,Union-City,"1400 ""R"" St.",SIDEWALK,30,80,Student reports vandalism to her bike.  Damage estimated at $110.00. Investigation ongoing.
13000198,ALCOHOL - MINOR IN POSSESSION,2013-01-18T23:39:00Z,Cleared By Arrest,2013-01-18T23:39:00Z,,N/A,"N. 17th Street and ""R"" Street",STREET,0,0,Student contacted on a traffic stop.  Cited/released for MIPC (.156 BrAC).
13000199,ALCOHOL - MINOR IN POSSESSION,2013-01-19T01:18:00Z,Cleared By Arrest,2013-01-19T01:18:00Z,,N/A,"""T"" Street and N. 10th Street",STREET,0,0,Four students contacted on a traffic stop.  1 cited/released for MIPC (.153 BrAC) and 2 cited/Detox for MIPC (refused BrAC).
13000201,DISTURBANCE - OTHER,2013-01-19T03:22:00Z,Cleared By Exception,2013-01-19T03:22:00Z,2013-01-19T03:22:00Z,Delta Tau Delta,715 N. 16th St.,SIDEWALK,0,0,Report of 6 males leaving boxers at a sorority.  No action requested by the sorority.
13000208,TRAFFIC - SUSPENDED DRIVER,2013-01-19T15:22:00Z,Cleared By Arrest,2013-01-19T15:22:00Z,,N/A,N. 23rd Street and Vine Street,ALLEY,0,0,UNL student stopped for no plates or papers on vehicle.  Found to be suspended.  Cited/Lodged for DUS.  Numerous FTA's and DUS'.
13000209,ACCIDENTS - P.D. H&R REPORTABLE,2013-01-19T17:53:00Z,Cleared By Exception,2013-01-19T02:30:00Z,2013-01-19T17:00:00Z,19th/Vine Parking Garage,1830 Vine St.,GOVT. PARKING LOT (UNL),0,800,"Hit and Run accident Sandoz Hall Parking lot, $800 damage."
13000211,ALCOHOL - MINOR IN POSSESSION,2013-01-19T22:58:00Z,Cleared By Arrest,2013-01-19T22:58:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,"2 students and 1 non-student contacted on a traffic stop.  1 student cited/released for Speeding and No Seat Belts, 1 student cited/released for MIPC (.043 BrAC) and 1 non-student cited/Detox for MIPC (.175 BrAC)."
13000212,ALCOHOL - MINOR IN POSSESSION,2013-01-20T00:34:00Z,Cleared By Arrest,2013-01-20T00:34:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,"2 students and 1 non-student contacted on a traffic stop.  All 3 cited and released for MIPC (.133 BrAC, .028 BrAC and .054 BrAC"
13000213,TRAFFIC - SUSPENDED DRIVER,2013-01-20T01:24:00Z,Cleared By Arrest,2013-01-20T01:24:00Z,,N/A,N. 10th Street and Military Road,STREET,0,0,"Non-student contacted on a traffic stop.  Cited/lodged for DUS, No Proof of Insurance and Driving Left of Center."
13000214,ALCOHOL - DRUNK,2013-01-20T02:29:00Z,Cleared By Exception,2013-01-20T02:29:00Z,,N/A,"N. 17th Street and ""R"" Street",SIDEWALK,0,0,Non-student contacted for intoxication.  Transported to Detox (.219 BrAC).
13000215,TRAFFIC - SUSPENDED DRIVER,2013-01-20T04:35:00Z,Cleared By Arrest,2013-01-20T04:35:00Z,,N/A,N. 17th Street and Vine Street,STREET,0,0,Non-student contacted on a traffic stop.  Cited/lodged for DUS.
13000222,NARCOTICS - POSSESSION,2013-01-20T18:14:00Z,Cleared By Arrest,2013-01-20T18:14:00Z,,N/A,"N. 17th Street and ""R"" Street",STREET,0,0,Non-student stopped for driving the wrong way on a street. Cited/released for Poss. of Marijuana and Drug Paraphernalia.
13000230,VANDALISM - OTHER,2013-01-20T21:26:00Z,Inactive,2013-01-18T21:00:00Z,2013-01-20T21:26:00Z,14th & Avery Parking Garage,1111 N. 14th St.,GOVT. PARKING GARAGE (UNL),0,300,"Vehicle ""keyed"" while in the parking garage."
13000231,VANDALISM - OTHER,2013-01-20T21:26:00Z,Inactive,2013-01-18T21:00:00Z,2013-01-20T21:26:00Z,14th & Avery Parking Garage,1111 N. 14th St.,GOVT. PARKING GARAGE (UNL),0,300,"Vehicle ""keyed"" while in the parking garage."
13000229,VANDALISM - OTHER,2013-01-20T21:26:00Z,Inactive,2013-01-19T15:00:00Z,2013-01-20T21:26:00Z,14th & Avery Parking Garage,1111 N. 14th St.,GOVT. PARKING GARAGE (UNL),0,150,"Vehicle ""keyed"" while in the parking garage."
13000226,VANDALISM - OTHER,2013-01-20T21:26:00Z,Inactive,2013-01-18T21:00:00Z,2013-01-20T21:26:00Z,14th & Avery Parking Garage,1111 N. 14th St.,GOVT. PARKING GARAGE (UNL),0,150,"Vehicle ""keyed"" while in the parking garage."
13000228,VANDALISM - OTHER,2013-01-20T21:26:00Z,Inactive,2013-01-18T21:00:00Z,2013-01-20T21:26:00Z,14th & Avery Parking Garage,1111 N. 14th St.,GOVT. PARKING GARAGE (UNL),0,2000,"Vehicle ""keyed"" while in the parking garage."
13000232,VANDALISM - OTHER,2013-01-20T21:26:00Z,Inactive,2013-01-18T21:00:00Z,2013-01-20T21:26:00Z,14th & Avery Parking Garage,1111 N. 14th St.,GOVT. PARKING GARAGE (UNL),0,300,"Vehicle ""keyed"" while in the parking garage."
13000227,DISTURBANCE - OTHER,2013-01-20T21:43:00Z,Cleared By Exception,2013-01-20T21:43:00Z,,Love Library South,"1248 ""R"" St.","UNL SUPPORT FACILITY (office, service)",0,0,Non-student issued a UNL Trespass Policy Letter and escorted from the building after being observed looking at pornography on a computer.
13000233,ASSAULT - NON DOMESTIC,2013-01-21T00:13:00Z,Inactive,2013-01-21T00:13:00Z,,Phi Gamma Delta,"1425 ""R"" St.",OFF CAMPUS/GREEK HOUSING,0,0,UNL student was assaulted by his roommate in the fraternity.
13000234,ALCOHOL - MINOR IN POSSESSION,2013-01-21T00:38:00Z,Cleared By Arrest,2013-01-21T00:38:00Z,,The Village,1055 N. 16th St.,UNL RESIDENCE HALL,0,0,"Non-student cited for Procuring Alcohol for Minors. Three UNL students, one UNK student and a non-student cited/released for MIP after alcohol found in a room."
13000235,FIRE - FALSE ALARM,2013-01-21T02:00:00Z,Inactive,2013-01-21T02:00:00Z,,Farm House Fraternity,3601 Apple St.,OFF CAMPUS/GREEK HOUSING,0,0,Pull station activated but no fire present. A sign belonging to a local business was also recovered. Investigation continues.
13000236,ALCOHOL - MINOR IN POSSESSION,2013-01-21T03:45:00Z,Cleared By Arrest,2013-01-21T03:45:00Z,,1220 N. 14th St.,,GOVT. PARKING LOT (UNL),0,0,UNL student contacted and was found to be intoxicated. Cited for MIP-C (.222 BAC) and taken to detox.
