Case #,Incident Code,Reported,Case Status,Start Occurred,End Occurred,Building,Location,Stolen,Damaged,Summary
14000076,FIRE - FALSE ALARM,1/7/14 10:00,Cleared by Exception,1/7/14 10:00,,International Affairs,"420 University Terrace (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Pull station accidentally activated by an employee servicing the fire alarm system.
14000090,FIRE - FALSE ALARM,1/8/14 3:00,Inactive,1/8/14 3:00,,Lambda Chi Alpha,1645 R St (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,Ofc. and LFR were dispatched to 1645 R St. reference a general fire alarm.  Alarm sounded due to a broken water pipe.
14000097,MEDICAL EMERGENCY,1/8/14 8:33,Cleared by Exception,1/8/14 8:33,,2222 Vine Street,2222 Vine St. (UNL APARTMENT),$0.00 ,$0.00 ,Female party experiencing chest pains. Transported to hospital by LFR.
14000098,ASSAULT - NON DOMESTIC,1/8/14 8:48,Cleared by Exception,1/8/14 8:48,,College of Dentistry,"3975 Potter St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Patient became physically assaultive during the initial stages of treatment. Officers detained the subject who was eventually escorted from the buidling and banned from returning. No citations issued.
14000102,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",1/8/14 18:00,Cleared by Exception,1/8/14 18:00,,College of Dentistry,3975 Potter St (UNL ACADEMIC BUILDING),$0.00 ,"$3,000.00 ","Water pipe burst causing damage to room and items at the Dental College, $3000 damage."
14000349,LARCENY - FROM BUILDING,1/9/14 13:00,Cleared by Exception,,,Henzlik Hall,1430 Vine St (UNL ACADEMIC BUILDING),$14.00 ,$0.00 ,Investigation of cleaning and bathroom supplies being converted to personal use.
14000119,BURGLARY,1/9/14 13:32,Inactive,1/9/14 10:00,1/9/14 11:45,Nebraska Hall,"900 North 16th St (UNL SUPPORT FACILITY (office, service))",$5.00 ,$0.00 ,Approximately $5.00 worth of change stolen from a coat pocket inside an office believed to be locked.
14000123,LOST OR STOLEN ITEM,1/9/14 15:23,Inactive,1/9/14 15:23,,Union-City,"1400 R St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,UNL student lost an immigration form while on campus.
14000125,MEDICAL EMERGENCY,1/9/14 17:04,Cleared by Exception,1/9/14 17:04,,Union-East,"1705 Arbor Dr (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,UNL staff experienced seizure-like symptoms. Transported to hospital by LFR.
14000133,NARCOTICS - POSSESSION,1/9/14 23:51,Cleared by Arrest,1/9/14 23:51,,The Courtyards,733 North  17th  St. (UNL RESIDENCE HALL),$0.00 ,$0.00 ,One UNL student and one Non-student contacted in a dorm room after the smell of marijuana was discovered coming from the room. The non-student produced a small amount of marijuana and a pipe. Non-student cited and released for possession.
14000144,FIRE - FALSE ALARM,1/10/14 13:15,Cleared by Exception,1/10/14 13:15,,Theodore Jorgensen Hall,855 N. 16th St. (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,Alarm was activated after UNL maintenance personnel repaired a humidifier.
14000145,TRESPASSING,1/10/14 14:15,Cleared by Exception,1/10/14 14:15,,College of Business Admin.,512 North 12th Street (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,Four non-students issued a UNL Trespass Policy Letter after being found in an area they were not allowed to be in.
14000148,ALCOHOL - DWI,1/10/14 18:57,Cleared by Arrest,1/10/14 18:57,,N/A,HOLDREGE ST & N 27TH ST (STREET),$0.00 ,$0.00 ,"Field contact after officer observed a possible suspended driver.  Identity confirmed through Locals.  Cited/Detox for DWI (.108 BAC), DUS, Poss of Marijuana<1 oz. (.9 Grams) and Drug Paraphernalia."
14000149,ALCOHOL - OPEN CONTAINER,1/10/14 21:09,Cleared by Arrest,1/10/14 21:09,,N/A,N 27TH ST & Y ST (STREET),$0.00 ,$0.00 ,Non student stopped for two headlights required.  Driver cited/released for Open Container/No Proof of Insurance/No Proof of Ownership/No Valid Registration. Vehicle towed for no proof of ownership.
14000150,TRAFFIC - SUSPENDED DRIVER,1/10/14 23:31,Cleared by Arrest,1/10/14 23:31,,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,Non-student cited for Driving Under Suspension and lodged in jail for two LPD warrants.
14000153,ALCOHOL - DWI,1/11/14 2:06,Cleared by Arrest,1/11/14 2:06,,N/A,N 17TH ST & Y ST (STREET),$0.00 ,$0.00 ,Non-student cited/released for DWI (.143 BAC) after a stop sign violation.
14000162,TRAFFIC - SUSPENDED DRIVER,1/11/14 16:38,Cleared by Arrest,1/11/14 16:38,,N/A,N 27TH ST & Y ST (STREET),$0.00 ,$0.00 ,Non student confirmed DUS through NCJIS and book-in photos.  Vehicle stopped and driver cited/released for DUS.
14000166,TRAFFIC - SUSPENDED DRIVER,1/11/14 20:00,Cleared by Arrest,1/11/14 20:00,,N/A,N 23RD ST & Y ST (STREET),$0.00 ,$0.00 ,Traffic Stop.  Driver failed to signal proper turn.  Cited/released for DUS.
14000169,TRAFFIC - SUSPENDED DRIVER,1/12/14 15:36,Cleared by Arrest,1/12/14 15:36,,N/A,ANTELOPE VALLEY PARKWAY & M ST (STREET),$0.00 ,$0.00 ,"Person stopped for malfunctioning brake light and found to be driving under suspension, cited for same and released."
14000170,TRAFFIC - SUSPENDED DRIVER,1/12/14 17:16,Cleared by Arrest,1/12/14 17:16,,N/A,N 23RD ST & ORCHARD ST (STREET),$0.00 ,$0.00 ,"Vechile stopped for no front license plate, driver found to be supended, cited for DUS and no Vaild Registration and lodged."
14000174,WEAPONS _ OTHER,1/13/14 13:00,Cleared by Arrest,1/13/14 13:00,,Behlen Physics Lab,500 Stadium Dr (SIDEWALK),$0.00 ,$0.00 ,UNL staff member reported being threatened by a male who pointed an orange colored handgun at him while he was walking on campus.  The person responsible was contacted near 12th and O St. He was cited and lodged for terroristic threats and carrying a concealed weapon.
14000175,LARCENY - STOLEN BIKE,1/13/14 13:33,Cleared by Arrest,11/25/13 15:00,12/20/13 16:00,Bob Devaney Sports Center,"1600 Court St (UNL SUPPORT FACILITY (office, service))",$470.00 ,$0.00 ,"Person reporting their bike taken from the racks by the southwest side of the Hendricks Training Center, $470 loss."
14000176,TRAFFIC - SUSPENDED DRIVER,1/13/14 16:15,Cleared by Arrest,1/13/14 16:15,,N/A,ANTELOPE VALLEY PARKWAY & N 17TH ST (STREET),$0.00 ,$0.00 ,"Person stopped for maljunctioning left rear tail light at AVP and Military Road, driver found to be suspended cited for same and released."
14000177,LOST OR STOLEN ITEM,1/13/14 16:56,Cleared by Exception,1/13/14 16:15,1/13/14 16:35,N/A,N 16TH ST & Q ST (STREET),$7.00 ,$0.00 ,"Person left items on bus, $7 loss."
14000178,TRAFFIC - SUSPENDED DRIVER,1/13/14 20:09,Cleared by Arrest,1/13/14 20:09,,N/A,N 30TH ST & VINE ST (STREET),$0.00 ,$0.00 ,Person stopped at 30th and Vine found to be suspended cited for same adn released.
14000182,ALCOHOL - DWI,1/14/14 1:40,Cleared by Arrest,1/14/14 1:40,,N/A,Q ST & N 16TH ST (STREET),$0.00 ,$0.00 ,Non-student contacted on a traffic stop.  Cited/Detox for DUI (.242 BrAC) and Improper Turn.
14000154,ALCOHOL - MINOR IN POSSESSION,1/14/14 2:40,Cleared by Arrest,1/11/14 3:18,,Boat House,1000 North 16th St. (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,UNL student cited/release for MIPC (.144 BAc) and released to sober party.
14000184,TELEPHONE - OTHER,1/14/14 14:18,Inactive,,,Canfield Administration Building,"503 N 14th (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,"UNL staff member reported receiving unwanted, ongoing text messages from another person."
14000192,LOST OR STOLEN ITEM,1/14/14 19:28,Inactive,12/14/13 19:28,1/14/14 19:28,Pound Hall,"513 North 17th St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Sstudent reporting loss of their passport in the City Union or in Pound Hall.
14000198,ALCOHOL - DWI,1/15/14 2:09,Cleared by Arrest,1/15/14 2:09,,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,Non-student contacted on a traffic stop.  Cited/Detox for DUI (.115 BrAC) and Speeding.
14000200,LOST OR STOLEN ITEM,1/15/14 10:42,Inactive,1/15/14 9:50,1/15/14 10:05,Temple Building,1201 R St (UNL ACADEMIC BUILDING),$8.00 ,$0.00 ,UNL student reported her wallet and contents lost somewhere between the Temple Building and Bruegger's Bagels.
14000201,MEDICAL EMERGENCY,1/15/14 11:18,Cleared by Exception,1/15/14 11:18,,Delta Gamma,400 University Terrace (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,UNL student transported by Lincoln Fire & Rescue to Bryan West for stomach pain.
14000202,DISTURBANCE - OTHER,1/15/14 12:01,Cleared by Exception,1/15/14 12:01,,Canfield South,"501 N 14th (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Former UNL student caused a disturbance.  He was issued a UNL Trespass Policy Letter.
14000205,UNL POLICY VIOLATION -OTHER,1/15/14 15:32,Cleared by Exception,1/15/14 15:32,,University Suites,"1780 ""R"" Street (UNL RESIDENCE HALL)",$0.00 ,$0.00 ,Student had ammo in there room.
14000206,MEDICAL EMERGENCY,1/15/14 15:32,Cleared by Exception,1/15/14 15:32,,Campus Recreation Center,"841 North 14th St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Person dislocated their knee while at the Recreation Center refused medical
14000209,DISTURBANCE - OTHER,1/15/14 18:27,Inactive,,,N/A,(SIDEWALK),$0.00 ,$0.00 ,Student reported being follow by a male into a residence hall.
14000210,DISTURBANCE - OTHER,1/15/14 20:02,Closed - Cleared by Exception,1/15/14 20:02,,Nebraska Union,"1400 R St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,"Three person contacted in city union for causing a disturbance, all given trespass policy letter and one taken to detox with a .331 BAC and turned over to staff at detox."
14000215,LOST OR STOLEN ITEM,1/16/14 0:24,Inactive,1/15/14 21:30,1/16/14 0:24,Bessey Hall,1215 U St (UNKNOWN),$0.00 ,$0.00 ,A staff member reports losing his N-Card.
14000217,ALCOHOL - DWI,1/16/14 2:05,Cleared by Arrest,1/16/14 2:05,,N/A,N 16TH ST & Q ST (STREET),$0.00 ,$0.00 ,"A non-student was cited/released to Detox for DWI, Refusal of Chemical Test, Improper Turn, No Headlights, Possession of Marijuana less than an ounce and Possession of Paraphernalia."
14000219,VANDALISM - OTHER,1/16/14 11:28,Inactive,8/16/13 11:00,1/14/14 11:00,N/A,EAST CAMPUS LOOP & N 37TH ST (GOV'T PARKING LOT (UNL)),$0.00 ,$100.00 ,A tire to a government vehicle was slashed sometime over the past month.
14000220,FIRE (WORKING) - NO ALARM,1/16/14 11:41,Cleared by Exception,1/16/14 11:41,,Robert E. Knoll Residence Center,440 N 17th Street (UNL RESIDENCE HALL),$0.00 ,$0.00 ,A cup of water was used to extinguish smoldering cigarette butts.
14000223,TRAFFIC - SUSPENDED DRIVER,1/16/14 13:59,Cleared by Arrest,1/16/14 13:59,,N/A,ANTELOPE VALLEY PARKWAY & MILITARY RD (STREET),$0.00 ,$0.00 ,Non-student was cited/released for Driving Under Suspension after being contacted on a traffic stop.
14000227,TRAFFIC - SUSPENDED DRIVER,1/16/14 16:09,Cleared by Arrest,1/16/14 16:09,,N/A,ANTELOPE VALLEY PARKWAY & MILITARY RD (STREET),$0.00 ,$0.00 ,Person was stopped at 14th and Nelson found to be suspended cited and released for DUS.
14000231,ALCOHOL - MINOR IN POSSESSION,1/17/14 1:20,Cleared by Arrest,1/17/14 1:20,,N/A,SALT CREEK RDWY & N 14TH ST (TRANSPORTATION SERVICE),$0.00 ,$0.00 ,"Three UNL students were placed into civil protective custody and transported to Detox. BrAC 0.211, 0.225, and 0.176."
14000233,ALCOHOL - DWI,1/17/14 2:18,Cleared by Arrest,1/17/14 2:18,,N/A,N 10TH ST & T ST (STREET),$0.00 ,$0.00 ,"A UNL student was cited and released for DWI, Speeding and No Operators License. BrAC 0.154"
14000232,MEDICAL EMERGENCY,1/17/14 3:14,Cleared by Exception,1/17/14 3:14,,University Suites,"1780 ""R"" Street (UNL APARTMENT)",$0.00 ,$0.00 ,A UNL student was transported to Bryan LGH West for an illness.
14000236,TRESPASSING,1/17/14 8:47,Cleared by Exception,1/17/14 8:47,,Kappa Delta,405 University Terrace (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,A female UNL student was contacted and escorted from the house (she was not a member of the house).
14000239,ALCOHOL - DRUNK,1/17/14 11:50,Cleared by Exception,1/17/14 11:50,,Textron,"900 North 21st St. (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Non-student showed up to a construction site intoxicated.  Taken to detox (.193 BAC) and banned from the construction site.
14000240,LARCENY - FROM BUILDING,1/17/14 14:52,Inactive,12/18/13 8:00,1/11/14 12:00,Schramm Hall,1130 North 14th St (UNL RESIDENCE HALL),$120.00 ,$0.00 ,UNL student reports a belated lost or stolen black Nikon camera from her room.
14000241,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/17/14 18:46,Cleared by Arrest,1/17/14 18:46,,Innovation Campus,1800 State Fair Park Drive (GOV'T LOT/FIELD (UNL)),$0.00 ,$100.00 ,Witness reports a two vehicle hit and run accident. One of the vehicles involved left the area without reporting the incident.
14000244,NARCOTICS - POSSESSION,1/17/14 22:35,Cleared by Arrest,1/17/14 22:47,,N/A,875 N 27 (RESTAURANT),$0.00 ,$0.00 ,A UNL student was cited and released for Poss. of Marijuana less than an ounce and Poss. of Paraphernalia.
14000246,ALCOHOL - MINOR IN POSSESSION,1/17/14 23:34,Cleared by Arrest,1/17/14 23:34,,Harper Hall,1150 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Four UNL students were cited and released for MIP.
14000247,ALCOHOL - MINOR IN POSSESSION,1/18/14 0:26,Cleared by Arrest,1/18/14 0:26,,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,A UNL student was cited and released for MIP. BrAC 0.89.
14000248,ALCOHOL - MINOR IN POSSESSION,1/18/14 0:39,Cleared by Arrest,1/18/14 0:39,,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,A UNL student was cited for MIP-C and transported to Detox was he was released to staff. BrAC 0.191.
14000249,ALCOHOL - MINOR IN POSSESSION,1/18/14 0:49,Cleared by Arrest,1/18/14 0:49,,Smith Hall,1120 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,A UNL student was cited for MIPC and transported to Detox. BrAC 0.191.
14000250,NARCOTICS - POSSESSION,1/18/14 1:16,Cleared by Arrest,1/18/14 1:16,,N/A,1220 N 14th (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,Two UNL students were cited and released for Poss. of Marijuana less than an ounce and Poss. of Paraphernalia.
14000252,ALCOHOL - MINOR IN POSSESSION,1/18/14 4:01,Cleared by Arrest,1/18/14 4:01,,Smith Hall,1120 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,A UNL student was cited and released for MIPC. BrAC 0.092.
14000254,MEDICAL EMERGENCY,1/18/14 12:51,Cleared by Exception,1/18/14 12:51,,Lied Center,"301 North 12th St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Non-student fainted in the lobby was transported by LFR to Bryan East for further treatment.
14000260,TRAFFIC - SUSPENDED DRIVER,1/18/14 18:09,Cleared by Arrest,1/18/14 18:09,,N/A,N ANTELOPE VALLEY PKWY & VINE ST (STREET),$0.00 ,$0.00 ,"Vehicle observed with one headlight, one taillight and white light emitting from the rear of the vehicle.  Driver found to be suspended.  Cited/released."
14000262,FIRE - FALSE ALARM,1/18/14 22:05,Cleared by Exception,1/18/14 22:05,,Pi Beta Phi,426 North 16th St. (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,Responded to Pi Beta Phi fraternity in regards to a fire alarm. LFR was unable to determine what caused the alarm to activate.
14000267,ALCOHOL - DRUNK,1/19/14 1:47,Cleared by Exception,1/19/14 1:47,,N/A,R ST & CENTENNIAL MALL (STREET),$0.00 ,$0.00 ,A UNL student was placed into civil protective custody and transported to Detox. BrAC 0.242.
14000263,ALCOHOL - MINOR IN POSSESSION,1/19/14 2:04,Cleared by Arrest,1/19/14 2:04,,N/A,N 10TH ST & CHARLESTON ST (STREET),$0.00 ,$0.00 ,UNL student was contacted during a traffic stop and displayed signs of being intoxicated.  The student admitted to consuming alcoholic beverages and was issued a citation for minor in possession of alcohol by consumption and released to a sober party.
14000264,ALCOHOL - DRUNK,1/19/14 2:56,Cleared by Exception,1/19/14 2:56,,N/A,N 13TH ST & Q ST (SIDEWALK),$0.00 ,$0.00 ,A UNL student was placed into protective custody and was transported to Detox. BrAC 0.284.
14000266,TRAFFIC - SUSPENDED DRIVER,1/19/14 3:00,Cleared by Arrest,1/19/14 3:00,,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,"A non-student was contacted on a traffic stop and was subsequently lodged for a warrant and was cited and released for No Valid Registration, No Proof of Insurance and DUS."
14000270,DISTURBANCE - OTHER,1/19/14 8:54,Cleared by Arrest,1/19/14 8:45,1/19/14 8:54,N/A,N 16TH ST & S ST (SIDEWALK),$0.00 ,$0.00 ,Ofc. dispatched to a disturbance that had just occurred at Abel hall.  The person responsible was contacted a short time later near 13th and Q.  He was cited and released for disturbing the peace and littering.
14000271,FIRE - FALSE ALARM,1/19/14 12:33,Cleared by Arrest,1/19/14 12:33,,Sigma Nu,625 North 16th St. (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,Ofc. and LFR were dispatched to Sigma Nu reference a general fire alarm.  The house was closed by LFR fire investigator due to safety concerns and numerous fire code violations.
14000275,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/19/14 16:36,Inactive,1/18/14 19:00,1/19/14 11:30,19th/Vine Parking Garage,1830 Vine St. (GOV'T PARKING GARAGE (UNL)),$0.00 ,$0.00 ,Student reports hit and run accident to vehicle.  Damage estimated at $100.00.
14000278,ALCOHOL - MINOR IN POSSESSION,1/20/14 1:57,Cleared by Arrest,1/20/14 1:57,,Schramm Hall,1130 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,"4 students contacted on an alcohol complaint.  All 4 cited/released for MIP (.048, .092, .125 and .023 BrAC's)."
14000279,MEDICAL EMERGENCY,1/20/14 2:16,Cleared by Exception,1/20/14 2:10,,Smith Hall,1120 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Student suffered a medical emergency.  Transported to the hospital.
14000281,ALCOHOL - MINOR IN POSSESSION,1/20/14 6:03,Cleared by Arrest,1/20/14 6:03,,Sigma Alpha Epsilon,635 North 16th St. (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,2 students contacted on a trespass call.  Both parties cited/released for MIPC (.099 BrAC and refused).
14000282,BURGLARY,1/20/14 7:12,Cleared by Arrest,1/20/14 6:03,,Sigma Alpha Epsilon,635 North 16th St. (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,Ofc. dispatched to the SAE house on a trespassing in progress.  The person responsible (UNL student) was cited and lodged for Burglary.
14000284,FIRE (WORKING) - ALARM,1/20/14 8:26,Cleared by Exception,1/20/14 8:26,,Alpha Tau Omega,1433 R St. (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,"Smoke from a candle caused fire alarm to go off at the Alpha Tau Omega fraternity, LFR on scene and reset alarm."
14000290,BURGLARY,1/20/14 12:45,Inactive,1/17/14 14:30,1/20/14 8:00,Smith Hall,1120 North 14th St (UNL RESIDENCE HALL),"$1,320.00 ",$0.00 ,An Xbox and PlayStation stolen from a room.
14000291,MEDICAL EMERGENCY,1/20/14 13:07,Cleared by Exception,1/20/14 13:07,,Neihardt Residence Center,540 North 16th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student fainted.  She was checked by Lincoln Fire and Rescue (declined transport to a hospital).
