Case #,Incident Code,Reported,Case Status,Start Occurred,End Occurred,Building,Location,Stolen,Damaged,Summary
15000155,ALCOHOL - DWI,1/10/15 2:15,Cleared by Arrest,1/10/15 2:15,,N/A,N 19TH ST & VINE ST (STREET),$0.00 ,$0.00 ,UNL student contacted on a traffic stop for violating a stop sign and found to be under the influence of alcohol. Driver cited for DUI < 150 and violating a stop sign. (.121 BAC)
15000162,BURGLARY,1/10/15 20:55,Inactive,12/22/15 14:00,1/10/15 19:00,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$424.00 ,$0.00 ,A student reported items missing from his dorm room after he returned from break.  There were no signs of forced entry and there are no suspects at this time.  Loss estimated at $424.00.
15000163,BURGLARY,1/10/15 20:55,Inactive,12/23/14 0:00,1/9/15 15:00,Selleck Quad 4000,600 North 15th St. (UNL RESIDENCE HALL),$50.00 ,$0.00 ,A student reported an item missing from his dorm room after he returned from break.  There were no signs of forced entry and no suspects at this time.  Loss estimated at $50.00.
15000164,NARCOTICS - OTHER,1/11/15 0:42,Cleared by Exception,1/11/15 0:42,,Schramm Hall,1130 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,"4 students were contacted in a room on a narcotics complaint.  The students admitted to being around marijuana earlier, but consented to a search and no narcotics were located."
15000167,NARCOTICS - POSSESSION,1/11/15 1:42,Cleared by Arrest,1/11/15 1:42,,Schramm Hall,1130 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,1 student and 2 non-students were contacted reference a narcotics complaint.  1 student was cited for Possession of Drug Paraphernalia and MIP.  The 2 non-students were cited for MIP.
15000169,ALCOHOL - DRUNK,1/11/15 2:35,Cleared by Exception,1/11/15 2:35,,N/A,N 14TH ST & Salt Creek RDWY (SIDEWALK),$0.00 ,$0.00 ,A non-student was contacted for intoxication.  He was placed in protective custody and transported to The Bridge (.157 BrAC).
15000176,TRAFFIC - SUSPENDED DRIVER,1/11/15 20:43,Cleared by Arrest,1/11/15 20:43,,N/A,VINE ST & N 23RD ST (STREET),$0.00 ,$0.00 ,"Non UNL affiliate stopped for no license plates on vehicle, found to be suspended, cited and released for Driving Under Suspension and No Proof of Financial Responsibility."
15000182,ACCIDENTS - P.D. NOT REPORTABLE,1/12/15 5:59,Cleared by Exception,1/12/15 5:59,,N/A,1830 Vine Street (GOV'T PARKING LOT (UNL)),$0.00 ,$400.00 ,Report of a two vehicle non injury accident occurring in the Abel Hall parking lot.
15000185,FIRE (WORKING) - ALARM,1/12/15 8:38,Cleared by Exception,1/12/15 8:38,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00 ,$25.00 ,A hair straightener was left on in a Selleck Hall dorm room and caused the counter to start smoking thus causing the alarm to sound.
15000186,LARCENY - STOLEN BIKE,1/12/15 11:01,Inactive,12/18/14 11:01,1/12/15 10:29,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$15.00 ,$0.00 ,Student reported their bike was stolen from the racks in front of Abel Hall within the last three weeks.
15000195,MEDICAL EMERGENCY,1/12/15 18:50,Cleared by Exception,1/12/15 18:50,,Campus Recreation Center,"841 North 14th St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,"UNL Student playing basketball at Rec Center had a bone displacement of left ankle, transported to Bryan West by LFR for treatment."
15000196,MEDICAL EMERGENCY,1/12/15 19:00,Cleared by Exception,1/12/15 19:00,,Ruth Leverton Hall,1700 North 35th St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,"UNL student cut their thumb in a catering lab, causing them to faint. LFR on scene, medical refused."
15000198,TRAFFIC - SUSPENDED DRIVER,1/12/15 23:44,Cleared by Arrest,1/12/15 23:44,,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,UNL student contacted on a traffic stop and his driving privileges were found to be suspended. Driver cited and released.
15000200,NARCOTICS - POSSESSION,1/13/15 0:14,Cleared by Arrest,1/13/15 0:14,1/13/15 0:30,Harper Hall,1150 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student cited/released for Possession of Marijuana < 1 oz. and Possession of Paraphernalia after being contacted in his dorm room.
15000204,SS - CHECK WELFARE OF PERSON,1/13/15 10:42,Cleared by Exception,1/13/15 10:42,,Husker Hall,705 North 23rd St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student transported to the hospital for health related issues.
15000208,MEDICAL EMERGENCY,1/13/15 12:59,Cleared by Exception,1/13/15 12:59,,NETV,1800 North 33rd St. (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,A UNL employee suffered a diabetic episode while sitting in a UNL van located in the parking lot of NETV.  Refused medical.
15000210,NARCOTICS - POSSESSION,1/13/15 13:21,Cleared by Arrest,1/13/15 15:39,,Robert E. Knoll Residence Center,440 N 17th Street (UNL RESIDENCE HALL),$0.00 ,$0.00 ,"Smell of Marijuana coming from room in the Knoll Residence center, contact was made with room and marijuana and drug paraphernalia were found. UNL Student cited for Possession of Marijuana Less than an Ounce and Possession of Drug Paraphernalia and released."
15000212,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/13/15 13:46,Closed - Inactive,12/17/14 16:30,1/13/15 13:15,Transportation Services,1931 North Antelope Valley Parkway (GOV'T PARKING LOT (UNL)),$0.00 ,$985.00 ,Transportation Services reported a hit and run accident to one of their fleet vehicles that was parked on the property.
15000213,OUTSIDE CRIME - REPORTS OUTSIDE JURISDICTION,1/13/15 15:55,Cleared by Exception,1/5/15 16:10,1/5/15 16:25,University Suites,"1780 ""R"" Street (ELECTRONICS STORE)",$0.00 ,$0.00 ,"UNL student reported that unknown person used their Bank of China credit card in New Jersey, $4500 loss."
15000217,NARCOTICS - POSSESSION,1/14/15 0:06,Cleared by Arrest,1/14/15 0:06,,Eastside Suites,433 North 19th Street (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Officers dispatched to an odor of marijuana.  A UNL student was cited and released for possession of marijuana less than one ounce.
15000218,ALCOHOL - DRUNK,1/14/15 1:11,Cleared by Exception,1/14/15 1:11,,N/A,N 14TH ST & P ST (SIDEWALK),$0.00 ,$0.00 ,UNL student contacted and taken to The Bridge (.227 BAC).
15000221,DISTURBANCE - OTHER,1/14/15 7:55,Inactive,1/13/15 23:30,,N/A,(STREET),$0.00 ,$0.00 ,UNL student reported bullying behavior by unknown people driving by in a vehicle.
15000224,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/14/15 11:51,Inactive,1/13/15 14:00,1/14/15 11:30,50/50 Building,1801 R Street (GOV'T PARKING GARAGE (UNL)),$0.00 ,$750.00 ,"Hit and Run accident in the 1801 parking garage, $750 damage."
15000225,FRAUD - CON GAMES/DECEPTION/FALSE    PRETENSE/OTHER,1/14/15 14:21,Cleared by Exception,12/18/14 0:00,1/14/15 0:00,Oldfather Hall,660 North 12th St (INTERNET/CYBERSPACE),$0.00 ,$0.00 ,UNL faculty member reported that their work e-mail account had been affected by a phishing scam.
15000229,MEDICAL EMERGENCY,1/14/15 16:48,Cleared by Exception,1/14/15 16:48,,University Health Center,"1500 U St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,"Female at health center suffering chest pains, taken to Bryan East by LFR for further treatment."
15000232,TRAFFIC - SUSPENDED DRIVER,1/14/15 19:40,Cleared by Arrest,1/14/15 19:40,,N/A,Q ST & N 10TH ST (STREET),$0.00 ,$0.00 ,Non student suspended driver observed operating a motor vehicle.  Vehicle was stopped and driver was cited/released for DUS.
15000237,TRAFFIC - SUSPENDED DRIVER,1/15/15 0:43,Cleared by Arrest,1/15/15 0:43,,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,A non-student was contacted on a traffic stop for speeding.  He was lodged in jail on 2 warrants and cited for DUS and Speeding.
15000240,MEDICAL EMERGENCY,1/15/15 3:26,Cleared by Exception,1/15/15 3:26,,Harper Hall,1150 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,A student suffered a medical emergency.  They were transported to the hospital with a non-life threatening sickness.
15000241,MEDICAL EMERGENCY,1/15/15 3:35,Cleared by Exception,1/15/15 3:35,,University Health Center,"1500 U St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,A student reported a medical emergency.  She was transported to the hospital was a non-life threatening sickness.
15000249,TRAFFIC - SUSPENDED DRIVER,1/16/15 0:57,Cleared by Arrest,1/16/15 0:57,,N/A,N 33RD ST & HOLDREGE ST (STREET),$0.00 ,$0.00 ,"A non-student was contacted on a traffic stop.  The driver was lodged on active warrants and cited for DUS, No Registration and No Insurance."
15000252,ALCOHOL - DWI,1/16/15 1:49,Cleared by Arrest,1/16/15 1:49,,N/A,N 17TH ST & Y ST (STREET),$0.00 ,$0.00 ,A student was contacted on a traffic stop for violating a stop sign.  He was cited and released for Aggravated DUI (.237 BrAC) and Violating a Stop Sign.
15000251,ALCOHOL - MINOR IN POSSESSION,1/16/15 1:51,Cleared by Arrest,1/16/15 1:51,,Union-City,1400 R St (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,"2 students were contacted for suspicious behavior by a UNL Building.  1 student ran from officers, was apprehended and transported to jail.  He was lodged for Obstructing a Peace Officer and cited for MIP (.122 BrAC).  The other student as cited and transported to The Bridge for MIP (.242 BrAC)."
15000253,TRAFFIC - SUSPENDED DRIVER,1/16/15 2:50,Cleared by Arrest,1/16/15 2:50,,N/A,N 19TH ST & R ST (STREET),$0.00 ,$0.00 ,"A non-student was contacted on a traffic stop. The driver was cited/released for DUS, No Valid Registration and No Insurance."
15000255,LOST OR STOLEN ITEM,1/16/15 9:02,Cleared by Exception,1/14/15 17:00,1/14/15 20:30,H.S.S. Food Service Bldg.,1140 North 14th St. (UNL RESIDENCE HALL),$10.00 ,$0.00 ,UNL student reported losing a wallet and contents thereof.
15000256,VANDALISM - OTHER,1/16/15 9:36,Inactive,1/14/15 14:00,1/16/15 9:36,2224 U Street,2224 U St. (GOV'T PARKING LOT (UNL)),$0.00 ,$150.00 ,Parked vehicle sustained damage to a tail light cover some time during the past several days.
15000257,DISTURBANCE - OTHER,1/16/15 10:22,Inactive,1/15/15 13:00,1/15/15 14:00,Union-City,"1400 R St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,UNL student complaining of different people following him.
15000271,NARCOTICS - POSSESSION,1/17/15 0:42,Cleared by Arrest,1/17/15 0:42,,Robert E. Knoll Residence Center,440 N 17th Street (UNL RESIDENCE HALL),$0.00 ,$0.00 ,3 students were contacted in a dorm room on a narcotics complaint.  2 students were cited and released for Possession of Marijuana < 1 oz.
15000272,MEDICAL EMERGENCY,1/17/15 1:07,Cleared by Exception,1/17/15 1:07,,Alpha Omicron Pi,1541 S. Street (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,A student suffered a medical emergency.  She was transported to the hospital with a non-life threatening condition.
15000273,ALCOHOL - DRUNK,1/17/15 2:06,Cleared by Exception,1/17/15 2:06,,N/A,N 17TH ST & Q ST (RESTAURANT),$0.00 ,$0.00 ,A non-student was contacted due to his behavior from intoxication.  He was transported to The Bridge (.177 BrAC partial sample).
15000275,ALCOHOL - DRUNK,1/17/15 2:47,Cleared by Exception,1/17/15 2:47,,N/A,N 17TH ST & Q ST (SIDEWALK),$0.00 ,$0.00 ,A male student was contacted due to his level of intoxication.  He was taken into protective custody and transported to The Bridge (.241 BrAC).
15000277,ALCOHOL - DRUNK,1/17/15 5:07,Cleared by Exception,1/17/15 5:07,,Robert E. Knoll Residence Center,440 N 17th Street (UNL RESIDENCE HALL),$0.00 ,$0.00 ,"A student was contacted after being observed passed out in the hallway of a dorm.  The male was found to be intoxicated, placed into protective custody and transported to The Bridge (.160 BrAC)"
15000278,TRAFFIC - SUSPENDED DRIVER,1/17/15 5:15,Cleared by Arrest,1/17/15 5:15,,N/A,N 33RD ST & HOLDREGE ST (STREET),$0.00 ,$0.00 ,A non-student was contacted on a traffic stop.  The party was cited and lodged for DUS.
15000279,LARCENY - OTHER OR FROM OPEN AREA,1/17/15 9:08,Inactive,1/12/15 8:00,1/14/15 14:00,NETV,"1800 North 33rd St. (UNL SUPPORT FACILITY (office, service))",$15.00 ,$0.00 ,Unknown person(s) removed padlock securing a grate to an air handling shaft and are suspected of having made entry into the air handling shaft near NETV.  Additional concerns reported regarding transient activity in the area of the building.  No suspects at this time.
15000281,LARCENY - FROM MOTOR VEHICLE,1/17/15 12:35,Inactive,1/16/15 20:00,1/17/15 12:35,N/A,T ST & STADIUM DR (GOV'T PARKING LOT (UNL)),$5.00 ,$10.00 ,Larceny from vehicle occurring near Stadium Drive and T Street.  Suspect(s) entered vehicle and stole toilet paper and suntan lotion from inside of vehicle and subsequently vandalized the vehicle with the stolen sun tan lotion.  No suspects at this time.
15000282,LARCENY - FROM BUILDING,1/17/15 12:42,Closed - Inactive,1/16/15 15:30,1/16/15 17:00,Nebraska Hall,900 North 16th St (UNL ACADEMIC BUILDING),$100.00 ,$0.00 ,UNL student reports a missing black Iphone 5 from his office.
15000284,ALCOHOL - DWI,1/17/15 20:33,Cleared by Arrest,1/17/15 20:33,,N/A,N ANTELOPE VALLEY PKWY & X ST (STREET),$0.00 ,$0.00 ,"Vehicle stopped for expired registration at N14th, and Salt Creek Road. Driver found to have been drinking. Driver taken to Bridge where they tested .103 BAC, Cited for Driving under the Influence and No Valid Registration and released to sober party. Non UNL Affiliate"
15000287,ALCOHOL - DWI,1/18/15 2:23,Cleared by Arrest,1/18/15 2:23,,N/A,N 16TH ST & Q ST (STREET),$0.00 ,$0.00 ,UNL student stopped for wrong way on a one way. She was taken to The Bridge and cited for DWI (.179 BAC).
15000288,ALCOHOL - MINOR IN POSSESSION,1/18/15 3:16,Cleared by Arrest,1/18/15 3:16,1/18/15 3:16,N/A,N 14TH ST & Q ST (SIDEWALK),$0.00 ,$0.00 ,UNL student contacted after showing signs of intoxication.  Cited/released for MIP-C (.054 BAC).
15000289,ALCOHOL - DRUNK,1/18/15 3:30,Cleared by Exception,1/18/15 3:30,,N/A,N ANTELOPE VALLEY PKWY & VINE ST (SIDEWALK),$0.00 ,$0.00 ,Non-student contacted for showing signs of intoxication and taken to The Bridge (.220 BAC).
15000290,LOST OR STOLEN ITEM,1/18/15 12:01,Cleared by Exception,1/17/15 18:00,1/17/15 22:00,N/A,1317 Q Street (RESTAURANT),$10.00 ,$0.00 ,UNL staff member reported losing her purse and contents in the downtown Lincoln area on 01/17/15.  To date no items have been recovered.
15000295,ALCOHOL - MINOR IN POSSESSION,1/18/15 22:07,Cleared by Arrest,1/18/15 22:07,,Harper Hall,1150 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Three UNL students cited/released for MIP after being contacted in a dorm room with alcohol.
15000296,NARCOTICS - OTHER,1/18/15 22:43,Cleared by Exception,1/18/15 22:43,,University Suites,"1780 ""R"" Street (UNL RESIDENCE HALL)",$0.00 ,$0.00 ,Odor of marijuana from a dorm room.  No contraband located.
15000297,NARCOTICS - POSSESSION,1/18/15 22:51,Cleared by Arrest,1/18/15 22:51,,Harper Hall,1150 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,A UNL student was contacted for the odor of marijuana emitting from his room.  The student was issued a citation for possession of marijuana < 1 oz and possession of drug paraphernalia
15000299,ALCOHOL - MINOR IN POSSESSION,1/19/15 0:26,Cleared by Arrest,1/19/15 0:26,,Smith Hall,1120 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student cited/released for MIP after being contacted in his dorm.
15000303,DISTURBANCE - OTHER,1/19/15 4:58,Cleared by Exception,1/19/15 4:01,,Pi Kappa Phi,519 N 16th Street (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,Disturbance between two fraternities.
15000304,SEX OFFENSE - RAPE,1/19/15 7:10,Closed - Cleared by Exception,1/19/15 2:00,1/19/15 5:13,Harper Hall,1150 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL female student reported she was sexually assaulted on campus.  Investigation continues.
15000307,LOST OR STOLEN ITEM,1/19/15 14:37,Closed - Inactive,1/19/15 12:30,1/19/15 13:00,Nebraska Hall,900 North 16th St (UNL ACADEMIC BUILDING),$200.00 ,$0.00 ,"UNL student reported their iPhone 5s was taken from a room in Nebraska Hall, $200 loss."
15000316,MEDICAL EMERGENCY,1/19/15 22:22,Cleared by Exception,1/19/15 22:20,,Alpha Gamma Sigma,4001 Holdrege St. (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,Lincoln Fire & Rescue (LFR) transported a UNL student to Bryan West after he experienced multiple seizures.
15000323,LOST OR STOLEN ITEM,1/20/15 12:57,Cleared by Exception,11/14/14 8:00,1/20/15 12:57,N/A,(UNKNOWN),$1.00 ,$0.00 ,"UNL student reported that they had lost their China Passport, and other documents somewhere in the city of Lincoln"
15000325,MEDICAL EMERGENCY,1/20/15 15:00,Cleared by Exception,1/20/15 15:00,,College of Business Admin.,512 North 12th St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,"UNL Student suffer abdominal pain at College of Business Administration, LFR on scene and transported student to Bryan West for treatment."
15000331,MEDICAL EMERGENCY,1/20/15 20:26,Cleared by Exception,1/20/15 18:20,1/20/15 18:20,Alpha Gamma Sigma,4001 Holdrege St. (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,Report of a UNL Student having a seizure.  Transported to Bryan LGH-West for further treatment.
15000342,LARCENY - FROM BUILDING,1/21/15 12:52,Inactive,1/6/15 13:00,1/15/15 15:00,Mabel Lee Hall,"840 North 14th St (UNL SUPPORT FACILITY (office, service))",$340.00 ,$0.00 ,UNL staff reports the theft of money collected for a social fund from her desk drawer.  Money could have been misplaced.  Investigation continues.
15000345,LOST OR STOLEN ITEM,1/21/15 16:11,Inactive,1/20/15 10:00,1/20/15 10:30,N/A,N 15TH ST & U ST (STREET),$50.00 ,$0.00 ,"UNL student lost their wallet near Selleck Hall, $50 loss."
15000347,LOST OR STOLEN ITEM,1/21/15 20:06,Cleared by Exception,1/21/15 11:15,1/21/15 11:30,N/A,N 23RD ST & R ST (STREET),$11.00 ,$0.00 ,UNL student reports a lost brown leather tri-fold wallet and contents while riding on a Start Tran bus.
15000350,TRAFFIC - SUSPENDED DRIVER,1/21/15 22:09,Cleared by Arrest,1/21/15 22:09,,N/A,N 10TH ST & CLAREMONT ST (STREET),$0.00 ,$0.00 ,A non-student was contacted on traffic stop.  The driver was cited and released for DUS and No Proof of Insurance.
15000356,LARCENY - FROM BUILDING,1/22/15 16:02,Inactive,1/22/15 14:30,1/22/15 15:20,Love Library South,"1248 R (UNL SUPPORT FACILITY (office, service))",$20.00 ,$0.00 ,UNL student reports the theft of $20 from her unattended wallet.
15000358,DISTURBANCE - OTHER,1/22/15 16:10,Inactive,1/19/15 2:00,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,"A swastika was drawn on a white board in Abel Hall, by unknown person(s). Victim does not want an investigation done at this time."
15000360,MEDICAL EMERGENCY,1/22/15 19:50,Cleared by Exception,1/22/15 19:50,,Mabel Lee Hall,840 North 14th St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,"Non UNL affiliated person broke their arm while doing a back handspring at Mabel Lee Hall, transported to Bryan East by LFR."
15000364,DISTURBANCE - OTHER,1/22/15 22:19,Inactive,1/19/15 16:13,,Chi Omega,480 North 16th St. (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,A student reported a threat made by another student.  The party responsible was interviewed and the threat was found to no be valid.
15000366,FIRE - FALSE ALARM,1/22/15 23:54,Cleared by Exception,1/22/15 23:54,,Phi Gamma Delta,1425 R St. (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,Fire alarm pull station was accidentally activated.  No fire and no damage.
15000371,ALCOHOL - DRUNK,1/23/15 1:51,Cleared by Exception,1/23/15 1:51,,N/A,P ST & N 17TH ST (SIDEWALK),$0.00 ,$0.00 ,A student was contacted for intoxication.  Transported to The Bridge (BrAC .386).
15000376,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/23/15 13:11,Inactive,1/23/15 11:30,1/23/15 13:11,N/A,N 37TH ST & FAIR ST (GOV'T PARKING LOT (UNL)),$0.00 ,"$1,000.00 ",Vehicle reported to have been struck by another unknown vehicle while parked on East Campus.
