Case #,Incident Code,Reported,Case Status,Start Occurred,End Occurred,Building,Location,Stolen,Damaged,Summary
9000044,ALCOHOL - DWI,1/8/09 1:05,Cleared by Arrest,1/8/09 1:05,,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,UNL student cited/lodged(Warrant) for DWI(.193 BAC)/DUS/Speeding/Possession of Marijuana < 1 oz (2.1 grams).  Lodged on LPD Warrant.
9000051,RECEIVE STOLEN PROP,1/9/09 1:05,Cleared by Arrest,1/9/09 1:05,,N/A,1205 N. 21 St. (SINGLE FAMILY _ off campus),$0.00 ,$0.00 ,Non student cited/released for Poss of Stolen Property < $200. (Stolen License Plates)
9002804,DISTURBANCE - OTHER,1/9/09 12:00,Inactive,12/22/08 12:00,1/27/09 12:00,N/A,"(UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,UNL employee reported unwanted contact from a person.
9000056,FIRE (WORKING) - ALARM,1/9/09 14:30,Cleared by Exception,1/9/09 14:30,,Walter Scott Engineering Center,844 North 16th St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,"UNL-PD &LFR responded to a fire alarm, investigation revealed no fire just burnt pop corn."
9000061,TRESPASSING,1/9/09 19:33,Cleared by Arrest,1/9/09 19:33,,Union-City,"1400 R St. (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Non student cited for trespassing at the city Union and transported to detox where he tested .292 BAC.
9000062,ALCOHOL - DWI,1/10/09 0:29,Cleared by Arrest,1/10/09 0:29,,N/A,N 16TH ST & Q ST (STREET),$0.00 ,$0.00 ,Non student cited/Detox for DWI (.165 BAC) and Fail to Obey a Traffic Control Device.
9000063,ALCOHOL - MINOR IN POSSESSION,1/10/09 1:22,Cleared by Arrest,1/10/09 1:22,,Neihardt Residence Center,540 North 16th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Three UNL students cited/released for MIP.
9000070,ALCOHOL - MINOR IN POSSESSION,1/11/09 1:38,Cleared by Arrest,1/11/09 1:38,,N/A,N 16TH ST & X ST (SIDEWALK),$0.00 ,$0.00 ,UNL student cited for MIP-C and taken to Detox after being observed stumbling and unable to care for self.  .258 BAC
9000069,ALCOHOL - MINOR IN POSSESSION,1/11/09 4:31,Cleared by Arrest,1/11/09 4:31,,Cather Hall,609 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,"Four UNL students cited for MIP for having alcohol in a residence hall room.  .125, .067, .084, and .033 BAC's."
9000072,TRESPASSING,1/11/09 5:27,Cleared by Exception,1/11/09 5:27,,17 & R Parking Garage,300 North 17th St (GOV'T PARKING GARAGE (UNL)),$0.00 ,$0.00 ,A transient was found sleeping in the 17th & R parking garage and was informed of the UNL Trespass policy.
9000075,LOST OR STOLEN ITEM,1/11/09 13:14,Inactive,1/10/09 11:00,1/11/09 22:00,N/A,City of Lincoln (UNKNOWN),$0.00 ,$0.00 ,Person lost their passport in the City of Lincoln.
9000080,LARCENY - STOLEN BIKE,1/11/09 20:15,Inactive,,1/11/09 18:00,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),$420.00 ,$0.00 ,"Bike taken from the Sandoz bike rack, $420.00 loss."
9000087,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/12/09 13:07,Cleared by Exception,1/12/09 12:50,,N/A,1120 Avery Ave. (GOV'T PARKING LOT (UNL)),$0.00 ,$200.00 ,Two vehicle accident in the north lot of football stadium $200.00 damage.
9000089,LARCENY - OTHER OR FROM OPEN AREA,1/12/09 16:16,Inactive,,,Ross Van Brunt Building,313 North 13th St (SIDEWALK),$120.00 ,$0.00 ,"Headlights and dome light taken from a golf cart while parked by the Visitors Center, $120.00 loss."
9000097,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",1/13/09 14:09,Inactive,1/13/09 12:30,1/13/09 12:30,Culture Center,333 North 14th St (GOV'T PARKING LOT (UNL)),$0.00 ,$100.00 ,"Vehicle hit a bollard in the 1901 Y Street lot, $100.00 damage."
9000125,VANDALISM - OTHER,1/13/09 19:03,Inactive,,,Military & Naval Science,"1360 Vine St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,A student reports belated vandalism to her sporting weapon.
9000103,ACCIDENTS - P.D. REPORTABLE,1/13/09 23:27,Cleared by Exception,1/13/09 23:20,1/13/09 23:26,17 & R Parking Garage,300 North 17th St (GOV'T PARKING GARAGE (UNL)),$0.00 ,"$1,650.00 ",UNL student reported hitting another vehicle while attempting to park.
9000105,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",1/14/09 9:14,Cleared by Exception,1/14/09 9:14,1/14/09 9:14,Mabel Lee Hall,840 North 14th St (GOV'T PARKING LOT (UNL)),$0.00 ,$300.00 ,Dumpster was blown into the back door of an SUV.
9000107,LARCENY - FROM BUILDING,1/14/09 9:22,Inactive,1/12/09 9:00,1/13/09 12:00,Larsen Tractor Museum,1925 North 37th St (MUSEUM),$150.00 ,$0.00 ,Antique stolen from the museum.
9000110,LOST OR STOLEN ITEM,1/14/09 12:30,Inactive,,12/10/08 9:00,Union-City,"1400 R St. (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,A student reports her N card lost or stolen at the City Union.
9000116,ASSAULT - DOMESTIC,1/15/09 1:03,Cleared by Arrest,1/15/09 1:03,1/15/09 1:03,Fedde Hall,1625 North 35th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student lodged for 3rd Degree Domestic Assault and cited for MIP-C(.087 BAC)/Disturbing the Peace/Trespassing.  2-UNL students cited/released for MIP-C(.161 and .035 BAC)/Disturbing the Peace/Trespassing.  UNL student cited/released for Disturbing the Peace/Trespassing.
9000119,LARCENY - FROM BUILDING,1/15/09 8:18,Inactive,1/9/09 17:00,1/13/09 12:00,N/A,1100 T Street (UNL ACADEMIC BUILDING),$65.00 ,$0.00 ,Report of mops and a shovel stolen from a custodial closet.
9000122,SS - CHECK WELFARE OF PERSON,1/15/09 12:13,Cleared by Exception,1/15/09 12:13,,Pound Hall,513 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Officer conducted a welfare check of a UNL student. No action taken.
9000123,BURGLARY,1/15/09 12:16,Inactive,12/21/08 20:00,1/11/09 17:00,Cather Hall,609 North 17th St (UNL RESIDENCE HALL),$300.00 ,$0.00 ,A dorm room was entered and several items stolen over semester break.
9000126,ACCIDENTS - P.D. NOT REPORTABLE,1/15/09 16:16,Inactive,1/14/09 13:00,1/14/09 13:15,University Health Center,1500 U St (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,A car pedestrian non injury accident. Person stuck left the area before the driver of the vehicle could obtain any personal information. Report made one day belated.
9000130,LARCENY - FROM BUILDING,1/15/09 19:57,Inactive,1/15/09 18:45,1/15/09 19:45,Campus Recreation Center,841 North 14th St (SPORT FACILITIES),$130.00 ,$0.00 ,Personal items stolen from an unlocked locker.
9000131,HAZARDS - TRAFFIC HAZARDS OTHER,1/15/09 21:32,Cleared by Exception,1/15/09 21:32,,Transportation Services,"1931 North 14th St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Five to eight gallon fuel spill at the pumps.
9000136,ALCOHOL - DWI,1/16/09 1:10,Cleared by Arrest,1/16/09 1:10,1/16/09 1:10,N/A,N 10TH ST & T ST (STREET),$0.00 ,$0.00 ,UNL student cited/released to sober friend for DWI (.116 BAC)/Speeding.
9000135,UNL POLICY VIOLATION -OTHER,1/16/09 5:44,Cleared by Exception,1/16/09 1:21,,Abel Hall,860 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Student contacted for propping door open
9000140,MEDICAL EMERGENCY,1/16/09 9:25,Inactive,1/16/09 9:25,,Beadle Center,1901 Vine St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,UNL student evaluated by LFR after having a seizure. Not transported to a hospital.
9000143,LOST OR STOLEN ITEM,1/16/09 14:24,Inactive,,,N/A,(UNKNOWN),$0.00 ,$0.00 ,A student reported losing his N card.
9000146,TRESPASSING,1/16/09 16:56,Cleared by Arrest,1/16/09 16:56,,Union-City,"1400 R St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Non student cited for trespassing at the City Union. Taken to Detox where he tested .250 BAC.
9000151,ALCOHOL - MINOR IN POSSESSION,1/16/09 23:35,Cleared by Arrest,1/16/09 23:35,,Abel Hall,860 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student cited/released for MIP.
9000152,ALCOHOL - MINOR IN POSSESSION,1/17/09 0:45,Cleared by Arrest,1/17/09 0:45,,N/A,N 17TH ST & R ST (SIDEWALK),$0.00 ,$0.00 ,Two UNL students cited/released for MIP.
9000153,LITTERING,1/17/09 1:31,Cleared by Arrest,1/17/09 1:31,,Andersen Hall,200 Centennial Mall North (SIDEWALK),$0.00 ,$0.00 ,Non student cited/released for Urinating in Public.
9000155,NARCOTICS - POSSESSION,1/17/09 1:31,Cleared by Arrest,1/17/09 1:31,,N/A,SALT CREEK RD & N 14TH ST (STREET),$0.00 ,$0.00 ,Non student cited/released for Poss of Marijuana < 1 oz (2.1 grams)/Poss of Drug Paraphernalia/Violating Automatic Traffic Signal.
9000156,SS - CHECK WELFARE OF PERSON,1/17/09 2:05,Inactive,1/17/09 2:05,,Abel Hall,860 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Welfare check of an intoxicated student (.091 BAC).  Turned over to a sober person.
9000158,NARCOTICS - POSSESSION,1/17/09 5:08,Cleared by Arrest,1/17/09 5:08,,515 N 19th Parking Lot Vine to,515 North 19th St. (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,Two UNL students cited/released for Poss of Marijuana < 1 oz. (.2 grams)/Poss of Drug Paraphernalia.
9000166,FIRE - FALSE ALARM,1/17/09 16:50,Inactive,1/17/09 16:50,,Sigma Phi Epsilon,601 North 16th St. (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,"Fire alarm activated by smoke from stove, no fire, no damage."
9000169,SEX OFFENSE - OTHER,1/18/09 0:20,Inactive,1/18/09 0:20,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Resident reports a male in restroom.
9000171,TRESPASSING,1/18/09 1:41,Cleared by Arrest,1/18/09 1:41,,N/A,N 14TH ST & Salt Creek RDWY (TRANSPORTATION SERVICE),$0.00 ,$0.00 ,Two UNL Students cited for trespassing after being observed walking over the railroad tracks and climbing over the fence.
9000172,TRESPASSING,1/18/09 2:54,Cleared by Exception,1/18/09 2:54,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Two non-students contacted for trespassing in the computer lab.
9000176,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/18/09 14:10,Inactive,1/16/09 22:15,1/18/09 13:45,515 N 19th Parking Lot Vine to,515 North 19th St. (GOV'T PARKING LOT (UNL)),$0.00 ,$100.00 ,Student's vehicle struck and damaged while parked in the parking lot.
9000177,VANDALISM - OTHER,1/18/09 16:39,Inactive,,,Military & Naval Science,1360 Vine St (UNL ACADEMIC BUILDING),$0.00 ,$50.00 ,"Window screen damaged, entry was not gained."
9000178,LARCENY - OTHER OR FROM OPEN AREA,1/18/09 21:22,Inactive,1/18/09 19:30,1/18/09 21:00,Campus Recreation Center,"841 North 14th St (UNL SUPPORT FACILITY (office, service))",$60.00 ,$0.00 ,Money stolen from a wallet in an unlocked locker.
9000180,MEDICAL EMERGENCY,1/19/09 11:00,Inactive,1/19/09 11:00,,Mabel Lee Hall,840 North 14th St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,Construction worker injuried while using a grinder.
9000186,VANDALISM - OTHER,1/19/09 21:26,Inactive,1/16/09 21:00,1/17/09 14:00,Abel Hall,860 North 17th St (GOV'T PARKING LOT (UNL)),$0.00 ,$50.00 ,Belated report of a vandalism to a vehicle in the Abel parking lot.
9000197,LOST OR STOLEN ITEM,1/20/09 13:47,Inactive,1/17/09 18:30,1/17/09 20:00,Campus Recreation Center,841 North 14th St (SPORT FACILITIES),$500.00 ,$0.00 ,"Person lost their phone in the Rec Center, $500.00 loss."
9000196,LARCENY - STOLEN BIKE,1/20/09 14:00,Inactive,1/20/09 14:00,1/20/09 14:00,Sandoz Hall,820 North 17th St (UNL ACADEMIC BUILDING),$90.00 ,$0.00 ,Bike taken from the bike rack by Sandoz Hall $90.00 loss.
9000202,LOST OR STOLEN ITEM,1/20/09 17:53,Unfounded,1/20/09 12:00,1/20/09 17:30,Union-City,"1400 R St. (UNL SUPPORT FACILITY (office, service))",$30.00 ,$0.00 ,"Person lost their wallet on City Campus, $30.00 loss."
9000207,FND ARTICLE OTHER THAN ABAND. BIKE OR VEH.,1/21/09 2:24,Cleared by Exception,,1/21/09 2:24,Hamilton Hall,639 North 12th St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,Custodian found a wallet.
9000209,DISTURBANCE - OTHER,1/21/09 12:37,Cleared by Arrest,1/17/09 11:11,,Cather Hall,609 North 17th (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Non-student exposed his buttocks to a female student. Suspect identified.
9000211,MEDICAL EMERGENCY,1/21/09 14:11,Inactive,1/21/09 14:11,1/21/09 14:11,Pound Hall,513 North 17th St (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,"Person having an anxiety attack, LFR on scene, medical refused."
9000214,LARCENY - FROM BUILDING,1/21/09 16:00,Inactive,1/21/09 14:55,1/21/09 15:50,Campus Recreation Center,841 North 14th St (SPORT FACILITIES),$25.00 ,$0.00 ,"Wallet taken from unlocked locker Rec Center, $25.00 loss."
9000217,LARCENY - STOLEN BIKE,1/21/09 16:54,Inactive,12/22/08 20:00,1/21/09 15:00,Neihardt Residence Center,540 North 16th St (UNL RESIDENCE HALL),$320.00 ,$0.00 ,"Bike taken from rack by Neihardt Hall, $320.00 loss."
9000232,LARCENY - STOLEN BIKE,1/22/09 15:39,Inactive,1/16/09 19:30,1/21/09 9:30,Pound Hall,513 North 17th St (UNL RESIDENCE HALL),$260.00 ,$0.00 ,"Bike taken from Pound Hall bike rack, $260.00 loss."
9000243,LARCENY - FROM BUILDING,1/22/09 21:42,Inactive,1/21/09 17:00,1/21/09 23:30,Nebraska Hall,900 North 16th St (UNL ACADEMIC BUILDING),$6.00 ,$0.00 ,Soap cartidges taken from women's third floor restroom.
9000244,FND ARTICLE OTHER THAN ABAND. BIKE OR VEH.,1/22/09 23:19,Inactive,1/22/09 23:19,,Hamilton Hall,639 North 12th St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,Wallet with contents found inside classroom.
9000245,ALCOHOL - DWI,1/23/09 0:53,Cleared by Arrest,1/23/09 0:53,1/23/09 0:53,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,Non student cited/TOT to sober friend at Detox for DWI (.176 BAC)/Speeding.
9000246,NARCOTICS - POSSESSION,1/23/09 4:18,Cleared by Arrest,1/23/09 4:18,1/23/09 4:18,N/A,N 19TH ST & VINE ST (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,UNL student cited/released for Poss of Marijuana < 1 oz (6.2 grams)/Poss of Drug Paraphernalia.
9000250,ACCIDENTS - P.D. REPORTABLE,1/23/09 10:45,Cleared by Exception,1/23/09 10:45,,N/A,14th/ U Street  (STREET),$0.00 ,"$1,600.00 ",Bus struck and damaged a UNL owned light pole.
9000252,NARCOTICS - POSSESSION,1/23/09 15:38,Cleared by Arrest,1/23/09 15:38,,Neihardt Residence Center,540 North 16th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,A student was cited for possession of marijuana < oz and possession of drug paraphernalia.
9000254,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/23/09 16:48,Inactive,1/23/09 8:30,1/23/09 16:40,Alexander Building,1410 Q St (lot) (GOV'T PARKING LOT (UNL)),$0.00 ,$300.00 ,A non student reports her vehicle had been struck by another that left the area. No suspects
9000257,LOST OR STOLEN ITEM,1/23/09 19:30,Inactive,1/23/09 16:30,1/23/09 18:45,Campus Recreation Center,841 North 14th St (SPORT FACILITIES),$28.00 ,$0.00 ,A student reports her wallet and keys stolen from the Rec Center.
9000260,TRAFFIC - SUSPENDED DRIVER,1/24/09 0:45,Cleared by Arrest,1/24/09 0:45,,N/A,N 13TH ST & P ST (STREET),$0.00 ,$0.00 ,Non student cited/lodged for DUS.  No ties to the community.
9000261,ALCOHOL - DRUNK,1/24/09 1:43,Cleared by Exception,1/24/09 1:43,,N/A,N 16TH ST & R ST (SIDEWALK),$0.00 ,$0.00 ,Intoxicated person transported to Detox. (.241 BAC).
9000264,ALCOHOL - MINOR IN POSSESSION,1/24/09 2:11,Cleared by Arrest,1/24/09 2:11,,N/A,N 10TH ST & Q ST (STREET),$0.00 ,$0.00 ,"Three non students cited/released for MIPC. (.162, .133, .023 BAC)"
9000263,FIRE - FALSE ALARM,1/24/09 2:26,Inactive,1/24/09 2:26,,Sigma Nu,625 North 16th St. (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,Fire alarm station activated on the second floor. No fire.
9000262,UNL POLICY VIOLATION -OTHER,1/24/09 2:27,Cleared by Exception,1/24/09 2:02,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Student contacted for obstructing a door to a Housing Unit
9000268,ALCOHOL - MINOR IN POSSESSION,1/24/09 3:59,Cleared by Arrest,1/24/09 3:59,,Abel Hall,860 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,"Two students and two non students cited/released for MIPC (.102, .168, .108, .020)"
9000266,ALCOHOL - MINOR IN POSSESSION,1/24/09 4:04,Cleared by Arrest,1/24/09 4:04,,17 & R Parking Garage,300 North 17th St (GOV'T PARKING GARAGE (UNL)),$0.00 ,$0.00 ,"One non students cited/Detox for MIPC.  Two non students cited/released for MIPC.  (.166, .105, .097 BAC)"
9000267,SS - CHECK WELFARE OF PERSON,1/24/09 4:13,Cleared by Exception,1/24/09 4:13,,Abel Hall,860 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Check welfare of an intoxicated non student.  Person was left in care of sober party.
9000271,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",1/24/09 10:23,Cleared by Exception,1/24/09 10:23,,N/A,880 North 17th (GOV'T PARKING LOT (UNL)),$0.00 ,$200.00 ,Snow plow backed into a vehicle.
9000272,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/24/09 13:24,Inactive,1/24/09 10:00,1/24/09 13:10,501 Building,501 Stadium Dr (GOV'T PARKING LOT (UNL)),$0.00 ,$800.00 ,Unknown vehicle damaged another vehicle's bumper and tail light.
9000275,MEDICAL EMERGENCY,1/24/09 14:40,Cleared by Exception,1/24/09 14:40,,Bob Devaney Sports Center,1600 Court St (SPORT FACILITIES),$0.00 ,$0.00 ,A person fell walking down the stairs at the sports center. Taken to Bryan LGH west for treatment.
9000276,MEDICAL EMERGENCY,1/24/09 16:00,Cleared by Exception,1/24/09 16:00,,Lied Center,301 North 12th St (AUDITORIUM/THEATER),$0.00 ,$0.00 ,A 75 year old female was complaining of chest pains while attending a performance at the Lied Center. The female was transported by LFR to Bryan LGH East for treatment.
9000278,ACCIDENTS - P.D. NOT REPORTABLE,1/24/09 16:22,Inactive,1/23/09 15:15,,N/A,745 N. 14th Street (GOV'T PARKING LOT (UNL)),$0.00 ,$450.00 ,Belated two vehicle non injury accident which had occurred on the loop east of Memorial Stadium.
9000281,ACCIDENTS - P.D. NOT REPORTABLE,1/24/09 18:36,Inactive,1/24/09 18:36,,Military & Naval Science,1360 Vine St (GOV'T PARKING LOT (UNL)),$0.00 ,"$1,650.00 ",Two vehicle non injury accident west of 14th and Vine streets.
9000282,TELEPHONE - OBSCENE CALLS,1/24/09 21:10,Cleared by Exception,1/24/09 20:37,,Neihardt Residence Center,(UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student received an obscene phone call.
9000284,TELEPHONE - THREATENING CALLS,1/24/09 22:18,Inactive,1/24/09 21:50,,Selleck Quad 4000,(UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student received a harassing phone call.  Person responsible was contacted and all parties were instructed to cease contact with each other.
9000259,ACCIDENTS - P.D. REPORTABLE,1/24/09 22:45,Inactive,1/24/09 22:40,,N/A,1150 N. 14th Street (GOV'T PARKING LOT (UNL)),$0.00 ,"$1,500.00 ","Two vehicle accident, no injuries."
9000285,VANDALISM - OTHER,1/25/09 1:05,Inactive,1/25/09 0:30,,Phi Gamma Delta,1425 R St. (OFF CAMPUS/GREEK HOUSING),$0.00 ,$500.00 ,Object thrown through an exterior window.  Investigation continues.
9000288,MISC - OTHER,1/25/09 2:25,Cleared by Exception,1/25/09 2:25,,Phi Gamma Delta,1425 R St. (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,Two persons evaded a police officer after being observed carrying a statue into a house.  Owner of statue was contacted and the return of the item arranged.
9000289,ALCOHOL - DRUNK,1/25/09 3:21,Cleared by Exception,1/25/09 3:21,,Cather Hall,609 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Two UNL students contacted for intoxication.  One taken to Detox and the other released to a sober friend.  .154 and .174 BAC's.
9000290,ALCOHOL - MINOR IN POSSESSION,1/25/09 3:37,Cleared by Arrest,1/25/09 3:37,,Cather Hall,609 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Two UNL students cited for MIP-C after being observed kicking an elevator door.  .166 and .132 BAC's.
9000299,TRESPASSING,1/25/09 21:16,Inactive,1/25/09 21:16,1/25/09 21:16,Cather Hall,609 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,"Three parties contacted for an odor of burning marijuana from a residence hall room.  One party lodged in jail for warrants and Ban & Barred, and one other party also Ban & Barred."
9000303,FALSE INFORMATION - GIVEN TO OFC.,1/26/09 0:29,Cleared by Arrest,1/26/09 0:29,,N/A,4431 Holdrege St. (STREET),$0.00 ,$0.00 ,Juvenile non-student provided officer with a false name when stopped for a traffic violation.  Party was lodged at Youth Attention Center for outstanding warrants.
9000305,LARCENY - STOLEN BIKE,1/26/09 1:20,Cleared by Arrest,1/26/09 1:16,1/26/09 1:20,Nebraska Hall,900 North 16th St (SIDEWALK),$150.00 ,$12.00 ,"Officer observed a male party with two bicycles who subsequently dropped one bicycle and fled from officer.  Party was apprehended, cited for Theft and Possession of Burglar's Tools, and lodged for warrants."
9000308,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/26/09 11:09,Inactive,1/22/09 12:15,1/26/09 11:09,Canfield Administration Building,14th and R St. (GOV'T PARKING LOT (UNL)),$0.00 ,$900.00 ,UNL vehicle struck by an unknown vehicle while parked in the parking lot.
9000310,MEDICAL EMERGENCY,1/26/09 11:47,Inactive,1/26/09 11:47,,Kabredlo's,1540 P St. (CONVENIENCE STORE),$0.00 ,$0.00 ,Non student fainted after donating blood earlier in the day.
9000312,LOST OR STOLEN ITEM,1/26/09 15:38,Cleared by Arrest,12/20/08 16:00,12/21/09 11:00,N/A,City of Lincoln (UNKNOWN),$300.00 ,$0.00 ,"Lost IPod somewhere in the city of Lincoln, $300.00 lost."
9000313,DISTURBANCE - OTHER,1/26/09 16:54,Inactive,1/22/09 15:35,,14th & Avery Parking Garage,1111 North 14th St (GOV'T PARKING GARAGE (UNL)),$0.00 ,$0.00 ,Disturbance in the 5th floor elevator lobby of the Avery parking garage between a male and a female.
9000314,FIRE (WORKING) - ALARM,1/26/09 18:46,Inactive,1/26/09 18:46,1/26/09 18:46,Hamilton Hall,639 North 12th St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,Over heated motor causing smoke which set off the smoke detector at Hamilton Hall.
