Case #,Incident Code,Reported,Case Status,Start Occurred,End Occurred,Building,Location,Stolen,Damaged,Summary
10000039,TRAFFIC - SUSPENDED DRIVER,1/7/10 15:22,Cleared by Arrest,1/7/10 15:21,,N/A,N 25TH ST & U ST (STREET),$0.00 ,$0.00 ,Non-student cited and released for Driving Under Suspension.
10000043,NARCOTICS - POSSESSION,1/8/10 0:50,Cleared by Arrest,1/8/10 0:50,,N/A,N 34TH ST & HOLDREGE ST (STREET),$0.00 ,$0.00 ,Two non UNL students cited for Possession of marijuana and paraphernalia after being contacted for a traffic infraction.
10000046,MEDICAL EMERGENCY,1/8/10 10:41,Inactive,1/8/10 10:41,,1820 R,"(UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,LFR and UNLPD dispatched to the north end of 1820 R street reference a UNL employee experiencing chest pain.  Employee was transported to Bryan/LGH West for further treatment.
10000051,LOST OR STOLEN ITEM,1/8/10 17:44,Inactive,1/8/10 13:30,,N/A,N 13TH ST & R ST (SIDEWALK),$2.00 ,$0.00 ,Lost or stolen wallet at 13th and R St.
10000061,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/9/10 15:21,Cleared by Exception,1/9/10 15:21,,The Village,1055 North 16 St. (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,UNL student struck a parked car while driving through the parking lot.
10000064,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",1/9/10 17:44,Cleared by Exception,1/9/10 17:44,,International Affairs,"420 University Terrace (UNL SUPPORT FACILITY (office, service))",$0.00 ,"$30,000.00 ",Water Main break in the interior of the building due to a broken sprinkler pipe.
10000065,ALCOHOL - MINOR IN POSSESSION,1/10/10 0:42,Cleared by Arrest,1/10/10 0:42,,Schramm Hall,1130 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,"Four UNL students and a non student cited for MIP offenses (.174, .105, .006, .025 & .155 BAC)."
10000070,LARCENY - FROM MOTOR VEHICLE,1/10/10 9:23,Inactive,1/2/10 12:00,1/10/10 9:22,N/A,2100 State Fair Park Dr. (GOV'T PARKING LOT (UNL)),"$19,175.00 ",$300.00 ,"A vehicle was broke into at Innovation Campus on the east side of Grandstand. Total Damage $300.00. Total loss $19,175.00"
10000071,LARCENY - FROM MOTOR VEHICLE,1/10/10 9:23,Inactive,1/2/10 12:00,1/10/10 9:23,N/A,2100 State Fair Park Dr. (GOV'T PARKING LOT (UNL)),$0.00 ,$300.00 ,A vehicle was broke into at Innovation Campus on the east side of Grandstand. Total Damage $300.00
10000075,LOST OR STOLEN ITEM,1/10/10 14:53,Inactive,,,Neihardt Residence Center,540 North 16th St (SIDEWALK),$300.00 ,$0.00 ,"Bike taken from bike rack west side of Neihardt Hall, $300.00 loss"
100000076,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",1/10/10 15:10,Cleared by Exception,1/10/10 15:10,,Theta Xi,1535 R St (OFF CAMPUS/GREEK HOUSING),$0.00 ,$500.00 ,"Property damage to 1535 R Street caused by hole in roof and water seeping into house, $500.00 damage."
10000068,OUTSIDE - O.P.S. ACCIDENT,1/11/10 7:39,Inactive,1/9/10 17:37,,N/A,N 17TH ST & R ST (STREET),$0.00 ,$0.00 ,An OPS for LPD involving a one car accident at 17th/R St.
10000084,ACCIDENTS - P.D. NOT REPORTABLE,1/11/10 7:58,Cleared by Exception,1/11/10 7:58,,N/A,E.Camp. Loop/38th-Fair (STREET),$0.00 ,$300.00 ,A fac/staff member was involved in a two vehicle non-injury accident. Not reportable.
10000085,LARCENY - STOLEN BIKE,1/11/10 10:24,Inactive,12/18/09 9:00,1/11/10 9:30,Love Library South,1248 R (LIBRARY),$350.00 ,$0.00 ,A UNL student reported her bike stolen from Love Library
10000086,DISTURBANCE - DOMESTIC,1/11/10 10:58,Inactive,1/1/10 0:45,1/1/10 1:45,N/A,3080 Koepke Rd. (SINGLE FAMILY _ off campus),$0.00 ,$0.00 ,A UNL student wanted to report an Dom. Asslt that occurred in Illinois. This is FYI in case offender comes to campus. Illinois is aware of incident
10000087,TRAFFIC - SUSPENDED DRIVER,1/11/10 11:17,Cleared by Arrest,1/11/10 11:17,,N/A,2100 State Fair Park Dr. (STREET),$0.00 ,$0.00 ,A suspended driver was cited/released for DUS and No Proof of Insurance.
10000089,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",1/11/10 15:18,Inactive,1/11/10 15:18,,N/A,(GOV'T PARKING LOT (UNL)),$0.00 ,$60.00 ,"Two vehicle non-injury accident in drive by Richards Hall, $60.00 damage."
10000090,MEDICAL EMERGENCY,1/11/10 15:21,Inactive,1/11/10 15:21,1/11/10 15:21,Lied Center,301 North 12th St (AUDITORIUM/THEATER),$0.00 ,$0.00 ,"Person at Lied Center having chest pains LFR responded, person transported by friend to hospital."
10000091,LOST OR STOLEN ITEM,1/11/10 16:42,Inactive,,,N/A,(GOV'T LOT/FIELD (UNL)),$10.00 ,$0.00 ,"Person lost item near the 17th and R street basketball courts, $10.00 loss."
10000094,NARCOTICS - POSSESSION,1/11/10 23:33,Cleared by Arrest,1/11/10 23:33,,The Courtyards,733 North  17th  St. (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student cited/released for possession of marijuana less than an ounce after being contacted in his dorm room.
10000099,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/12/10 11:59,Inactive,1/12/10 7:45,1/12/10 11:45,N/A,1033 N. 16th Street (GOV'T PARKING LOT (UNL)),$0.00 ,$300.00 ,A UNL student involved in a non-injury non-reportable accident in the 14th/W parking lot
10000098,SS - CHECK WELFARE OF PERSON,1/12/10 13:28,Inactive,1/12/10 11:42,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,A check welfare of a UNL Student who resides in Abel Hall.
10000102,MEDICAL EMERGENCY,1/12/10 13:38,Inactive,1/12/10 12:53,,Animal Sciences,3940 Fair St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,A male subject had a seizure at Animal Science. Transported to Bryan LGH West for further treatment
10000105,MEDICAL EMERGENCY,1/12/10 14:46,Inactive,1/12/10 14:46,,Ferguson Hall,1130 S St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,"Person may have broken their ankle on stairwell inside Ferguson Hall, transported to Bryan-LGH by LFR."
10000111,NARCOTICS - POSSESSION,1/12/10 20:40,Cleared by Exception,1/12/10 20:40,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,"Narcotics in Selleck Hall, person contacted no citations written."
10000113,VANDALISM - OTHER,1/12/10 21:21,Cleared by Arrest,1/12/10 21:21,,Innovation Campus,1800 State Fair Park Drive (GOV'T PARKING LOT (UNL)),$0.00 ,$500.00 ,Witness observed a person vandalizing a vehicle after a basketball game.  Suspect developed.
10000115,TRAFFIC - SUSPENDED DRIVER,1/13/10 2:57,Cleared by Arrest,1/13/10 2:57,,N/A,N 40TH ST & HOLDREGE ST (STREET),$0.00 ,$0.00 ,Non-student cited and lodged for Driving Under Suspension.
10000119,LOST OR STOLEN ITEM,1/13/10 12:37,Inactive,,,Burnett Hall,1220 T St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,A UNL student reported her N-Card lost/stolen from Burnett Hall last semester.
10000112,DISTURBANCE - OTHER,1/13/10 16:00,Inactive,1/12/10 13:00,,Canfield Administration Building,"14th and R St. (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,UNL student made a threatening remark to a UNL employee.
10000121,VANDALISM - OTHER,1/13/10 16:02,Inactive,1/12/10 22:30,1/13/10 11:00,The Courtyards,733 North  17th  St. (UNL APARTMENT),$0.00 ,$2.00 ,"Damage to bulletin board with designs honoring Martin Luther King, Jr., $2.00 damage."
10000127,LOST OR STOLEN ITEM,1/13/10 21:22,Inactive,1/13/10 16:15,,Nebraska Union,"1400 R St (UNL SUPPORT FACILITY (office, service))",$370.00 ,$0.00 ,Backpack and contents therein reported missing after being left unattended.
10000130,TRAFFIC - SUSPENDED DRIVER,1/14/10 2:28,Cleared by Arrest,1/14/10 2:28,,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,Non-student cited and released for Driving Under Suspension.
10000132,LARCENY - FROM MOTOR VEHICLE,1/14/10 9:03,Cleared by Exception,1/11/10 11:00,1/13/10 15:30,N/A,(UNKNOWN),$190.00 ,$0.00 ,"Item taken from vehicle while parked at several different locations, $190.00 loss."
10000133,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/14/10 9:27,Inactive,1/14/10 6:52,1/14/10 7:46,N/A,1120 Avery Ave. (UNKNOWN),$0.00 ,"$1,500.00 ","Hit and Run accident in the 1120 Avery Ave parking lot, $1500.00 damage."
10000136,ACCIDENTS - P.D. NOT REPORTABLE,1/14/10 10:56,Inactive,1/14/10 10:56,,University Health Center,1500 U St (GOV'T PARKING LOT (UNL)),$0.00 ,$400.00 ,"Two vehicle non-injury accident in the parking lot of the Health Center, $400.00 damage."
10000139,DISTURBANCE - OTHER,1/14/10 16:38,Inactive,1/14/10 23:00,1/14/10 6:00,The Courtyards,733 North  17th  St. (UNL APARTMENT),$0.00 ,$0.00 ,A UNL student received an odd item outside of her dorm room during the overnight hours.
10000138,LOST OR STOLEN ITEM,1/14/10 16:40,Inactive,1/14/10 15:45,1/14/10 16:05,Morrill Hall,1335 U St (MUSEUM),$20.00 ,$0.00 ,Stolen N card from an unattended backpack.
10000140,LARCENY - FROM MOTOR VEHICLE,1/14/10 21:33,Inactive,1/13/10 16:39,1/14/10 18:30,N/A,320 N. 18th St. (GOV'T PARKING LOT (UNL)),$130.00 ,$50.00 ,Car stereo and cables stolen from a locked vehicle.
10000143,ALCOHOL - MINOR IN POSSESSION,1/14/10 22:50,Cleared by Arrest,1/14/10 22:50,,Union-East,"1705 Arbor Dr (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,UNL student found to be extremely intoxicated and unable to care for self while at a RSO dance.  .237 BAC
10000145,NARCOTICS - POSSESSION,1/15/10 2:15,Cleared by Arrest,1/15/10 2:15,,Schramm Hall,1130 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student cited for Poss of Marijuana > 1 oz and Poss of Drug Paraphernalia after an odor of burnt marijuana was discovered in the hallway.
10000147,ALCOHOL - DRUNK,1/15/10 2:32,Cleared by Exception,1/15/10 2:32,,N/A,N 16TH ST & U ST (SIDEWALK),$0.00 ,$0.00 ,UNL student observed lying on the sidewalk and found to be intoxicated and unable to care for self.  Transported to Detox.  .230 BAC
10000146,FIRE - FALSE ALARM,1/15/10 2:35,Inactive,1/15/10 2:30,1/15/10 2:35,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Unknown person(s) opened a fire water valve causing water to flow onto the floor. No damage.
10000148,DISTURBANCE - OTHER,1/15/10 8:29,Inactive,1/14/10 15:45,,Ross McCollum Hall,1875 North 42nd St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,Law college employees concerned over a female frequenting the building asking for legal assistance.
10000149,LOST OR STOLEN ITEM,1/15/10 11:10,Cleared by Exception,1/14/10 14:00,1/14/10 16:00,College of Business Admin.,512 North 12th St (UNL ACADEMIC BUILDING),$69.50 ,$0.00 ,Student reports that his wallet was lost inside CBA either first floor or in the basement. $62 loss.
10000150,VANDALISM - OTHER,1/15/10 11:40,Cleared by Exception,1/12/10 19:45,1/12/10 22:00,14th & Avery Parking Garage,1111 North 14th St (GOV'T PARKING GARAGE (UNL)),$0.00 ,$328.00 ,Two tires slashed while vehicle was parked in the 14th & Avery Garage. $164 damage. No suspects
10000154,ALCOHOL - BUY/PROCURE FOR MINORS,1/15/10 21:07,Cleared by Arrest,1/15/10 21:07,1/15/10 21:07,Innovation Campus,1800 State Fair Park Drive (SPORT FACILITIES),$0.00 ,$0.00 ,"Three UNL students contacted for intoxication at Lincoln Stars game.  One cited for MIP, Minor Misrepresent Age, Poss of False ID, & Procuring for Minor.  Two cited for MIP.  All three taken to Detox.  .089, .126, .177 BAC's."
10000156,NARCOTICS - POSSESSION,1/15/10 23:19,Cleared by Arrest,1/15/10 23:19,,The Courtyards,733 North  17th  St. (UNL RESIDENCE HALL),$0.00 ,$0.00 ,"Two UNL students and three non-students cited for MIP, one cited for Poss of Marijuana < 1 oz, and another cited for Poss of Marijuana < 1 oz & Poss of Drug Paraphernalia.  .016, .012, .061, .050, & .000 BAC's."
10000157,FIRE - FALSE ALARM,1/16/10 0:12,Inactive,1/16/10 0:12,,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,False fire alarm activated by a pull station in the basement.
10000159,NARCOTICS - POSSESSION,1/16/10 1:21,Cleared by Arrest,1/16/10 1:21,,Phi Gamma Delta,1425 R St. (STREET),$0.00 ,$0.00 ,Two non-students contacted after behavior consistent with narcotics.  One cited for Poss of Drug Paraphernalia; the other cited for Poss of Marijuana < 1 oz.  Both also cited for MIP-C.  .165 & .224 BAC.
10000161,DISTURBANCE - OTHER,1/16/10 2:47,Cleared by Exception,1/16/10 2:47,,Sigma Alpha Epsilon,635 North 16th St. (SIDEWALK),$0.00 ,$0.00 ,Physical altercation between several members of Sigma Alpha Epsilon and Sigma Nu.
10000162,ALCOHOL - MINOR IN POSSESSION,1/16/10 4:11,Cleared by Arrest,1/16/10 4:11,,N/A,515 N 19th St. (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,UNL student and non-student cited for MIP-C after being contacted in the parking lot.  .084 & .023 BAC's.
10000164,LARCENY - FROM MOTOR VEHICLE,1/16/10 21:03,Inactive,1/16/10 19:05,1/16/10 20:45,Innovation Campus,1800 State Fair Park Drive (GOV'T PARKING LOT (UNL)),$120.00 ,$100.00 ,Purse and contents stolen from a vehicle.
10000168,ALCOHOL - MINOR IN POSSESSION,1/17/10 1:28,Cleared by Arrest,1/17/10 1:28,,N/A,N 16TH ST & U ST (SIDEWALK),$0.00 ,$0.00 ,UNL student cited/released for MIP-C (.169 BAC).
10000171,VANDALISM - OTHER,1/17/10 19:13,Inactive,1/17/10 0:00,1/17/10 20:30,University Health Center,1500 U St (GOV'T PARKING LOT (UNL)),$0.00 ,$150.00 ,"Vandalism to vehicle broken tail light, while parked in the Health Center lot, $150.00 damage."
10000172,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/17/10 19:16,Inactive,1/17/10 18:15,1/17/10 19:16,N/A,745 N. 14th (GOV'T PARKING LOT (UNL)),$0.00 ,$300.00 ,"Hit and Run accident in the area 10 Loop 14th and Vine Street, $300.00 damage."
10000176,LARCENY - FROM MOTOR VEHICLE,1/18/10 1:02,Inactive,1/17/10 2:14,1/18/10 1:02,Innovation Campus,1800 State Fair Park Drive (GOV'T PARKING LOT (UNL)),$0.00 ,$200.00 ,Vehicle window broken out and items stolen from inside the car.
10000177,ALCOHOL - MINOR IN POSSESSION,1/18/10 1:46,Cleared by Arrest,1/18/10 1:46,,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Two UNL students cited for MIP-Consumption (.026 BAC & .165 BAC). One was taken to detox.
10000178,ALCOHOL - MINOR IN POSSESSION,1/18/10 2:38,Cleared by Arrest,1/18/10 2:38,,Smith Hall,1120 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Two persons cited for MIP in Harper Hall.
10000180,ALCOHOL - MINOR IN POSSESSION,1/18/10 3:25,Cleared by Arrest,1/18/10 3:25,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student cited/released for MIP-Consumption.
10000181,NARCOTICS - SALE/DELIVER,1/18/10 4:33,Closed - Cleared by Arrest-Adult,1/18/10 4:33,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Two UNL students lodged in jail for Poss. with Intent to Deliver. One UNL student cited/released for Poss. of Marijuana.
10000194,VANDALISM - OTHER,1/19/10 9:27,Inactive,1/15/10 17:00,1/19/10 7:00,Whittier Building,2200 Vine St (GOV'T LOT/FIELD (UNL)),$0.00 ,$125.00 ,A card reader was damaged at Whitter Building
10000195,LARCENY - FROM BUILDING,1/19/10 9:49,Inactive,1/16/10 12:15,1/19/10 7:45,College of Dentistry,3975 Potter St (UNL ACADEMIC BUILDING),$100.00 ,$25.00 ,A picture was stolen from the faculty area at the College of Dentistry.
10000196,LARCENY - FROM BUILDING,1/19/10 10:25,Cleared by Arrest,1/17/10 0:30,,College of Business Admin.,512 North 12th St (UNL ACADEMIC BUILDING),$150.00 ,$0.00 ,A utility cart was stolen from CBA.
10000197,LARCENY - FROM BUILDING,1/19/10 14:11,Inactive,1/19/10 10:40,1/19/10 10:55,Westbrook Music Building,1104 R St (UNL ACADEMIC BUILDING),$70.00 ,$0.00 ,"Wallet and contents taken from Westbrook Music Building, $70.00 loss."
10000198,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/19/10 15:48,Inactive,,,Agricultural Communications,3625 East Camp Loop (UNKNOWN),$0.00 ,$200.00 ,State vehicle damaged by another vehicle.
10000199,LARCENY - FROM BUILDING,1/19/10 15:51,Inactive,1/19/10 8:00,1/19/10 14:00,Oldfather Hall,660 North 12th St (UNL ACADEMIC BUILDING),$110.00 ,$0.00 ,"Wallet and contents taken from Oldfater Hall, $110.00 loss."
10000200,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/19/10 18:07,Inactive,1/19/10 18:07,1/19/10 18:07,Westbrook Music Building,1104 R St (GOV'T PARKING LOT (UNL)),$0.00 ,$300.00 ,UNL employee's personal vehicle damaged in the Westbrook parking lot.
10000201,TRESPASSING,1/19/10 18:58,Cleared by Arrest,,,Union-City,1400 R St. (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,Local transient previously banned and barred from UNL property discovered to be present within the Union.
10000210,DISTURBANCE - OTHER,1/20/10 9:22,Inactive,1/19/10 17:15,1/19/10 17:30,University Health Center,1500 U St (HOSPITAL/CLINIC/ETC),$0.00 ,$0.00 ,A Faculty/Staff member from the Health Center received a disturbing phone call.
10000213,DISTURBANCE - OTHER,1/20/10 12:15,Unfounded,1/14/10 12:15,,Beadle Center,1901 Vine St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,UNL Student reported unwanted contact by another UNL student while in class.  Case was deemed unfounded.
10000214,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",1/20/10 13:20,Inactive,1/20/10 9:45,1/20/10 10:30,Business Services Complex,1700 Y st (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,A Faculty/Staff member reported damage to his vehicle
10000215,LARCENY - STOLEN BIKE,1/20/10 13:50,Inactive,11/26/09 0:00,12/18/09 18:00,The Village,1055 North 16 St. (UNL APARTMENT),$300.00 ,$0.00 ,"Stolen, secured bicycle and cable lock from the Village."
10000221,LARCENY - STOLEN BIKE,1/20/10 21:26,Inactive,12/18/10 0:00,1/12/10 8:00,Pound Hall,513 North 17th St (UNL RESIDENCE HALL),$127.00 ,$0.00 ,UNL student's secured bicycle and lock stolen from the south side of Pound.
10000225,NARCOTICS - POSSESSION,1/21/10 4:13,Cleared by Arrest,1/21/10 4:13,,Harper Hall,1150 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Room contacted after a complaint of a marijuana odor.  One student cited for Poss of Marijuana < 1 oz; another student cited for Poss. of Marijuana < 1 oz and Poss. of Drug Paraphernalia.  Approx. 27 g and 1.3 g total weights
10000228,SUSPICIOUS PERSON,1/21/10 11:02,Inactive,1/17/10 12:30,1/17/10 13:30,Architecture Hall,402 Stadium Dr (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,"Suspicious person in Architecture Hall library, may have stayed in library overnight."
10000230,ACCIDENTS - P.D. NOT REPORTABLE,1/21/10 11:43,Inactive,1/21/10 7:15,1/21/10 11:43,N/A,VINE ST & N 14TH ST (GOV'T PARKING LOT (UNL)),$0.00 ,"$1,000.00 ","Two UNL employees involved in a two vehicle, non injury accident."
10000234,ALCOHOL - BUY/PROCURE FOR MINORS,1/22/10 3:45,Cleared by Arrest,1/22/10 3:45,1/22/10 3:45,N/A,(UNL RESIDENCE HALL),$0.00 ,$0.00 ,"Eight UNL students contacted in a room after a noise complaint.  Alcohol found in the room at all were cited for MIP.  One student also cited for Procuring, Poss False ID, Minor Misrepresent Age.  .030, .013, .000, .066, .000, .030, .020, .058 BAC's."
10000235,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/22/10 9:19,Cleared by Arrest,1/22/10 9:10,,14th & Avery Parking Garage,1111 North 14th St (GOV'T PARKING GARAGE (UNL)),$0.00 ,$450.00 ,Accident involving two vehicles with one of them being parked and unattended. Responsible person drove off and parked in a different location. Driver was contacted and cited for leaving the scene of an accident. $400 damage.
10000308,DISTURBANCE - OTHER,1/22/10 12:57,Cleared by Exception,,,Burr Hall,1701 North 35th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student reports unwanted contact from her mother.
10000237,SS - CHECK WELFARE OF PERSON,1/22/10 13:22,Cleared by Exception,1/22/10 13:22,,Campus Recreation Center,841 North 14th St (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,Officer dispatched to the UNL Recreation Center on a check welfare of a female.  Unable to locate  female and a local broadcast was issued.
10000240,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/22/10 16:03,Cleared by Exception,1/22/10 8:15,1/22/10 15:20,N/A,1030 N. 16th Street (GOV'T PARKING LOT (UNL)),$0.00 ,"$1,200.00 ","Two vehicle, minor non injury accident in the parking lot."
10000238,DISTURBANCE - OTHER,1/22/10 16:12,Cleared by Exception,1/22/10 16:12,1/22/10 16:12,N/A,(UNKNOWN),$0.00 ,$0.00 ,UNL staff receiving unwanted communications from a person who applied for a PhD program.
10000244,LARCENY - STOLEN BIKE,1/22/10 19:38,Inactive,,,Cather Hall,609 North 17th St (UNL RESIDENCE HALL),$80.00 ,$20.00 ,Stolen BMX bicycle and cable lock from bike racks at Cather.
10000246,MEDICAL EMERGENCY,1/22/10 20:04,Cleared by Exception,1/22/10 20:04,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Male student vomiting. Refused transport.
10000249,LARCENY - FROM MOTOR VEHICLE,1/22/10 22:09,Unfounded,1/22/10 10:15,1/22/10 16:00,N/A,745 N. 14th Street (STREET),$346.00 ,$0.00 ,Theft of two bags with misc. items from a limousine on display at the UNL rec center.
10000254,ALCOHOL - MINOR IN POSSESSION,1/22/10 23:15,Cleared by Arrest,1/22/10 23:15,,The Village,1055 North 16 St. (UNL RESIDENCE HALL),$0.00 ,$0.00 ,5 UNL students cited for MIPC after being contacted inside room 409 for the smell of marijuana. 1 UNL student transported to Detox and not cited (BAC .150).
10000256,ALCOHOL - MINOR IN POSSESSION,1/23/10 1:51,Cleared by Arrest,1/23/10 1:51,1/23/10 1:51,The Village,1055 North 16 St. (UNL APARTMENT),$0.00 ,$0.00 ,UNL student contacted after roommate was concerned about her level of intoxication. BAC .128.
10000257,NARCOTICS - POSSESSION,1/23/10 2:19,Cleared by Arrest,1/23/10 2:19,,515 N 19th Parking Lot Vine to,515 North 19th St. (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,UNL student contacted in the parking lot and discovered to be in possession f marijuana.
10000258,ALCOHOL - BUY/PROCURE FOR MINORS,1/23/10 5:35,Cleared by Arrest,1/23/10 5:35,1/23/10 5:35,N/A,935 New Hampshire (SINGLE FAMILY _ off campus),$0.00 ,$0.00 ,Two UNL students were cited and released. One for MIP-C(refused) and one was cited for Maintaining Disorderly House and Procuring Alcohol to Minor.
10000259,ALCOHOL - MINOR IN POSSESSION,1/23/10 5:44,Cleared by Arrest,1/23/10 4:23,,Cather Hall,609 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,"UNL student contacted in the dorm lobby, discovered to be intoxicated. Transported to Detox. BAC .137."
10000262,MEDICAL EMERGENCY,1/23/10 12:41,Cleared by Exception,1/23/10 12:41,,The Village,1055 North 16 St. (UNL RESIDENCE HALL),$0.00 ,$0.00 ,A UNL cut his finger and was transported by LFR at his request for stitches
10000263,VANDALISM - BY GRAFFITI,1/23/10 15:40,Inactive,,,Burr Hall,1701 North 35th St (UNL RESIDENCE HALL),$0.00 ,$20.00 ,Interior door damaged with graffiti.
10000267,ALCOHOL - MINOR IN POSSESSION,1/23/10 20:46,Cleared by Arrest,1/23/10 20:46,,N/A,1700 N. 17th Street (SPORT FACILITIES),$0.00 ,$0.00 ,Two non-students contacted during the hockey game. Both were cited/lodged in jail for MIP (.206 BAC & .152 BAC).
10000253,LARCENY - FROM BUILDING,1/23/10 23:09,Inactive,1/22/10 21:00,1/22/10 23:00,Coliseum,1350 Vine St (SPORT FACILITIES),$200.00 ,$0.00 ,Stolen cell phone which was left unattended at the Coliseum.
