Case #,Incident Code,Reported,Case Status,Start Occurred,End Occurred,Building,Location,Stolen,Damaged,Summary
7000224,TRESPASSING,1/19/07 4:05,Cleared by Exception,1/19/07 4:05,,Union-City,"(UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Non student inside City Union computer lab (students only).  Given a policy letter.
7000230,VANDALISM - BY GRAFFITI,1/19/07 17:08,Cleared by Exception,,1/19/07 16:30,Delta Upsilon,1548 Vine St. (OFF CAMPUS/GREEK HOUSING),$0.00 ,$200.00 ,Building sprayed painted
7000231,BURGLARY,1/19/07 17:19,Inactive,12/14/06 12:00,1/8/07 17:00,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$195.00 ,$0.00 ,Victim reports his camera stolen from his room over Christmas break.  No suspects.
7000236,LITTERING,1/20/07 0:46,Cleared by Arrest,1/20/07 0:46,,Andersen Hall,200 Centennial Mall North (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,Female contacted in Andersen Hall parking lot for urinating.  Cited and Released for Littering.
7000241,MEDICAL EMERGENCY,1/20/07 2:32,Inactive,1/20/07 2:32,,Abel Hall,860 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Intoxicated female in the restroom.  Tested .191 BAC.  Transported to LGH West for observations.
7000242,TRAFFIC - OTHER,1/20/07 6:12,Cleared by Arrest,1/20/07 6:12,,N/A,T ST & N 10TH ST (STREET),$0.00 ,$0.00 ,Traffic stop.  Driver had an open container and signs of alcohol consumption.  Driver was cited and released to a sober friend.  Cited for Speeding/Open Container/No Valid Operators License.
7000248,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",1/20/07 14:18,Inactive,1/20/07 12:00,1/20/07 14:18,Hewit Place Q Street Galleries,1155 Q St (MUSEUM),$0.00 ,$0.00 ,LFR was attempting to extinguish vehicles that were on fire on the 4th level of the Que Place Parking garage.  It was later discovered water leaked into the Hewitt Place galleries.  Unknown amount damage at this time to the galleries and artwork.
7000253,ALCOHOL - DRUNK,1/20/07 15:59,Cleared by Exception,1/20/07 15:59,,Union-City,"1400 R St. (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Female causing a disturbance by yelling.  Upon contact by Officers it was determined party was intoxicated and unable to care for themselves.  Transported to Detox.  Tested a .320 BAC.
7000256,FIRE - FALSE ALARM,1/20/07 18:33,Inactive,1/20/07 18:33,,Cook Pavilion,"845 North 14th St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Pull station activated.  Elementary aged kids playing soccer in the facility.
7000260,TRESPASSING,1/21/07 1:52,Closed - Cleared by Arrest-Adult,1/21/07 1:52,,Memorial Stadium,(SPORT FACILITIES),$0.00 ,$550.00 ,Party arrested for breaking main South Stadium entrance door.  Sustained minor injuries.  Cited and lodged for Criminal Mischief and 2nd Degree Trespass.
7000264,DISTURBANCE - OTHER,1/21/07 2:47,Inactive,1/21/07 2:30,1/21/07 2:45,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,RA in Sandoz had 3 males in the womens restroom.  They refused to give their names and didn't comply with the RA.
7000265,TELEPHONE - OBSCENE CALLS,1/21/07 12:59,Inactive,10/1/06 14:13,1/20/07 18:08,The Courtyards,733 North  17th  St. (UNL APARTMENT),$0.00 ,$0.00 ,Party receiving harassing phone calls.
7000312,VANDALISM - OTHER,1/21/07 19:59,Inactive,1/21/07 1:30,1/21/07 3:45,Memorial Stadium,740 Stadium Dr. (South Parking lot) (GOV'T PARKING LOT (UNL)),$0.00 ,$150.00 ,Car window broken out in the South Stadium parking lot.
7000267,MEDICAL EMERGENCY,1/21/07 22:52,Inactive,1/21/07 22:52,,Schramm Hall,(SIDEWALK),$0.00 ,$0.00 ,Pty injured her right ankle after slipping on ice.
7000272,BURGLARY,1/22/07 9:50,Inactive,1/19/07 14:00,1/19/07 14:25,Keim Hall,1825 North38th St (UNL ACADEMIC BUILDING),$210.00 ,$0.00 ,VIctim's duffel bag containing misc personal items was taken from an unlocked office.
7000273,ACCIDENTS - P.D. NOT REPORTABLE,1/22/07 10:40,Inactive,1/22/07 10:40,,N/A,16th Street/X Street (GOV'T PARKING LOT (UNL)),$0.00 ,$500.00 ,Non injury accident in parking lot.
7000274,LOST OR STOLEN ITEM,1/22/07 13:18,Inactive,1/21/07 12:00,1/21/07 20:00,Cather Hall,609 North 17th St (UNL RESIDENCE HALL),$100.00 ,$0.00 ,Lost cellular phone
7000277,ACCIDENTS - P.D. REPORTABLE,1/22/07 14:00,Inactive,1/22/07 14:00,,N/A,1655 North 35th St (Parking Lot) (GOV'T PARKING LOT (UNL)),$0.00 ,"$3,000.00 ",Non injury accident on East Campus.
7000278,LARCENY - FROM BUILDING,1/22/07 14:39,Inactive,1/19/07 14:45,1/19/07 15:00,Keim Hall,1825 North38th St (UNL ACADEMIC BUILDING),$544.97 ,$0.00 ,Camera taken from a room in Keim Hall
7000280,ACCIDENTS - P.D. REPORTABLE,1/22/07 15:28,Cleared by Exception,1/22/07 11:00,1/22/07 11:00,Textron,900 North 21st St. (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,Two vehilce non-injury accident Textron parking lot.
7000281,VANDALISM - OTHER,1/22/07 18:19,Inactive,1/5/07 21:00,1/17/07 19:00,N/A,1220 North 14th Street (GOV'T PARKING LOT (UNL)),$0.00 ,$150.00 ,Mirror on a vehicle was damaged in the HSS parking lot.
7000288,LARCENY - FROM BUILDING,1/23/07 0:36,Inactive,1/17/07 22:00,1/18/07 9:00,Abel Hall,860 North 17th St (UNL RESIDENCE HALL),$300.00 ,$0.00 ,"Pty left camera on a table in the study area of 12th floor abel south, when he returned the next day the camera was gone."
7000292,MEDICAL EMERGENCY,1/23/07 8:25,Inactive,1/23/07 8:00,1/23/07 8:25,Westbrook Music Building,1104 R St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,Female fell and struck her head causing a laceration and pain. Unknown time of occurrence or exact location due to her confusion.
7000294,ACCIDENTS - P.D. REPORTABLE,1/23/07 11:01,Inactive,1/23/07 2:30,1/23/07 2:30,Selleck Quad,600 North 15th St (STREET),$0.00 ,"$1,250.00 ",Two vehicle non-injury accident on 15th Street between S and U Streets.
7000296,BURGLARY,1/23/07 15:17,Inactive,1/12/07 21:00,1/13/07 12:00,Pi Beta Phi,426 North 16th St. (OFF CAMPUS/GREEK HOUSING),$700.00 ,$0.00 ,Paintings taken from 426 N 16th.
7000297,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/23/07 16:24,Inactive,1/23/07 9:30,1/23/07 10:45,N/A,320 North 18th Street (GOV'T PARKING LOT (UNL)),$0.00 ,$900.00 ,Hit and run accident no suspects at this time
7000308,LOST OR STOLEN ITEM,1/24/07 9:22,Inactive,1/23/07 12:00,1/23/07 13:00,N/A,(UNKNOWN),$60.00 ,$0.00 ,Lost external hard drive somewhere on city campus.
7000313,LARCENY - STOLEN BIKE,1/24/07 16:10,Inactive,1/10/07 10:00,1/24/07 16:00,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$320.00 ,$0.00 ,Bike was stolen between 01-10-07 and 01-24-07 from the bike rack located on the west side of the Selleck 4000 building.
