Case #,Incident Code,Reported,Case Status,Start Occurred,End Occurred,Building,Location,Stolen,Damaged,Summary
5000180,LARCENY - GAS FROM SELF SERVICE PUMP,1/18/05 7:44,,1/18/05 7:44,,N/A,1540 P St. (CONVENIENCE STORE),$33.10 ,$0.00 ,
5000181,LOST OR STOLEN ITEM,1/18/05 9:59,,1/10/05 7:30,1/12/05 16:00,N/A,City of Lincoln (UNKNOWN),$100.00 ,$0.00 ,
5000184,MEDICAL EMERGENCY,1/18/05 11:49,,1/18/05 11:49,,Fairfield Hall,1545 U St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,
5000185,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/18/05 12:17,,1/18/05 8:00,1/18/05 11:50,N/A,Area 20 Animal Science (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,
5000186,LOST OR STOLEN ITEM,1/18/05 12:40,,1/14/05 22:30,1/15/05 14:00,N/A,City of Lincoln (UNKNOWN),$150.00 ,$0.00 ,
5000188,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/18/05 17:11,,1/18/05 8:00,1/18/05 17:10,Varner Hall,3835 Holdrege (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,
5000191,VANDALISM - OTHER,1/18/05 19:01,,1/18/05 10:30,1/18/05 17:45,N/A,N 146TH ST & N 14TH ST (GOV'T PARKING LOT (UNL)),$0.00 ,$280.00 ,
5000192,VANDALISM - OTHER,1/18/05 19:25,,1/18/05 9:45,1/18/05 10:00,N/A,N 146TH ST & N 14TH ST (GOV'T PARKING LOT (UNL)),$0.00 ,$80.00 ,
5000193,BURGLARY,1/18/05 22:08,,1/18/05 14:30,1/18/05 18:45,Abel Hall,860 North 17th St (UNL RESIDENCE HALL),$70.00 ,$0.00 ,
5000194,NARCOTICS - POSSESSION,1/19/05 1:24,,1/19/05 1:24,1/19/05 1:24,N/A,R ST & N 17TH ST (SIDEWALK),$0.00 ,$0.00 ,
5000195,NARCOTICS - POSSESSION,1/19/05 3:53,,1/19/05 3:53,,N/A,1140 N 14th Parking Lot (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,
5000200,LARCENY - MOTOR VEH. ACCESSORIES,1/19/05 10:11,,11/19/04 10:36,1/7/05 10:36,Transportation Services,1931 North 14th St (GOV'T PARKING LOT (UNL)),$240.00 ,$0.00 ,
5000201,ACCIDENTS - P.D. REPORTABLE,1/19/05 11:31,,1/19/05 11:28,,N/A,South Stadium Parking Lot (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,
5000203,LARCENY - OTHER OR FROM OPEN AREA,1/19/05 13:01,,1/18/05 9:00,1/18/05 17:00,N/A,(OTHER LOT/FIELD),$175.00 ,$0.00 ,
5000206,ACCIDENTS - P.D. REPORTABLE,1/19/05 17:53,,1/19/05 17:43,1/19/05 17:43,N/A,"Staduim Drive and ""T"" St. (STREET)",$0.00 ,$0.00 ,
5000207,NARCOTICS - POSSESSION,1/19/05 21:57,,1/19/05 21:57,,Harper Hall,1150 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,
5000209,ACCIDENTS - P.D. NOT REPORTABLE,1/20/05 14:07,,1/20/05 12:50,1/20/05 12:55,Walter Scott Engineering Center,844 North 16th St (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,
5000210,LARCENY - FROM BUILDING,1/20/05 16:56,,1/20/05 12:30,1/20/05 16:50,Nebraska Union,"1400 ""R"" Street (OTHER RETAIL BUS.)",$40.00 ,$0.00 ,
5000212,ACCIDENTS - P.D. REPORTABLE,1/20/05 19:42,,1/20/05 19:35,1/20/05 19:42,N/A,"15th and ""S"" Street UNL Meter Parking Lot (GOV'T PARKING LOT (UNL))",$0.00 ,$0.00 ,
5000215,ALCOHOL - MINOR IN POSSESSION,1/20/05 22:59,,1/20/05 22:59,1/20/05 23:12,Harper Hall,1150 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,
5000216,MEDICAL EMERGENCY,1/21/05 0:37,,1/21/05 0:37,1/21/05 0:37,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,
5000217,MISC - OTHER,1/21/05 0:56,,1/21/05 0:56,,Andersen Hall,200 Centennial Mall North (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,
5000218,ALCOHOL - DWI,1/21/05 1:18,,1/21/05 1:18,,N/A,26th/'U' St (STREET),$0.00 ,$0.00 ,
5000219,DISTURBANCE - OTHER,1/21/05 7:00,,1/21/05 1:00,1/21/05 1:10,Smith Hall,1120 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,
5000220,ACCIDENTS - P.D. H&R REPORTABLE,1/21/05 10:03,,1/20/05 16:30,1/20/05 16:55,N/A,"11th and Q St., parking stalls (GOV'T PARKING LOT (UNL))",$0.00 ,$0.00 ,
5000232,BURGLARY,1/21/05 17:39,,1/21/05 13:30,1/21/05 16:30,Temple Building,1201 R St (AUDITORIUM/THEATER),$0.00 ,$0.00 ,
5000234,LOST OR STOLEN ITEM,1/21/05 18:44,,1/21/05 13:30,1/21/05 17:30,Burnett Hall,1220 T St (UNL ACADEMIC BUILDING),$20.00 ,$0.00 ,
5000235,WEAPONS _ OTHER,1/21/05 20:32,,1/21/05 20:32,1/21/05 20:32,N/A,14th (STREET),$0.00 ,$0.00 ,
5000242,ALCOHOL - MINOR IN POSSESSION,1/22/05 1:40,,1/22/05 1:32,,N/A,Y ST (STREET),$0.00 ,$0.00 ,
5000245,SS - CHECK WELFARE OF PERSON,1/22/05 5:51,,1/22/05 5:51,,Schramm Hall,1130 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,
5000249,MEDICAL EMERGENCY,1/22/05 18:14,,1/22/05 18:14,1/22/05 18:14,"Utility Plant, East",1901 N. 37th Street (PUBLIC UTILITIES (electrical plants)),$0.00 ,$0.00 ,
5000255,ALCOHOL - DRUNK,1/23/05 0:51,,1/23/05 0:51,,Schramm Hall,1130 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,
5000256,VANDALISM - OTHER,1/23/05 1:24,,1/22/05 21:30,1/23/05 0:30,N/A,601 N. 16th St (OFF CAMPUS/GREEK HOUSING),$0.00 ,$450.00 ,
5000257,ASSAULT - NON DOMESTIC,1/23/05 2:01,,1/23/05 1:50,1/23/05 2:01,N/A,1433 R St (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,
5000264,MISC - OTHER,1/23/05 19:57,,1/23/05 19:40,,Hamilton Hall,639 N 12th (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,
5000265,ACCIDENTS - P.D. H&R REPORTABLE,1/23/05 19:58,,1/20/05 18:30,1/23/05 19:50,N/A,UNL Parking Lot 860 N. 17th Street (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,
5000268,MEDICAL EMERGENCY,1/24/05 10:54,,1/24/05 10:54,,N/A,2101  (OTHER RETAIL BUS.),$0.00 ,$0.00 ,
5000270,MISC - OTHER,1/24/05 13:06,,12/24/04 0:24,1/20/05 10:36,Miller Hall,(INTERNET/CYBERSPACE),$0.00 ,$0.00 ,
5000271,ACCIDENTS - P.D. NOT REPORTABLE,1/24/05 13:50,,1/21/05 23:30,,N/A,N 146TH ST & N 14TH ST (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,
5000275,VANDALISM - OTHER,1/24/05 16:14,,1/23/05 0:30,1/23/05 11:30,N/A,17th and R UNL parking lot (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,
5000286,LARCENY - FROM BUILDING,1/25/05 8:03,,1/14/05 6:00,1/21/05 14:00,Oldfather Hall,660 North 12th St (UNL ACADEMIC BUILDING),"$6,995.00 ",$0.00 ,
5000288,MEDICAL EMERGENCY,1/25/05 9:29,,1/25/05 9:29,1/25/05 9:29,University Health Center,1500 U St (HOSPITAL/CLINIC/ETC),$0.00 ,$0.00 ,
5000290,FIRE (WORKING) - ALARM,1/25/05 10:41,,1/25/05 10:41,1/25/05 10:41,Smith Hall,1120 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,
5000291,LOST OR STOLEN ITEM,1/25/05 14:36,,1/21/05 9:30,1/22/05 17:00,Campus Recreation Center,"841 North 14th St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,
5000296,LOST OR STOLEN ITEM,1/25/05 22:20,,1/25/05 16:00,1/25/05 19:00,N/A,(UNKNOWN),$60.00 ,$0.00 ,
5000298,TRESPASSING,1/25/05 23:50,,1/25/05 23:50,1/25/05 23:50,Love Library North,1248 R St. (LIBRARY),$0.00 ,$0.00 ,
5000305,LARCENY - FROM MOTOR VEHICLE,1/26/05 17:05,,1/24/05 17:30,1/25/05 17:30,N/A,Area 3 UNL Parking Lot (GOV'T PARKING LOT (UNL)),$14.00 ,$0.00 ,
5000308,VANDALISM - OTHER,1/26/05 18:38,,1/23/05 0:00,1/26/05 18:38,N/A,"1601 ""R"" St. (OFF CAMPUS/GREEK HOUSING)",$0.00 ,$10.00 ,
5000309,BURGLARY,1/26/05 19:14,,1/11/05 17:00,1/26/05 17:00,Schramm Hall,1130 North 14th St (UNL RESIDENCE HALL),"$2,520.00 ",$0.00 ,
5000312,ACCIDENTS - P.D. NOT REPORTABLE,1/26/05 22:29,,1/26/05 22:29,,N/A,W ST & N 27TH ST (STREET),$0.00 ,$100.00 ,
5000313,ALCOHOL - DWI,1/27/05 1:53,,1/27/05 1:53,1/27/05 1:53,N/A,VINE ST & N 26TH ST (STREET),$0.00 ,$0.00 ,
5000317,LARCENY - FROM BUILDING,1/27/05 11:46,,1/3/05 8:00,1/14/05 17:00,College of Business Admin.,512 North 12th St (UNL ACADEMIC BUILDING),$150.00 ,$0.00 ,
5000319,SUSPICIOUS PERSON,1/27/05 14:23,,1/24/05 1:30,1/24/05 1:40,Architecture Hall,402 Stadium Dr (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,
5000320,ALCOHOL - DRUNK,1/27/05 14:44,,1/27/05 14:44,1/27/05 14:44,N/A,HOLDREGE ST & N 27TH ST (STREET),$0.00 ,$0.00 ,
5000321,ACCIDENTS - P.D. H&R REPORTABLE,1/27/05 17:08,,1/27/05 8:30,1/27/05 17:00,N/A,200 N. Centennial Mall (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,
5000322,ACCIDENTS - P.D. H&R REPORTABLE,1/27/05 17:22,,1/26/05 7:40,1/27/05 17:22,N/A,200 Centennial Mall North (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,
5000324,DISTURBANCE - OTHER,1/27/05 21:34,,1/10/05 0:00,1/27/05 0:00,Schramm Hall,1130 N 14th (UNL RESIDENCE HALL),$0.00 ,$0.00 ,
5000326,ALCOHOL - DRUNK,1/28/05 1:36,,1/28/05 1:36,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,
5000330,MISC - OTHER,1/28/05 12:11,,1/28/05 0:01,1/28/05 11:00,Abel Hall,860 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,
5000331,TRESPASSING,1/28/05 13:16,,1/28/05 13:16,1/28/05 13:16,Architecture Hall,402 Stadium Dr (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,
5000332,LARCENY - STOLEN BIKE,1/28/05 15:43,Inactive,12/17/04 0:00,1/12/05 0:00,N/A,(OFF CAMPUS/GREEK HOUSING),$100.00 ,$0.00 ,
5000335,MEDICAL EMERGENCY,1/28/05 23:25,,1/28/05 23:20,1/28/05 23:25,N/A,1433 'R' St - Alpha Tau Omega (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,
5000338,ALCOHOL - DWI,1/29/05 4:33,,1/29/05 4:33,,N/A,(STREET),$0.00 ,$0.00 ,
5000343,VANDALISM - OTHER,1/29/05 15:36,,1/28/05 16:30,1/29/05 15:36,N/A,19th R-Vine parking lot (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,
5000340,MISC - OTHER,1/29/05 16:40,,1/28/05 9:30,1/29/05 16:40,501 Building,501 Stadium Dr (INTERNET/CYBERSPACE),$0.00 ,$0.00 ,
5000344,ALCOHOL - MINOR IN POSSESSION,1/30/05 0:33,,1/30/05 0:33,1/30/05 0:33,Sandoz Hall,820 N. 17th Street (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,
5000346,OUTSIDE - O.P.S. OTHER,1/30/05 3:07,,1/30/05 2:00,1/30/05 2:30,N/A,(ALLEY),$0.00 ,$0.00 ,
5000351,FIRE - FALSE ALARM,1/30/05 19:44,,1/30/05 19:44,1/30/05 20:47,Schramm Hall,1130 N14 (UNL RESIDENCE HALL),$0.00 ,$100.00 ,
5000356,ALCOHOL - DWI,1/31/05 1:11,,1/31/05 5:03,1/31/05 5:03,N/A,17th/R-Vine (STREET),$0.00 ,$0.00 ,
5000359,TRAFFIC - OTHER,1/31/05 2:32,,1/31/05 2:32,1/31/05 2:32,N/A,14th and New Hampshire Lot (STREET),$0.00 ,$0.00 ,
5000360,LARCENY - OTHER OR FROM OPEN AREA,1/31/05 9:29,,11/18/04 7:00,1/31/05 7:00,Entomology Hall,1700 East Camp Mall (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,
5000361,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/31/05 10:05,,12/17/04 17:00,1/3/05 9:00,N/A,W ST & N 17TH ST (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,
5000362,FRAUD - CREDIT CARDS/ATM/BANK CARD,1/31/05 13:24,,1/26/05 14:45,1/26/05 14:45,Ross Van Brunt Building,313 North 13th St (OTHER RETAIL BUS.),$0.00 ,$0.00 ,
5000363,LARCENY - STOLEN BIKE,1/31/05 13:47,,1/27/05 17:00,1/28/05 2:00,Nebraska Union,1400 R St (SIDEWALK),$700.00 ,$0.00 ,
5000364,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/31/05 14:00,,1/27/05 17:30,1/28/05 21:00,N/A,VINE ST & N 18TH ST (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,
5000368,DISTURBANCE - OTHER,1/31/05 17:10,,1/31/05 17:05,1/31/05 17:10,Abel Hall,860 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,
5000370,LARCENY - FROM MOTOR VEHICLE,1/31/05 18:18,,1/26/05 11:30,1/29/05 15:47,N/A,Beadle Center Parking lot (GOV'T PARKING LOT (UNL)),$150.00 ,$0.00 ,
5000372,TRAFFIC - SUSPENDED DRIVER,2/1/05 0:22,,2/1/05 0:22,2/1/05 0:22,N/A,T ST & N 33RD ST (STREET),$0.00 ,$0.00 ,
5000373,TRESPASSING,2/1/05 8:54,,2/1/05 8:44,2/1/05 8:54,Behlen Physics Lab,500 Stadium Dr (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,
5000375,ACCIDENTS - P.D. REPORTABLE,2/1/05 11:00,,2/1/05 11:00,,N/A,(GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,
5000377,LARCENY - FROM BUILDING,2/1/05 14:15,,2/1/05 9:55,2/1/05 11:00,Mabel Lee Hall,840 North 14th St (UNL ACADEMIC BUILDING),$80.00 ,$0.00 ,
5000384,ALCOHOL - DRUNK,2/2/05 1:20,,2/2/05 1:20,2/2/05 1:20,N/A,10th and Avery pedestrain bridge (SIDEWALK),$0.00 ,$0.00 ,
5000394,ALCOHOL - DWI,2/3/05 0:08,,2/3/05 0:08,2/3/05 0:08,N/A,Q ST & N 16TH ST (STREET),$0.00 ,$0.00 ,
5000397,ALCOHOL - DWI,2/3/05 2:01,,2/3/05 2:01,,N/A,VINE ST & N 27TH ST (STREET),$0.00 ,$0.00 ,
5000400,MEDICAL EMERGENCY,2/3/05 9:54,,2/3/05 9:54,2/3/05 9:54,Plant Sciences Hall,1875 North 38th St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,
5000401,VANDALISM - OTHER,2/3/05 12:41,,1/28/05 8:00,1/28/05 23:59,Beadle Center,1901 Vine St (GOV'T PARKING LOT (UNL)),$0.00 ,"$1,000.00 ",
5000402,VANDALISM - BY GRAFFITI,2/3/05 17:01,,2/2/05 16:30,2/3/05 17:01,Teachers College Hall,1400 Vine St (UNL ACADEMIC BUILDING),$0.00 ,$20.00 ,
5000405,LOST OR STOLEN ITEM,2/3/05 17:30,,2/3/05 17:00,2/3/05 17:15,N/A,City of Grand Island (UNKNOWN),$0.00 ,$0.00 ,
5000408,ALCOHOL - DWI,2/3/05 23:57,,2/3/05 23:57,,N/A,N 17TH ST (STREET),$0.00 ,$0.00 ,
5000409,ALCOHOL - DWI,2/4/05 2:46,,2/4/05 2:46,,N/A,Y Street Connector (STREET),$0.00 ,$0.00 ,
5000410,WEAPONS - CONCEALED,2/4/05 2:46,,2/4/05 2:46,,N/A,S ST & N 16TH ST (STREET),$0.00 ,$0.00 ,
5000415,MEDICAL EMERGENCY,2/4/05 11:31,,2/4/05 11:31,2/4/05 11:31,Campus Recreation Center,841 North 14th St (SPORT FACILITIES),$0.00 ,$0.00 ,
5000424,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",2/4/05 20:11,,2/4/05 20:00,2/4/05 20:11,N/A,1540 Vine Street (OTHER LOT/FIELD),$0.00 ,$0.00 ,
5000427,BURGLARY,2/4/05 23:24,,2/4/05 22:20,2/4/05 22:30,Abel Hall,860 North 17th St (UNL RESIDENCE HALL),"$46,002.00 ",$0.00 ,
5000428,MEDICAL EMERGENCY,2/5/05 0:50,,2/5/05 0:50,2/5/05 0:50,N/A,733 N. 17th (UNL RESIDENCE HALL),$0.00 ,$0.00 ,
5000432,ALCOHOL - DRUNK,2/5/05 2:02,,2/5/05 2:02,2/5/05 2:02,N/A,16 th & W (SIDEWALK),$0.00 ,$0.00 ,
5000433,ACCIDENTS - P.D. NOT REPORTABLE,2/5/05 9:21,,2/5/05 9:21,,N/A,COURT ST & N 17TH ST (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,
5000440,ALCOHOL - DRUNK,2/5/05 17:37,,2/5/05 17:30,2/5/05 17:37,Nebraska Union,"1400 R St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,
