Case #,Incident Code,Reported,Case Status,Start Occurred,End Occurred,Building,Location,Stolen,Damaged,Summary
8000044,ALCOHOL - DWI,1/6/08 1:22,Cleared by Arrest,1/6/08 1:22,,N/A,N 14TH ST & R ST (STREET),$0.00 ,$0.00 ,Traffic Stop.  Non student cited/admitted into Detox for DWI/Violate Stop Sign.
8000053,ALCOHOL - DWI,1/7/08 1:18,Cleared by Arrest,1/7/08 1:18,,N/A,N 17TH ST & R ST (STREET),$0.00 ,$0.00 ,Non Student stopped on traffic violation found to be DWI. .183 BAC.
8000054,TRESPASSING,1/7/08 4:23,Inactive,1/7/08 4:23,,Stadium Drive Parking Garage,"625 Stadium Dr (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Non Student contacted sleeping in the Bathroom of the Stadium Parking Garage. He was issued a trespassing policy letter.
8000059,DISTURBANCE - OTHER,1/7/08 12:37,Inactive,1/7/08 12:37,,Love Library South,1248 R (LIBRARY),$0.00 ,$0.00 ,Non student viewing pornographic web sites.
8000060,LOST OR STOLEN ITEM,1/7/08 12:42,Cleared by Exception,1/5/08 20:00,1/6/08 0:00,N/A,(UNKNOWN),$96.00 ,$0.00 ,Person reports losing or having their wallet stolen somewhere in Lincoln.
8000066,TRESPASSING,1/7/08 22:52,Cleared by Arrest,1/7/08 22:53,1/7/08 22:53,Ruth Leverton Hall,"1700 North 35th St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Two Non Students cited for trespassing after being observed skateboarding on East Campus.
8000068,MEDICAL EMERGENCY,1/8/08 1:47,Inactive,1/8/08 1:47,,N/A,N 37TH ST & EAST CAMPUS LOOP (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,Non Student slipped on ice in the lot located east of the East Campus Power plant injuring his right ankle. transported to bryan LGH West. .221 BAC.
8000069,VANDALISM - OTHER,1/8/08 3:32,Cleared by Arrest,1/8/08 3:30,1/8/08 3:32,Alexander Building,1410 Q St (north lot) (GOV'T PARKING LOT (UNL)),$0.00 ,$300.00 ,A custodians vehicle was damaged when struck by beer bottles while parked on the north side of the Alexander Building.
8000075,TRAFFIC - SUSPENDED DRIVER,1/8/08 13:09,Cleared by Arrest,1/8/08 13:09,1/8/08 13:09,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,"Party stopped on 17th Street R to Vine for speeding, found to be suspended."
8000080,TRESPASSING,1/8/08 19:13,Cleared by Arrest,1/8/08 19:00,1/8/08 19:13,N/A,3248 Starr Street (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,"Four non students contacted after trespassing at Alpha Gamma Nu Fraternity, all juveniles referred to the city Attorneys  Office."
8000082,NARCOTICS - POSSESSION,1/9/08 1:26,Cleared by Arrest,1/9/08 1:26,,N/A,N 21ST ST & Y ST (STREET),$0.00 ,$0.00 ,"Passenger of a vehicle stopped for a traffic violation was found to be in possession of marijuana < 1 OZ, after the driver told officers he had marijuana, he also had an active LPD Broadcast."
8000083,ALCOHOL - DWI,1/9/08 1:31,Cleared by Arrest,1/9/08 1:31,,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,Non Student stopped on traffic violation found to be DWI. .147 BAC. Passenger found to be in possession of marijuana and had an active LPD Broadcast. See  case number 08000082.
8000184,DISTURBANCE - OTHER,1/9/08 20:15,Inactive,11/29/07 10:00,,Bob Devaney Sports Center,1600 Court St (SPORT FACILITIES),$0.00 ,$0.00 ,Staff received an unwanted letter. No sender information.
8000090,TRAFFIC - SUSPENDED DRIVER,1/9/08 22:52,Cleared by Arrest,1/9/08 22:52,,N/A,N 17TH ST & N ANTELOPE VALLEY PKWY (STREET),$0.00 ,$0.00 ,"Non Student stopped on traffic violation found to be DUS, Open Title, Open Alcohol Container."
8000091,ACCIDENTS - P.D. NOT REPORTABLE,1/10/08 7:47,Inactive,1/10/08 7:47,,Hardin Hall,1600 North 33rd St (GOV'T PARKING LOT (UNL)),$0.00 ,"$3,500.00 ",Mazda vs. Hyundai occurred west of the Hardin Hall dock area.
8000100,ALCOHOL - DWI,1/11/08 1:35,Cleared by Arrest,1/11/08 1:35,1/11/08 1:35,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,Traffic Stop.  Driver cited/admitted into Detox for DWI (.185 BAC) and Speeding.
8000104,LARCENY - STOLEN BIKE,1/11/08 21:20,Inactive,1/11/08 16:00,1/11/08 20:00,Westbrook Music Building,1104 R St (UNL ACADEMIC BUILDING),$140.00 ,$10.00 ,Bike stolen from east side of Westbrook Building.
8000106,MEDICAL EMERGENCY,1/11/08 21:51,Inactive,1/11/08 22:31,,N/A,3403 Starr St (UNL APARTMENT),$0.00 ,$0.00 ,Juvenile female in possible seizure. Transported to Bryan LGH.
8000107,TRAFFIC - SUSPENDED DRIVER,1/12/08 5:30,Cleared by Arrest,1/12/08 5:30,,N/A,N 17TH ST & R ST (STREET),$0.00 ,$0.00 ,Traffic Stop.  Driver cited/lodged for DUS (X4)/Speeding.
8000115,MISC - OTHER,1/12/08 23:15,Cleared by Arrest,1/12/08 23:15,,N/A,N 19TH ST & VINE ST (STREET),$0.00 ,$0.00 ,Traffic Stop.  UNL student cited/released for Open Container in Vehicle.
8000116,MISC - OTHER,1/12/08 23:40,Cleared by Arrest,1/12/08 23:40,,Delta Upsilon,1548 Vine St. (lot) (STREET),$0.00 ,$0.00 ,Traffic Stop.  Driver and passengers cited/released for DUS/Open Container/No Headlights at Night.
8000118,ALCOHOL - MINOR IN POSSESSION,1/13/08 1:45,Cleared by Arrest,1/13/08 1:45,,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,"Three UNL students and two non-students cited/released for MIPC. (.061, .110, .087, .192, .097 BAC's)"
8000119,LARCENY - FROM MOTOR VEHICLE,1/13/08 3:00,Inactive,1/12/08 23:00,1/13/08 2:30,N/A,14th/Bessie Parking lot (GOV'T PARKING LOT (UNL)),$390.00 ,$0.00 ,Two UNL students report items taken from unlocked vehicle.
8000120,ALCOHOL - MINOR IN POSSESSION,1/13/08 3:16,Cleared by Arrest,1/13/08 3:16,,Sigma Chi,1510 Vine St. (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,Three UNL students cited/released for MIP/C. (.083 BAC)
8000123,NARCOTICS - POSSESSION,1/13/08 5:15,Cleared by Arrest,1/13/08 5:15,,Neihardt Residence Center,540 North 16th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student cited/released for Poss of Marijuana < 1oz. (7.1 grams) and Drug Paraphernalia.
8000124,BURGLARY,1/13/08 5:42,Unfounded,1/12/08 21:30,1/13/08 3:00,The Village,1055 North 16 St. (UNL APARTMENT),$980.00 ,$0.00 ,Burglary of laptop and accessories from locked dorm room.  No forced entry.
8000125,MEDICAL EMERGENCY,1/13/08 9:28,Cleared by Exception,1/13/08 9:28,1/13/08 9:28,Delta Tau Delta,715 North 16th St. (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,Student complaining of flu like symptoms. Transported to the hospital by LFR.
8000126,AUTO THEFT,1/13/08 11:30,Unfounded,1/12/08 20:00,1/13/08 0:00,Andersen Hall,200 Centennial Mall North (GOV'T PARKING LOT (UNL)),"$8,000.00 ",$0.00 ,Stolen secured vehicle from the northeast portion of the parking lot.
8000133,DISTURBANCE - OTHER,1/14/08 11:35,Cleared by Exception,1/13/08 18:20,,Coliseum,1350 Vine St (INTERNET/CYBERSPACE),$0.00 ,$0.00 ,Email sent to the Gymnastics office which had questionable content.
8000138,MEDICAL EMERGENCY,1/14/08 16:54,Inactive,1/14/08 16:54,1/14/08 16:54,Bob Devaney Sports Center,1600 Court St (SPORT FACILITIES),$0.00 ,$0.00 ,"Person having breathing trouble, transported to Byran East."
8000141,ALCOHOL - MINOR IN POSSESSION,1/15/08 1:07,Cleared by Arrest,1/15/08 1:07,,N/A,(UNL RESIDENCE HALL),$0.00 ,$0.00 ,"Two Students cited for MIPC. One .147 BAC. One .228 BAC. The .228 BAC. Was taken to Detox, the other turned over to Abel Hall R.D. Then her Father."
8000144,LARCENY - STOLEN BIKE,1/15/08 10:47,Inactive,12/7/07 12:00,12/21/07 12:00,Abel Hall,860 North 17th St (UNL RESIDENCE HALL),$315.00 ,$0.00 ,"Stolen bicycle, thought to be secured, sometime during the month of December."
8000151,MEDICAL EMERGENCY,1/15/08 16:27,Inactive,1/15/08 16:27,1/15/08 16:27,College of Business Admin.,512 North 12th St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,Person having heat flashes and wringing in ears. LFR at scene but transportation refused. Taken to hospital by spouse.
8000153,LITTERING,1/15/08 17:19,Cleared by Arrest,1/15/08 17:19,,Union-City,"(UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Person cited for urinating in the southeast stairwell of the City Union and transported to detox with a BAC. of .319.
8000154,VANDALISM - OTHER,1/15/08 19:56,Inactive,1/14/08 21:30,1/15/08 19:00,Mabel Lee Hall,840 North 14th St (UNL ACADEMIC BUILDING),$0.00 ,$400.00 ,Unknown person broke the northeast door of Mabel Lee Hall with unknown object.
8000158,ACCIDENTS - P.D. NOT REPORTABLE,1/16/08 10:34,Inactive,1/16/08 10:34,,Champions Club,701 Stadium Dr. (GOV'T PARKING LOT (UNL)),$0.00 ,"$1,200.00 ",Two vehicle non injury accident.
8000168,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/16/08 15:27,Inactive,12/22/07 7:30,12/22/07 12:00,17 & R Parking Garage,300 North 17th St (GOV'T PARKING GARAGE (UNL)),$0.00 ,$500.00 ,Belated Hit and Run accident in the 17th and R Street parking garage.
8000171,MEDICAL EMERGENCY,1/16/08 23:56,Inactive,1/16/08 23:56,,Pound Hall,(UNL RESIDENCE HALL),$0.00 ,$0.00 ,"Medical units responded to Pound Hall on a report of a student vomiting. Alcohol not involved. Student transported to Bryan LGH West, possibly suffering from the flu."
8000172,MEDICAL EMERGENCY,1/17/08 1:10,Inactive,1/17/08 1:00,1/17/08 1:10,Smith Hall,1120 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,A student was having difficulty breathing then went into convulsions. Transported to Bryan LGH West. Alcohol not involved.
8000178,LOST OR STOLEN ITEM,1/17/08 17:13,Cleared by Exception,1/16/08 17:13,1/17/08 17:13,N/A,(UNKNOWN),$11.05 ,$0.00 ,UNL staff member lost his wallet and contents on city campus.
8000179,FIRE - FALSE ALARM,1/17/08 18:11,Cleared by Exception,1/17/08 18:11,1/17/08 18:11,Burnett Hall,1220 T St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,5 year old accidentally engaged pull station. No criminal offense.
8000181,ALCOHOL - DWI,1/18/08 1:08,Cleared by Arrest,1/18/08 1:08,1/18/08 1:08,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,Traffic Stop.  Non student cited/released for DWI (.146 BAC)/No Headlights at night.  Released to brother at Detox.
8000182,ALCOHOL - MINOR IN POSSESSION,1/18/08 4:50,Cleared by Arrest,1/18/08 4:50,1/18/08 4:50,1220 N. 14th,(GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,Field Contact- One UNL student cited/released for MIPC (.108 BAC).  Another UNL student cited/admitted into Detox for MIPC (.204 BAC)/Open Container in Vehicle.
8000185,TRAFFIC - SUSPENDED DRIVER,1/18/08 12:25,Cleared by Arrest,1/18/08 12:25,1/18/08 12:25,N/A,N 19TH ST & Y ST (STREET),$0.00 ,$0.00 ,Non-student stopped on a traffic violation and taken to jail for Driving Under Suspension.
8000188,BURGLARY,1/18/08 16:01,Inactive,1/17/08 22:00,1/18/08 10:00,Sigma Alpha Epsilon,635 North 16th St. (OFF CAMPUS/GREEK HOUSING),$194.00 ,$0.00 ,"Unknown person(s) stole students wallet,backpack and contents from Frat room."
8000190,ALCOHOL - MINOR IN POSSESSION,1/18/08 22:13,Cleared by Arrest,1/18/08 22:13,1/18/08 22:13,HSS North Lot,1220 N 14th St (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,Six UNL Students cited for MIP after detail observed them with beer.
8000191,ALCOHOL - MINOR IN POSSESSION,1/18/08 22:32,Cleared by Arrest,1/18/08 22:32,,N/A,N ANTELOPE VALLEY PKWY & N 17TH ST (STREET),$0.00 ,$0.00 ,Field Contact:  UNL student cited/released for MIP.
8000192,TRAFFIC - SUSPENDED DRIVER,1/18/08 23:05,Cleared by Arrest,1/18/08 23:05,,N/A,N 14TH ST & VINE ST (STREET),$0.00 ,$0.00 ,Traffic Stop: Non student cited/released for DUS/No Valid Registration/No Proof of Insurance.
8000195,FIRE - FALSE ALARM,1/19/08 0:20,Inactive,1/19/08 0:20,,Cather Hall,(UNL RESIDENCE HALL),$0.00 ,$0.00 ,"Fire alarm. No fire, pull station activated on 7th floor.  No suspect(s)."
8000197,FIRE - FALSE ALARM,1/19/08 3:06,Inactive,1/19/08 3:06,,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Fire Alarm:  Pull station activated on 5th floor.  No suspect(s).
8000199,ALCOHOL - DRUNK,1/19/08 3:21,Inactive,1/19/08 3:21,,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Alcohol Drunk.  UNL student transported to Detox. (.223 BAC)
8000207,TRAFFIC - SUSPENDED DRIVER,1/19/08 13:15,Cleared by Arrest,1/19/08 13:15,1/19/08 13:15,N/A,N 17TH ST & Y ST (STREET),$0.00 ,$0.00 ,Non-student stopped for expired plates and was lodged in jail for Driving Under Suspension.
8000210,MEDICAL EMERGENCY,1/19/08 17:47,Inactive,1/19/08 17:07,,N/A,(SPORT FACILITIES),$0.00 ,$0.00 ,Male with Cardiac problems.
8000212,ALCOHOL - MINOR IN POSSESSION,1/19/08 20:30,Cleared by Arrest,1/19/08 20:30,,N/A,1325 New Hampshire (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,Non student cited/released for MIP.
8000213,NARCOTICS - POSSESSION,1/19/08 21:31,Cleared by Arrest,1/19/08 21:31,1/19/08 21:31,N/A,1830 Vine St.  (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,1 UNL student and 2 non students arrested for Possession of Marijuana <1oz.
8000217,ALCOHOL - DWI,1/20/08 1:14,Cleared by Arrest,1/20/08 1:14,,N/A,Q ST & N 13TH ST (STREET),$0.00 ,$0.00 ,"Traffic Stop.  UNL student cited/admitted into Detox for DWI (.169 BAC) , operating a motor vehicle at night without headlights, careless driving."
8000218,ALCOHOL - MINOR IN POSSESSION,1/20/08 3:02,Cleared by Arrest,1/20/08 3:02,,Sigma Alpha Epsilon,(OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,Student cited for MIP after she was observed to be in possession of a bottle containing alcohol. .140 BAC.
8000221,ALCOHOL - MINOR IN POSSESSION,1/20/08 3:29,Cleared by Arrest,1/20/08 3:29,,N/A,(GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,Officers were detailed to the Sandoz Parking Lot reference possible marijuana violation. Two students cited one for MIPC .054 BAC. The other MIPC and Drug Paraphernalia. .141 BAC.
8000223,ALCOHOL - UNL POLICY VIOLATION,1/20/08 5:06,Cleared by Exception,1/20/08 4:28,1/20/08 4:41,Delta Upsilon,1548 Vine St. (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,Female observed inside of fraternity after 2:00 am.  Alcohol also found in common area of fraternity.
8000232,MEDICAL EMERGENCY,1/20/08 23:41,Inactive,1/20/08 23:41,,Abel Hall,860 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Student possibly suffering a panic attack taken to Bryan LGH West by ambulance. Alcohol not involved.
8000233,ALCOHOL - MINOR IN POSSESSION,1/21/08 1:04,Cleared by Arrest,1/21/08 1:04,,N/A,N 17TH ST & R ST (SIDEWALK),$0.00 ,$0.00 ,Student cited for MIPC. .149 BAC.
8000238,LARCENY - FROM MOTOR VEHICLE,1/21/08 12:08,Inactive,1/20/08 20:00,1/21/08 11:00,Farm House Fraternity,3601 Apple (OFF CAMPUS/GREEK HOUSING),$610.00 ,"$1,000.00 ",Theft of a student's personal items after entry was gained into his secure vehicle.
8000241,LARCENY - FROM MOTOR VEHICLE,1/21/08 13:31,Inactive,1/20/08 3:30,1/20/08 21:00,N/A,515 N19 th St (GOV'T PARKING LOT (UNL)),$200.00 ,$10.00 ,Unknown person(s) enter vehicle in the 19th R-Vine lot and removed the JVC CD player.
8000245,NARCOTICS - POSSESSION,1/21/08 23:25,Cleared by Arrest,1/21/08 23:25,,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,A student was contacted by officers investigating a report of marijuana being smoked on the 4th floor of Sandoz. Student cited for <1 oz. Marijuana and drug paraphernalia. 1.5 Grams.
8000247,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/22/08 7:52,Inactive,1/18/08 15:00,1/22/08 7:52,Sandoz Hall,820 North 17th St (GOV'T PARKING LOT (UNL)),$0.00 ,"$1,200.00 ","Student's vehicle was damaged by another vehicle, which left the scene."
8000250,ACCIDENTS - P.D. REPORTABLE,1/22/08 9:48,Inactive,1/22/08 9:48,,Law College,1875 North 42nd St. (GOV'T PARKING LOT (UNL)),$0.00 ,"$2,500.00 ",State vehicle slid on the snow and ice and struck a parked vehicle.
8000252,ACCIDENTS - P.D. REPORTABLE,1/22/08 10:51,Cleared by Exception,1/22/08 10:51,,N/A,820 North 17th St (GOV'T PARKING LOT (UNL)),$0.00 ,"$1,300.00 ",Two vehicle non injury accident.
8000255,DISTURBANCE - OTHER,1/22/08 14:55,Cleared by Exception,1/22/08 9:30,1/22/08 13:15,Othmer Hall,820 North 16th St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,Disturbance with terminated temporary employee.  Terminated employee escorted out of the building by ULPD.
8000257,TRESPASSING,1/22/08 16:42,Inactive,1/22/08 16:42,1/22/08 16:42,Love Library South,1248 R (LIBRARY),$0.00 ,$0.00 ,"Person viewing pornographic websites on computer in Love Library, person given a trespass policy letter."
8000262,ALCOHOL - DWI,1/23/08 1:11,Cleared by Arrest,1/23/08 1:11,,N/A,N 14TH ST & Q ST (STREET),$0.00 ,$0.00 ,Non Student stopped on traffic violation found to be DWI. .118 BAC.
8000263,MISC - OTHER,1/23/08 1:32,Inactive,1/23/08 1:30,,N/A,(UNL RESIDENCE HALL),$0.00 ,$0.00 ,Safe found open at neihardt Hall No signs of forced entry. All contents accounted for.
8000265,DISTURBANCE - OTHER,1/23/08 12:38,Cleared by Arrest,1/23/08 8:30,,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,"UNL student made a threatening statement on ""myspace.com.""  Cited and released for Disturbing the Peace."
8000268,LARCENY - FROM BUILDING,1/23/08 14:36,Inactive,1/22/08 9:30,1/22/08 10:10,Abel Hall,860 North 17th St (UNL RESIDENCE HALL),$110.00 ,$0.00 ,UNL student purportedly had U.S. Currency and Ritalin prescription stolen.
8000269,LARCENY - OTHER OR FROM OPEN AREA,1/23/08 16:29,Inactive,,1/16/08 16:00,N/A,N 14TH ST & VINE ST (STREET),$41.00 ,$0.00 ,UNL student lost/ had his wallet stolen in late Aug 2007.
8000279,OUTSIDE - O.P.S. OTHER,1/23/08 21:00,Inactive,1/23/08 21:00,,N/A,3435 B (SINGLE FAMILY _ off campus),$0.00 ,$0.00 ,Employment interview revealed candidate was a suspect in a Lincoln Burglary. TOT LPD.
8000274,ALCOHOL - DWI,1/24/08 1:29,Cleared by Arrest,1/24/08 1:29,1/24/08 1:29,N/A,N 10TH ST & T ST (STREET),$0.00 ,$0.00 ,"Non Student stopped on traffic violation found to be DUS, DWI. Person did not give a sufficient sample to test and was cited for refuse chemical test. Highest reading showed .134 BAC. Lodged for DUS."
8000273,VANDALISM - OTHER,1/24/08 2:10,Inactive,1/23/08 23:45,1/24/08 2:10,Abel Hall,860 North 17th St (UNL RESIDENCE HALL),$0.00 ,$25.00 ,Glass panel covering fire hose hook up broken.
8000276,BURGLARY,1/24/08 9:51,Inactive,1/23/08 13:00,1/24/08 8:30,Love Library South,1248 R (LIBRARY),"$1,560.00 ",$0.00 ,Two Dell laptops stolen from an office in Love Library.
8000280,MEDICAL EMERGENCY,1/24/08 14:24,Cleared by Exception,1/24/08 14:24,1/24/08 14:24,Morrill Hall,1335 U St (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,Adult female in seizures. Not transported.
8000291,MEDICAL EMERGENCY,1/24/08 22:30,Cleared by Exception,1/24/08 22:30,,Smith Hall,1120 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Student vomiting with flu-like symptoms.  Refused transport.
8000295,NARCOTICS - POSSESSION,1/24/08 23:59,Cleared by Arrest,1/24/08 23:59,,N/A,N 16TH ST & Q ST (STREET),$0.00 ,$0.00 ,Traffic Stop.  Driver was found to be in possession of 200.5 grams of Marijuana.  He was cited for Possession of Marijuana > 1oz but less than one pound.  Lodged for DUS (X2).
8000296,TRESPASSING,1/25/08 1:22,Cleared by Arrest,1/25/08 1:22,,Union-City,"(UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Transient contacted in Union after hours.  Bar and Banned from Campus.
8000297,MEDICAL EMERGENCY,1/25/08 4:40,Cleared by Exception,1/25/08 4:40,,Abel Hall,860 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student unconscious in hallway.  Transported to LGH-West.  Non-life threatening.
8000312,SUSPICIOUS PERSON,1/25/08 9:11,Inactive,1/24/08 11:00,1/24/08 11:50,Love Library South,1248 R (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,Possible weapons violation.
8000315,MEDICAL EMERGENCY,1/25/08 11:36,Cleared by Exception,1/25/08 11:36,,Union-City,"1400 R St. (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Person was transported to hospital due to a seizure.
8000322,ALCOHOL - DWI,1/25/08 20:49,Cleared by Arrest,1/25/08 20:49,,N/A,N 17TH ST & Y ST (STREET),$0.00 ,$0.00 ,Traffic Stop.  Driver cited/admitted into Detox for DWI (.209 BAC) and Violated Stop Sign.
8000324,MEDICAL EMERGENCY,1/25/08 22:58,Cleared by Exception,1/25/08 22:58,,Lied Center,(AUDITORIUM/THEATER),$0.00 ,$0.00 ,Non student with diabetic reaction.  Refused transport.
8000326,NARCOTICS - POSSESSION,1/25/08 23:35,Cleared by Arrest,1/25/08 23:35,,Smith Hall,1120 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Two UNL students cited/released for Possession of Marijuana < 1 oz (2.4 grams) and Drug Paraphernalia/MIP.
8000327,NARCOTICS - POSSESSION,1/26/08 1:05,Cleared by Arrest,1/26/08 1:05,,N/A,1810 Vine Street (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,Two UNL student cited/released for Possession of Marijuana < 1 oz. (1.6 grams) and Drug Paraphernalia.
8000328,TRAFFIC - SUSPENDED DRIVER,1/26/08 1:34,Cleared by Arrest,1/26/08 1:34,,N/A,N 16TH ST & VINE ST (STREET),$0.00 ,$0.00 ,Traffic Stop.  Driver found to be suspended (X4).  Cited/Lodged for DUS.
8000332,AUTO THEFT,1/26/08 1:52,Cleared by Arrest,1/26/08 1:52,,N/A,N 27TH ST & HOLDREGE ST (STREET),$0.00 ,$0.00 ,Two juvenile males cited/lodged into YAC for Theft (Auto)/Fleeing to Avoid/Failure to Comply/Reckless Driving/No Operators License/No Headlights at Night/Aiding and Abetting a Felony.
8000338,MEDICAL EMERGENCY,1/26/08 12:33,Cleared by Exception,1/26/08 12:33,,Kabredlo's,1540 P St. (GAS/SERVICE STATION),$0.00 ,$0.00 ,Non student experienced a diabetic reaction with decreased level of consciousness.
8000345,ALCOHOL - MINOR IN POSSESSION,1/26/08 23:21,Cleared by Arrest,1/26/08 23:21,,N/A,N 16TH ST & VINE ST (STREET),$0.00 ,$0.00 ,UNL student cited for MIP-C after testing a .032 BAC.
8000356,ALCOHOL - DRUNK,1/27/08 0:11,Cleared by Exception,1/27/08 0:11,,N/A,N 17TH ST & Q ST (GAS/SERVICE STATION),$0.00 ,$0.00 ,Non student found to be unable to provide proper care for himself. .252 BAC. Taken to Detox.
8000349,ALCOHOL - DWI,1/27/08 0:13,Cleared by Arrest,1/27/08 0:13,,N/A,VINE ST & N 17TH ST (STREET),$0.00 ,$0.00 ,"UNL student contacted on a traffic stop and cited for Reckless driving, DWI. and MIP. She tested a .166 BAC and was placed into Detox."
8000348,ROBBERY,1/27/08 1:02,Unfounded,1/27/08 0:47,1/27/08 1:02,N/A,N 16TH ST & R ST (PARK/REC AREA),$0.00 ,$0.00 ,Female UNL student robbed of $16.00 US currency. No injury.
