Case #,Incident Code,Reported,Case Status,Start Occurred,End Occurred,Building,Location,Stolen,Damaged,Summary
13000051,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/7/13 13:18,Cleared by Exception,1/7/13 13:18,,College of Dentistry,3975 Potter St (GOV'T PARKING LOT (UNL)),$0.00 ,$300.00 ,"Hit and Run accident in the east parking lot of the College of Dentistry, $300 damage."
13000053,LOST OR STOLEN ITEM,1/7/13 15:12,Inactive,12/28/12 0:01,12/28/12 23:59,N/A,(UNKNOWN),$0.00 ,$0.00 ,Person lost their Malaysian Passport and a U. S. Visa card unknown location.
13000055,VANDALISM - OTHER,1/7/13 17:54,Inactive,1/7/13 9:00,1/7/13 10:30,N/A,(GOV'T PARKING LOT (UNL)),$0.00 ,$390.00 ,"Unknown person(s) broke a window of a vehicle while parked in lot 10th and Y street, $390 damage."
13000056,LOST OR STOLEN ITEM,1/7/13 19:45,Inactive,1/7/13 15:29,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$280.00 ,$0.00 ,Checked two address where phone might have been.
13000058,LARCENY - FROM BUILDING,1/7/13 21:17,Cleared by Arrest,1/7/13 19:00,1/7/13 21:00,Campus Recreation Center,"841 North 14th St (UNL SUPPORT FACILITY (office, service))",$137.00 ,$0.00 ,Pair of boots stolen from an unlocked locker.
13000061,NARCOTICS - POSSESSION,1/7/13 23:16,Cleared by Arrest,1/7/13 23:16,,Cather Hall,609 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student contacted after an odor of marijuana was smelled coming from his room. Cited/released for Poss. of Marijuana Less than an Ounce and Drug Paraphernalia.
13000063,TRAFFIC - SUSPENDED DRIVER,1/8/13 3:11,Cleared by Arrest,1/8/13 3:11,,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,Non-student stopped for speeding. He was lodged in jail for Driving Under Suspension and cited for other traffic offenses.
13000067,ASSAULT - NON DOMESTIC,1/8/13 8:39,Cleared by Arrest,1/8/13 7:50,1/8/13 8:00,N/A,1780 R St. (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Report of an assault at construction site. One lodged for 1st Degree Assault.
13000068,VANDALISM - BY GRAFFITI,1/8/13 8:56,Cleared by Exception,1/7/13 17:00,1/8/13 8:50,Alexander Building,"1410 Q St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$50.00 ,Report a vandalism by graffiti to the Alexander Building.
13000069,LOST OR STOLEN ITEM,1/8/13 9:53,Inactive,11/10/12 17:00,1/8/13 8:00,N/A,(UNKNOWN),$0.00 ,$0.00 ,Report of some lost identification documents that have not been seen for over two months.
13000070,DISTURBANCE - OTHER,1/8/13 16:05,Inactive,1/8/13 16:05,,Andrews Hall,625 North 14th Street (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,Person in Andrews Hall received a threatening letter.
13000072,MEDICAL EMERGENCY,1/8/13 22:33,Cleared by Exception,1/8/13 22:33,,Campus Recreation Center,"841 North 14th St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,UNL student injured ankle and was transported to Bryan LGH West for further treatment.
13000074,ACCIDENTS - P.D. REPORTABLE,1/9/13 5:33,Cleared by Exception,1/9/13 4:45,,College of Dentistry,3975 Potter St (GOV'T PARKING LOT (UNL)),$0.00 ,$900.00 ,Report of UNL vehicle that slid into a cement post due to icy roads.
13000075,MEDICAL EMERGENCY,1/9/13 11:21,Cleared by Exception,1/9/13 11:21,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,A student was transported to Bryan LGH for abdominal pain.
13000076,FORGERY - COUNTERFEIT MONEY/COINS,1/9/13 11:49,Inactive,,,Burr Hall,1701 North 35th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Counterfeited one dollar bill found at Burr Hall desk.
13000077,VANDALISM - OTHER,1/9/13 16:10,Inactive,1/4/13 17:00,1/7/13 8:00,Warehouse 1,"3600 East Campus Loop North (UNL SUPPORT FACILITY (office, service))",$0.00 ,$366.00 ,Report of two vandalisms to vehicles parked on the north side of building.  Damage to the catalytic converters on each.
13000078,LOST OR STOLEN ITEM,1/9/13 19:47,Inactive,1/9/13 16:00,1/9/13 17:50,N/A,Q ST & N 12TH ST (STREET),$110.00 ,$0.00 ,"UNL student reports her N card, credit card, bus pass and one hundred dollars lost on a Star Tran Bus."
13000081,ALCOHOL - DRUNK,1/9/13 23:40,Cleared by Exception,1/9/13 23:40,,Husker Hall,705 North 23rd St (UNL APARTMENT),$0.00 ,$0.00 ,Student contacted for intoxication.  Transported to Detox (.235 BrAC).
13000085,LARCENY - FROM BUILDING,1/10/13 14:00,Cleared by Arrest,1/3/13 13:00,1/6/13 13:00,Campus Recreation Center,"841 North 14th St (UNL SUPPORT FACILITY (office, service))",$185.00 ,$0.00 ,Report of theft from the women locker room at the Campus Rec Center.
13000087,LOST OR STOLEN ITEM,1/10/13 17:01,Cleared by Exception,1/9/13 17:01,1/10/13 17:01,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Person reported losing passport in Selleck.
13000094,ALCOHOL - MINOR IN POSSESSION,1/11/13 2:39,Cleared by Arrest,1/11/13 2:39,,Harper Hall,1150 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Student contacted for intoxication.  Cited/Detox for MIPC and Failure to Comply (refused BrAC).
13000101,LARCENY - FROM BUILDING,1/11/13 17:26,Cleared by Arrest,1/11/13 16:30,1/11/13 17:26,Campus Recreation Center,"841 North 14th St (UNL SUPPORT FACILITY (office, service))",$600.00 ,$0.00 ,Student had her belongings stolen from an unsecured locker in the womens locker room in the City Campus Recreation Center.  No suspects at this time.
13000106,ALCOHOL - DRUNK,1/12/13 1:41,Inactive,1/12/13 1:41,,N/A,N 14TH ST & AVERY AVE (SIDEWALK),$0.00 ,$0.00 ,Non-student contacted for intoxication.  Transported to Detox (refused BrAC).
13000108,ALCOHOL - DWI,1/12/13 2:24,Cleared by Arrest,1/12/13 2:24,,N/A,N 17TH ST & R ST (STREET),$0.00 ,$0.00 ,"Non student contacted on a traffic stop.  Cited/Detox for DWI (.135 BrAC), DUS and No Taillights."
13000109,ALCOHOL - MINOR IN POSSESSION,1/12/13 3:59,Cleared by Arrest,1/12/13 3:59,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Student contacted for intoxication.  Cited/released for MIPC (.073 BrAC).
13000111,MEDICAL - INHALE INTOXICANT OR HARMFUL VAPORS,1/12/13 13:19,Cleared by Exception,1/12/13 13:19,,Beadle Center,1901 Vine St (UNL ACADEMIC BUILDING),$0.00 ,$0.00 ,A student spilled a toxic chemical onto her arm at the Beadle Center and became light headed.  Medical was called and she was transported to the hospital for further treatment.
13000113,NARCOTICS - POSSESSION,1/12/13 19:18,Cleared by Arrest,1/12/13 19:18,,Harper Hall,1150 North 14th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,Report of the odor of marijuana emitting from a room.  UNL student cited and released for possession of drug paraphernalia another student was cited for MIP.
13000115,TRAFFIC - SUSPENDED DRIVER,1/13/13 1:08,Cleared by Arrest,1/13/13 1:08,,N/A,N 10TH ST & T ST (STREET),$0.00 ,$0.00 ,Non student contacted on a traffic stop.  Cited/released for DUS and Speeding.
13000118,DISTURBANCE - DOMESTIC,1/13/13 1:39,Cleared by Exception,1/13/13 1:39,,1220 N. 14th,(GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,2 students involved in a verbal domestic.  No further action warranted.
13000119,ALCOHOL - MINOR IN POSSESSION,1/13/13 1:47,Cleared by Arrest,1/13/13 1:47,,Pound Hall,513 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,2 students contacted on a disturbance.  Both cited/released for MIPC (.135 and .177 BrAC's).
13000121,ALCOHOL - DWI,1/13/13 2:41,Cleared by Arrest,1/13/13 2:41,,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,"Non-student stopped for speeding.  Cited/released for DWI (.112 BrAC), MIP and Speeding."
13000124,VANDALISM - OTHER,1/13/13 9:38,Inactive,,,N/A,"1550 N. 20th Circle (UNL SUPPORT FACILITY (office, service))",$0.00 ,$200.00 ,"Two windows broken on the east side of the 1550 N 20 Circle, $100 damage."
13000128,LARCENY - STOLEN BIKE,1/13/13 19:03,Inactive,1/12/13 22:30,1/13/13 17:30,Neihardt Residence Center,540 North 16th St (STREET),$170.00 ,$0.00 ,"Bike taken from pick up bed while parked on 16th Street in front of Neihardt, $170 loss."
13000131,ALCOHOL - DWI,1/14/13 1:14,Cleared by Arrest,1/14/13 1:14,,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,Non-student stopped for going the wrong way. Taken to detox and cited for DWI (.151 BAC) and other traffic offenses. Passenger cited for Poss. of Marijuana and Paraphernalia.
13000134,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/14/13 12:46,Cleared by Exception,1/8/13 8:43,1/8/13 13:48,14th & Avery Parking Garage,1111 North 14th St (GOV'T PARKING GARAGE (UNL)),$0.00 ,$550.00 ,Report of a belated accident occurring in the 14th and Avery Parking Garage.
13000137,ACCIDENTS - P.D. REPORTABLE,1/14/13 15:43,Cleared by Exception,1/14/13 15:43,,N/A,520 N. 19th Street (GOV'T PARKING LOT (UNL)),$0.00 ,$800.00 ,Two vehicle non injury accident occurring in the Beadle Center lot $800 damage.
13000143,ALCOHOL - MINOR IN POSSESSION,1/14/13 23:36,Cleared by Arrest,1/14/13 23:36,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$0.00 ,$0.00 ,UNL student cited/released for MIP (.051 BAC) after officers were called to his room for a noise disturbance and alcohol was found.
13000145,TRAFFIC - SUSPENDED DRIVER,1/15/13 4:49,Cleared by Arrest,1/15/13 4:49,,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,UNL student stopped for speeding. She was cited/released for Driving Under Suspension.
13000148,VANDALISM - OTHER,1/15/13 10:36,Unfounded,,,Temple Building,1201 R St (UNL ACADEMIC BUILDING),$0.00 ,$200.00 ,Report a vandalism to stage curtains that occurred in August. Reporting Party wanted this documented only.
13000149,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",1/15/13 12:11,Inactive,1/15/13 12:11,,2244 Vine Street,2244 Vine Street (UNL APARTMENT),$0.00 ,$0.00 ,A pipe burst causing water damage to the carpet in several apartments.
13000153,VANDALISM - OTHER,1/15/13 19:27,Inactive,,,Pound Hall,513 North 17th St (UNL RESIDENCE HALL),$0.00 ,$2.00 ,Pepsi machine shaken and a bottle broken.
13000154,DISTURBANCE - OTHER,1/15/13 20:56,Cleared by Exception,1/15/13 20:56,,Love Library South,"1248 R (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Non-student contacted for looking at porn on a library computer. Escorted from the building and given a UNL Trespass Policy Letter.
13000158,NARCOTICS - POSSESSION,1/16/13 0:15,Cleared by Arrest,1/16/13 0:15,,HSS North Lot,1220 N 14th St (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,UNL student contacted in a parked vehicle. He was cited/released for Possession of Marijuana Less than an Ounce and Drug Paraphernalia.
13000159,TRAFFIC - SUSPENDED DRIVER,1/16/13 3:46,Cleared by Arrest,1/16/13 3:46,,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,Non-student stopped for speeding. Cited for speeding and lodged in jail for Driving Under Suspension.
13000166,MEDICAL EMERGENCY,1/16/13 22:12,Cleared by Exception,1/16/13 22:12,,Bob Devaney Sports Center,"1600 Court St (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Non-student transported to Bryan/LGH West after falling and hitting his head.
13000168,ALCOHOL - DWI,1/17/13 0:42,Cleared by Arrest,1/17/13 0:42,,N/A,1830 Vine St (GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,"Two UNL students contacted in a vehicle. One cited/released for MIP-C (.078 BAC). One cited for .02 Violation (.064), MIP-C, Possession of Marijuana and Paraphernalia."
13000169,ALCOHOL - MINOR IN POSSESSION,1/17/13 0:44,Cleared by Arrest,1/17/13 0:44,,14th & Avery Parking Garage,1111 North 14th St (GOV'T PARKING GARAGE (UNL)),$0.00 ,$0.00 ,Two UNL students cited for MIP-C (.147 BAC & .056 BAC) after being contacted in the parking garage.
13000170,ALCOHOL - MINOR IN POSSESSION,1/17/13 2:16,Cleared by Arrest,1/17/13 2:16,,14th & Avery Parking Garage,1111 North 14th St (GOV'T PARKING GARAGE (UNL)),$0.00 ,$0.00 ,"UNL student contacted in reference to his car being used by others who were cited for related offenses. He was cited/released for MIP-C (.124 BAC), Possession of Marijuana and Paraphernalia."
13000174,LARCENY - FROM BUILDING,1/17/13 10:46,Inactive,1/15/13 19:00,1/16/13 17:00,Hamilton Hall,639 North 12th St (UNL ACADEMIC BUILDING),$405.00 ,$0.00 ,UNL student reports cash is missing from an office in Hamilton Hall occupied by a student group.
13000176,DISTURBANCE - OTHER,1/17/13 19:30,Inactive,,,The Courtyards,733 North  17th  St. (UNL APARTMENT),$0.00 ,$0.00 ,"UNL student reported receiving numerous and harassing text messages/email from a ex-girlfriend, also a UNL student."
13000180,LARCENY - FROM BUILDING,1/17/13 22:07,Cleared by Arrest,1/17/13 21:00,1/17/13 22:07,Campus Recreation Center,"841 North 14th St (UNL SUPPORT FACILITY (office, service))",$180.00 ,$0.00 ,Larceny of items from an unlocked locker.
13000183,NARCOTICS - POSSESSION,1/18/13 1:56,Cleared by Arrest,1/18/13 1:56,,N/A,N 17TH ST & R ST (STREET),$0.00 ,$0.00 ,"UNL Student stopped for speeding and the odor of burnt marijuana was emitting from the vehicle.  Student was cited for possession Marijuana < 1 oz, possession drug paraphernalia and speeding."
13000189,BURGLARY,1/18/13 11:01,Inactive,1/11/13 0:00,1/18/13 9:30,Textron,"900 North 21st St. (UNL SUPPORT FACILITY (office, service))","$7,000.00 ",$0.00 ,"Report of a be-lated burglary at Textron. Two Dell computers were taken. Investigation on-going,"
13000190,LOST OR STOLEN ITEM,1/18/13 14:05,Cleared by Exception,1/15/13 11:00,1/15/13 21:30,N/A,(UNL ACADEMIC BUILDING),$425.00 ,$0.00 ,UNL faculty member reports a lost/stolen Motorola Xyboard 8.2 Tablet and black/gray leather case.
13000193,LOST OR STOLEN ITEM,1/18/13 18:10,Cleared by Exception,1/18/13 10:00,1/18/13 11:15,N/A,(UNKNOWN),$75.00 ,$0.00 ,UNL student reports a lost black Fossil tri-fold wallet and contacts on City Campus.
13000195,TRAFFIC - SUSPENDED DRIVER,1/18/13 20:44,Cleared by Arrest,1/18/13 20:44,,N/A,N 17TH ST & Y ST (STREET),$0.00 ,$0.00 ,Vehicle stopped for violating a stop sign.  Driver found to be suspended.  Cited/released for DUS/Stop Sign Violation.  No history of FTA or DUS.
13000196,VANDALISM - OTHER,1/18/13 21:57,Inactive,1/18/13 17:00,1/18/13 21:50,Union-City,1400 R St (SIDEWALK),$30.00 ,$80.00 ,Student reports vandalism to her bike.  Damage estimated at $110.00. Investigation ongoing.
13000198,ALCOHOL - MINOR IN POSSESSION,1/18/13 23:39,Cleared by Arrest,1/18/13 23:39,,N/A,N 17TH ST & R ST (STREET),$0.00 ,$0.00 ,Student contacted on a traffic stop.  Cited/released for MIPC (.156 BrAC).
13000199,ALCOHOL - MINOR IN POSSESSION,1/19/13 1:18,Cleared by Arrest,1/19/13 1:18,,N/A,N 10TH ST & T ST (STREET),$0.00 ,$0.00 ,Four students contacted on a traffic stop.  1 cited/released for MIPC (.153 BrAC) and 2 cited/Detox for MIPC (refused BrAC).
13000201,DISTURBANCE - OTHER,1/19/13 3:22,Cleared by Exception,1/19/13 3:22,1/19/13 3:22,Delta Tau Delta,715 North 16th St. (SIDEWALK),$0.00 ,$0.00 ,Report of 6 males leaving boxers at a sorority.  No action requested by the sorority.
13000208,TRAFFIC - SUSPENDED DRIVER,1/19/13 15:22,Cleared by Arrest,1/19/13 15:22,,N/A,N 23RD ST & VINE ST (ALLEY),$0.00 ,$0.00 ,UNL student stopped for no plates or papers on vehicle.  Found to be suspended.  Cited/Lodged for DUS.  Numerous FTA's and DUS'.
13000209,ACCIDENTS - P.D. H&R REPORTABLE,1/19/13 17:53,Cleared by Exception,1/19/13 2:30,1/19/13 17:00,19th/Vine Parking Garage,1830 Vine St. (GOV'T PARKING LOT (UNL)),$0.00 ,$800.00 ,"Hit and Run accident Sandoz Hall Parking lot, $800 damage."
13000211,ALCOHOL - MINOR IN POSSESSION,1/19/13 22:58,Cleared by Arrest,1/19/13 22:58,,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,"2 students and 1 non-student contacted on a traffic stop.  1 student cited/released for Speeding and No Seat Belts, 1 student cited/released for MIPC (.043 BrAC) and 1 non-student cited/Detox for MIPC (.175 BrAC)."
13000212,ALCOHOL - MINOR IN POSSESSION,1/20/13 0:34,Cleared by Arrest,1/20/13 0:34,,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,"2 students and 1 non-student contacted on a traffic stop.  All 3 cited and released for MIPC (.133 BrAC, .028 BrAC and .054 BrAC"
13000213,TRAFFIC - SUSPENDED DRIVER,1/20/13 1:24,Cleared by Arrest,1/20/13 1:24,,N/A,N 10TH ST & MILITARY RD (STREET),$0.00 ,$0.00 ,"Non-student contacted on a traffic stop.  Cited/lodged for DUS, No Proof of Insurance and Driving Left of Center."
13000214,ALCOHOL - DRUNK,1/20/13 2:29,Cleared by Exception,1/20/13 2:29,,N/A,N 17TH ST & R ST (SIDEWALK),$0.00 ,$0.00 ,Non-student contacted for intoxication.  Transported to Detox (.219 BrAC).
13000215,TRAFFIC - SUSPENDED DRIVER,1/20/13 4:35,Cleared by Arrest,1/20/13 4:35,,N/A,N 17TH ST & VINE ST (STREET),$0.00 ,$0.00 ,Non-student contacted on a traffic stop.  Cited/lodged for DUS.
13000222,NARCOTICS - POSSESSION,1/20/13 18:14,Cleared by Arrest,1/20/13 18:14,,N/A,N 17TH ST & R ST (STREET),$0.00 ,$0.00 ,Non-student stopped for driving the wrong way on a street. Cited/released for Poss. of Marijuana and Drug Paraphernalia.
13000230,VANDALISM - OTHER,1/20/13 21:26,Inactive,1/18/13 21:00,1/20/13 21:26,14th & Avery Parking Garage,1111 North 14th St (GOV'T PARKING GARAGE (UNL)),$0.00 ,$300.00 ,"Vehicle ""keyed"" while in the parking garage."
13000231,VANDALISM - OTHER,1/20/13 21:26,Inactive,1/18/13 21:00,1/20/13 21:26,14th & Avery Parking Garage,1111 North 14th St (GOV'T PARKING GARAGE (UNL)),$0.00 ,$300.00 ,"Vehicle ""keyed"" while in the parking garage."
13000229,VANDALISM - OTHER,1/20/13 21:26,Inactive,1/19/13 15:00,1/20/13 21:26,14th & Avery Parking Garage,1111 North 14th St (GOV'T PARKING GARAGE (UNL)),$0.00 ,$150.00 ,"Vehicle ""keyed"" while in the parking garage."
13000226,VANDALISM - OTHER,1/20/13 21:26,Inactive,1/18/13 21:00,1/20/13 21:26,14th & Avery Parking Garage,1111 North 14th St (GOV'T PARKING GARAGE (UNL)),$0.00 ,$150.00 ,"Vehicle ""keyed"" while in the parking garage."
13000228,VANDALISM - OTHER,1/20/13 21:26,Inactive,1/18/13 21:00,1/20/13 21:26,14th & Avery Parking Garage,1111 North 14th St (GOV'T PARKING GARAGE (UNL)),$0.00 ,"$2,000.00 ","Vehicle ""keyed"" while in the parking garage."
13000232,VANDALISM - OTHER,1/20/13 21:26,Inactive,1/18/13 21:00,1/20/13 21:26,14th & Avery Parking Garage,1111 North 14th St (GOV'T PARKING GARAGE (UNL)),$0.00 ,$300.00 ,"Vehicle ""keyed"" while in the parking garage."
13000227,DISTURBANCE - OTHER,1/20/13 21:43,Cleared by Exception,1/20/13 21:43,,Love Library South,"1248 R (UNL SUPPORT FACILITY (office, service))",$0.00 ,$0.00 ,Non-student issued a UNL Trespass Policy Letter and escorted from the building after being observed looking at pornography on a computer.
13000233,ASSAULT - NON DOMESTIC,1/21/13 0:13,Inactive,1/21/13 0:13,,Phi Gamma Delta,1425 R St. (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,UNL student was assaulted by his roommate in the fraternity.
13000234,ALCOHOL - MINOR IN POSSESSION,1/21/13 0:38,Cleared by Arrest,1/21/13 0:38,,The Village,1055 North 16 St. (UNL RESIDENCE HALL),$0.00 ,$0.00 ,"Non-student cited for Procuring Alcohol for Minors. Three UNL students, one UNK student and a non-student cited/released for MIP after alcohol found in a room."
13000235,FIRE - FALSE ALARM,1/21/13 2:00,Inactive,1/21/13 2:00,,Farm House Fraternity,3601 Apple (OFF CAMPUS/GREEK HOUSING),$0.00 ,$0.00 ,Pull station activated but no fire present. A sign belonging to a local business was also recovered. Investigation continues.
13000236,ALCOHOL - MINOR IN POSSESSION,1/21/13 3:45,Cleared by Arrest,1/21/13 3:45,,1220 N. 14th,(GOV'T PARKING LOT (UNL)),$0.00 ,$0.00 ,UNL student contacted and was found to be intoxicated. Cited for MIP-C (.222 BAC) and taken to detox.
13000241,ACCIDENTS - P.D. H&R NOT REPORTABLE,1/21/13 18:09,Cleared by Arrest,1/20/13 16:00,1/21/13 18:09,17 & R Parking Garage,300 North 17th St (GOV'T PARKING GARAGE (UNL)),$0.00 ,$950.00 ,"Hit and Run accident in the 17th and R Parking garage, $950 damage."
13000248,NARCOTICS - POSSESSION,1/22/13 22:56,Cleared by Arrest,1/22/13 22:56,,N/A,N 19TH ST & VINE ST (STREET),$0.00 ,$0.00 ,UNL student stopped for a stop sign violation. She was cited/released for Poss. of Marijuana and Drug Paraphernalia.
